datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_ec_wind_speed_70m
2022-07-14 23:45:00,116.3102,48.03750040656397,-68.27269959343602,68.27269959343602,-58.698806800750184,6.978947,48.705701228809,339.9145074736929,23,7,0,7.3234477,6.9426703,6.978947
2022-07-15 00:00:00,111.2877,44.70322980405001,-66.58447019594999,66.58447019594999,-59.830933867774164,10.759041,115.756963239681,1245.4339135312207,0,7,0,6.978947,6.984819,10.759041
2022-07-15 00:15:00,108.7764,55.644890356447306,-53.13150964355269,53.13150964355269,-48.84470311452505,10.559467,111.502343324089,1177.405314753388,0,7,0,10.759041,7.2930374,10.559467
2022-07-15 00:30:00,108.7764,53.82381843182087,-54.95258156817913,54.95258156817913,-50.51884559805918,10.472386,109.67086853299601,1148.515668232788,0,7,0,10.559467,7.2447534,10.472386
2022-07-15 00:45:00,108.7764,51.10510037110093,-57.671299628899064,57.671299628899064,-53.01820948624633,10.031937,100.63975997196899,1009.6117317339146,0,7,0,10.472386,7.015246,10.031937
2022-07-15 01:00:00,108.7764,44.60273042099633,-64.17366957900367,64.17366957900367,-58.995949096590884,9.230318,85.198770381124,786.4117438267558,1,7,0,10.031937,6.7052245,9.230318
2022-07-15 01:15:00,108.7764,37.536046476625074,-71.24035352337492,71.24035352337492,-65.4924721877408,8.103351,65.664297429201,532.1008502372133,1,7,0,9.230318,6.874935,8.103351
2022-07-15 01:30:00,108.7764,32.53088475656382,-76.24551524343617,76.24551524343617,-70.09380273333812,6.7454395,45.500954048160246,306.923932724145,1,7,0,8.103351,7.238212,6.7454395
2022-07-15 01:45:00,108.7764,31.674590572708716,-77.10180942729127,77.10180942729127,-70.88100858293083,6.364535,40.507305766225,257.81016530484084,1,7,0,6.7454395,7.0937986,6.364535
2022-07-15 02:00:00,75.1319,34.235017559035285,-40.89688244096472,40.89688244096472,-54.43344629314761,7.4844313,56.016711884419685,419.2532317508327,2,7,0,6.364535,6.999254,7.4844313
2022-07-15 02:15:00,7.8428,35.61462266039145,27.771822660391447,27.771822660391447,354.10596502500186,8.786097,77.195500493409,678.2471552986393,2,7,0,7.4844313,7.169124,8.786097
2022-07-15 02:30:00,3.2501,37.529323509750405,34.2792235097504,34.2792235097504,1054.7128828121938,8.722663,76.08484981156901,663.6625043119301,2,7,0,8.786097,7.058579,8.722663
2022-07-15 02:45:00,0.8525,36.565171484746344,35.712671484746345,35.712671484746345,4189.16962649025,8.516445,72.52983543802499,617.6963543669906,2,7,0,8.722663,7.306852,8.516445
2022-07-15 03:00:00,0.0,36.135525822663695,36.135525822663695,36.135525822663695,361355258226.63696,8.314332,69.128116606224,574.7541119988597,3,7,0,8.516445,7.7487206,8.314332
2022-07-15 03:15:00,0.0,35.79842467600073,35.79842467600073,35.79842467600073,357984246760.00726,7.7991257,60.826361684400496,474.3924406503032,3,7,0,8.314332,7.910512,7.7991257
2022-07-15 03:30:00,0.0,35.79842467600073,35.79842467600073,35.79842467600073,357984246760.00726,7.709673,59.439057766929004,458.2556988111329,3,7,0,7.7991257,7.5140123,7.709673
2022-07-15 03:45:00,0.0,31.199991038019043,31.199991038019043,31.199991038019043,311999910380.1904,6.2366652,38.89599281689104,242.58128482055432,3,7,0,7.709673,7.682343,6.2366652
2022-07-15 04:00:00,0.0,34.235017559035285,34.235017559035285,34.235017559035285,342350175590.35284,7.4375257,55.316788538160495,411.42003639403407,4,7,0,6.2366652,7.792213,7.4375257
2022-07-15 04:15:00,0.0,35.61462266039145,35.61462266039145,35.61462266039145,356146226603.9144,8.88312,78.9098209344,700.9654085387873,4,7,0,7.4375257,7.8655734,8.88312
2022-07-15 04:30:00,0.0,37.713125525359686,37.713125525359686,37.713125525359686,377131255253.5968,7.9403696,63.049469384604166,500.63608999764165,4,7,0,8.88312,8.029715,7.9403696
2022-07-15 04:45:00,0.0,35.79842467600073,35.79842467600073,35.79842467600073,357984246760.00726,8.243478,67.95492953648399,560.184966625556,4,7,0,7.9403696,8.0257015,8.243478
2022-07-15 05:00:00,0.0,35.79842467600073,35.79842467600073,35.79842467600073,357984246760.00726,8.063981,65.027789568361,524.3828595512613,5,7,0,8.243478,7.7922335,8.063981
2022-07-15 05:15:00,0.0,35.79842467600073,35.79842467600073,35.79842467600073,357984246760.00726,7.99508,63.921304206399995,511.05594083450444,5,7,0,8.063981,7.548886,7.99508
2022-07-15 05:30:00,0.0,36.593902199470655,36.593902199470655,36.593902199470655,365939021994.70654,8.9946995,80.90461909530023,727.7127369241874,5,7,0,7.99508,7.3234477,8.9946995
2022-07-15 05:45:00,0.0,43.60648278330841,43.60648278330841,43.60648278330841,436064827833.0841,9.600947,92.178183296809,884.9978523889484,5,7,0,8.9946995,6.978947,9.600947
2022-07-15 06:00:00,0.5115,53.75517901952671,53.24367901952671,53.24367901952671,10409.32120793638,9.907248,98.15356293350398,972.4316900658314,6,7,1,9.600947,10.759041,9.907248
2022-07-15 06:15:00,3.8717,51.54152872505627,47.66982872505627,47.66982872505627,1231.237663091988,9.57566,91.69326443559999,878.0235245253973,6,7,1,9.907248,10.559467,9.57566
2022-07-15 06:30:00,6.3758,48.04912197137491,41.67332197137491,41.67332197137491,653.6171446095109,9.253952,85.635627618304,792.4679874696595,6,7,1,9.57566,10.472386,9.253952
2022-07-15 06:45:00,8.9404,39.88174500728195,30.94134500728195,30.94134500728195,346.08457085447503,8.954825,80.18889078062499,718.0774838846102,6,7,1,9.253952,10.031937,8.954825
2022-07-15 07:00:00,4.1452,37.713125525359686,33.56792552535968,33.56792552535968,809.8023121774452,8.662313,75.03566650996899,649.982429472969,7,7,1,8.954825,9.230318,8.662313
2022-07-15 07:15:00,4.1452,36.135525822663695,31.990325822663696,31.990325822663696,771.7438421665858,8.324905,69.304043259025,576.9495762472734,7,7,1,8.662313,8.103351,8.324905
2022-07-15 07:30:00,6.2785,35.79842467600073,29.519924676000727,29.519924676000727,470.17479698946005,7.8776574,62.057486111774764,488.86761469381975,7,7,1,8.324905,6.7454395,7.8776574
2022-07-15 07:45:00,14.8118,35.02238332753042,20.210583327530422,20.210583327530422,136.44920478190022,7.7718863,60.40221666012769,469.4391601504782,7,7,1,7.8776574,6.364535,7.7718863
2022-07-15 08:00:00,14.8118,39.270139033172875,24.458339033172876,24.458339033172876,165.1273917866845,7.4690776,55.78712019482177,416.6783298156509,8,7,1,7.7718863,7.4844313,7.4690776
2022-07-15 08:15:00,16.1801,33.96758141437494,17.78748141437494,17.78748141437494,109.93431068646986,6.7285175,45.27294774780625,304.6198211976999,8,7,1,7.4690776,8.786097,6.7285175
2022-07-15 08:30:00,17.8076,30.071447317004182,12.263847317004181,12.263847317004181,68.86861401939238,5.8625455,34.369439739570254,201.4924042827388,8,7,1,6.7285175,8.722663,5.8625455
2022-07-15 08:45:00,11.8601,27.849519536082553,15.989419536082554,15.989419536082554,134.81690308345514,5.0234594,25.23514434344836,126.7677230624525,8,7,1,5.8625455,8.516445,5.0234594
2022-07-15 09:00:00,14.858,24.627365257096255,9.769365257096254,9.769365257096254,65.75154967371853,3.9504395,15.605972243160249,61.650449185283854,9,7,1,5.0234594,8.314332,3.9504395
2022-07-15 09:15:00,16.7065,20.862593701626878,4.1560937016268795,4.1560937016268795,24.87710591170604,1.9920323,3.9681926842432897,7.904767999636334,9,7,1,3.9504395,7.7991257,1.9920323
2022-07-15 09:30:00,17.6676,20.862593701626878,3.1949937016268777,3.1949937016268777,18.083914622351006,1.1665213,1.3607719433536902,1.5873694563644731,9,7,1,1.9920323,7.709673,1.1665213
2022-07-15 09:45:00,4.9785,20.17621305188004,15.19771305188004,15.19771305188004,305.2669081320347,2.2013361,4.845880625163209,10.66741195646234,9,7,1,1.1665213,6.2366652,2.2013361
2022-07-15 10:00:00,4.6972,21.755344270416973,17.058144270416975,17.058144270416975,363.1555870327305,4.046326,16.372754098275998,66.24950059946072,10,7,1,2.2013361,7.4375257,4.046326
2022-07-15 10:15:00,9.2054,26.07777147384351,16.872371473843508,16.872371473843508,183.28775996170435,5.0506277,25.50884016400729,128.83565472720775,10,7,1,4.046326,8.88312,5.0506277
2022-07-15 10:30:00,26.0965,27.580851923558562,1.4843519235585632,1.4843519235585632,5.687934868621347,5.1953287,26.991440301043692,140.22940445034894,10,7,1,5.0506277,7.9403696,5.1953287
2022-07-15 10:45:00,23.9632,27.419630981070128,3.4564309810701275,3.4564309810701275,14.423912414150596,5.0430813,25.43266899840969,128.25901743496962,10,7,1,5.1953287,8.243478,5.0430813
2022-07-15 11:00:00,23.1875,27.419630981070128,4.232130981070128,4.232130981070128,18.251777808064475,4.8512015,23.53415599360225,114.16893285739724,11,7,1,5.0430813,8.063981,4.8512015
