datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_ec_wind_speed_10m,original_ec_wind_speed_70m,original_gfs_wind_speed_10m,original_gfs_wind_speed_70m,fused_wind
2022-07-14 23:45:00,116.3102,47.42389743224767,-68.88630256775232,68.88630256775232,-59.22636412097108,6.094676555,37.14508231006667,226.3872622887086,23,7,0,6.04295675,7.174480235000001,4.361823,6.978947,7.8438187,9.924555,6.094676555
2022-07-15 00:00:00,111.2877,49.71976835236096,-61.56793164763904,61.56793164763904,-55.323213295006305,7.636839605,58.32131915249655,445.3905599196307,0,7,0,6.094676555,7.04914065,7.7037435,10.759041,3.6995347,5.402774,7.636839605
2022-07-15 00:15:00,108.7764,59.225327262453334,-49.55107273754666,49.55107273754666,-45.55314639295964,7.7725124800000005,60.411950251755755,469.55263727291083,0,7,0,7.636839605,6.8135509999999995,7.439081,10.559467,4.921076,6.7494383,7.7725124800000005
2022-07-15 00:30:00,108.7764,59.225327262453334,-49.55107273754666,49.55107273754666,-45.55314639295964,7.903298050000001,62.46212006713382,493.6567517254446,0,7,0,7.7725124800000005,6.7189555,7.363413,10.472386,5.705847,7.47618,7.903298050000001
2022-07-15 00:45:00,108.7764,57.18026068890238,-51.596139311097616,51.596139311097616,-47.43321097807456,7.7107828099999995,59.45617154299149,458.45362548210994,0,7,0,7.903298050000001,6.706087905,6.9942274,10.031937,5.9262104,8.167533,7.7107828099999995
2022-07-15 01:00:00,108.7764,51.974844550196124,-56.80155544980387,56.80155544980387,-52.21863882660395,7.2079356500000005,51.954336334540926,374.4835130378279,1,7,0,7.7107828099999995,6.5709897250000004,6.3584256,9.230318,5.944745,8.294316,7.2079356500000005
2022-07-15 01:15:00,108.7764,41.438376415205454,-67.33802358479454,67.33802358479454,-61.90499371058801,6.333459210000001,40.11270556473384,254.0521844969818,1,7,0,7.2079356500000005,6.32928084,5.489689,8.103351,5.257132,7.7420716,6.333459210000001
2022-07-15 01:30:00,108.7764,33.67251305800481,-75.10388694199519,75.10388694199519,-69.04428436231642,5.401837685,29.17985037508616,157.62481539880181,1,7,0,6.333459210000001,6.30885074,4.6411233,6.7454395,4.681778,6.9264946,5.401837685
2022-07-15 01:45:00,108.7764,30.45327028076667,-78.32312971923332,78.32312971923332,-72.003789160179,5.39969535,29.15670987281162,157.43735072152,1,7,0,5.401837685,6.127066905,4.840876,6.364535,4.764126,6.735047,5.39969535
2022-07-15 02:00:00,75.1319,34.319804838952166,-40.812095161047836,40.812095161047836,-54.320595054318844,6.133530824999999,37.620200381225175,230.74465868092133,2,7,0,5.39969535,6.15272909,5.4796286,7.4844313,5.139409,7.5169735,6.133530824999999
2022-07-15 02:15:00,7.8428,41.895484649583345,34.05268464958334,34.05268464958334,434.1903989157482,7.0340971549999995,49.47852278597909,348.03673636245816,2,7,0,6.133530824999999,6.075905690000001,6.07274,8.786097,6.0185227,8.984245,7.0340971549999995
2022-07-15 02:30:00,3.2501,42.12421877995241,38.874118779952404,38.874118779952404,1196.089925243636,7.101256745000001,50.427847358408,358.1010911897253,2,7,0,7.0340971549999995,5.579752625,6.077906,8.722663,6.4628453,9.122112,7.101256745000001
2022-07-15 02:45:00,0.8525,42.12421877995241,41.27171877995241,41.27171877995241,4841.257278102836,6.783398425000001,46.01449419229249,312.13464743116856,2,7,0,7.101256745000001,5.50762355,5.662946,8.516445,6.2449145,8.86077,6.783398425000001
2022-07-15 03:00:00,0.0,37.76778174655935,37.76778174655935,37.76778174655935,377677817465.5935,6.34404994,40.246969641214,255.3287853375255,3,7,0,6.783398425000001,5.924106400000001,5.3625984,8.314332,5.387362,7.7606344,6.34404994
2022-07-15 03:15:00,0.0,35.621073603825536,35.621073603825536,35.621073603825536,356210736038.2554,5.63527478,31.756321846104044,178.95559960491315,3,7,0,6.34404994,5.88639652,4.9110622,7.7991257,4.0805435,6.1788073,5.63527478
2022-07-15 03:30:00,0.0,33.44562459864486,33.44562459864486,33.44562459864486,334456245986.4486,5.50397133,30.293700401461965,166.73565848925614,3,7,0,5.63527478,5.651865775,4.964268,7.709673,3.3046212,5.987259,5.50397133
2022-07-15 03:45:00,0.0,27.093269256697944,27.093269256697944,27.093269256697944,270932692566.97946,4.33845129,18.822159595702665,81.6590225785621,3,7,0,5.50397133,5.658168010000001,2.8239486,6.2366652,4.2277646,7.33146,4.33845129
2022-07-15 04:00:00,0.0,35.817599117857455,35.817599117857455,35.817599117857455,358175991178.5746,6.739550024999999,45.421534539477484,306.1207042410738,4,7,0,4.33845129,5.793048675,6.7035246,7.4375257,5.072342,7.67555,6.739550024999999
2022-07-15 04:15:00,0.0,42.12421877995241,42.12421877995241,42.12421877995241,421242187799.52405,6.7904901099999995,46.110755934007805,313.1146321345038,4,7,0,6.739550024999999,5.844029325,6.1211214,8.88312,4.9372754,7.685581,6.7904901099999995
2022-07-15 04:30:00,0.0,37.76778174655935,37.76778174655935,37.76778174655935,377677817465.5935,6.12113696,37.46831768307805,229.3487041989106,4,7,0,6.7904901099999995,5.915532550000001,5.2428384,7.9403696,4.9016004,7.793853,6.12113696
2022-07-15 04:45:00,0.0,37.53904761619029,37.53904761619029,37.53904761619029,375390476161.90283,6.36859029,40.55894228188229,258.30328598906596,4,7,0,6.12113696,5.973289235000001,5.4083085,8.243478,5.2199636,8.20572,6.36859029
2022-07-15 05:00:00,0.0,37.53904761619029,37.53904761619029,37.53904761619029,375390476161.90283,6.360856999999999,40.46050177444899,257.3634659355163,5,7,0,6.36859029,5.970560075,5.3728123,8.063981,5.441163,8.4228115,6.360856999999999
2022-07-15 05:15:00,0.0,37.53904761619029,37.53904761619029,37.53904761619029,375390476161.90283,6.25404725,39.113107005232564,244.61521930503045,5,7,0,6.360856999999999,5.99190524,5.2730365,7.99508,5.287308,8.256628,6.25404725
2022-07-15 05:30:00,0.0,41.895484649583345,41.895484649583345,41.895484649583345,418954846495.83344,6.925216825,47.95862807326308,332.12389803687876,5,7,0,6.25404725,6.04295675,6.144295,8.9946995,5.211001,8.227443,6.925216825
2022-07-15 05:45:00,0.0,45.60771438987207,45.60771438987207,45.60771438987207,456077143898.72076,7.5224777,56.58767074699728,425.67949128922936,5,7,0,6.925216825,6.094676555,6.925156,9.600947,5.436027,8.442589,7.5224777
2022-07-15 06:00:00,0.5115,48.88583241217781,48.374332412177814,48.374332412177814,9457.347305267464,7.984016917999999,63.744526146910204,508.9373751868244,6,7,1,7.5224777,7.636839605,6.929099,9.907248,5.7348604,8.877529,7.984016917999999
