Variable,IMF,Mean,Std,Energy,Energy_Ratio,RMS,Max_Amplitude,Zero_Crossings,Zero_Crossing_Rate,Dominant_Period_Hours,Persistence
obs_wind_speed_10m,1,-0.0015322065908020366,0.36747363823565427,7064.847001187934,0.36455705456239385,0.3674768325421147,4.588780472691405,30601,0.5849150371772082,0.8548250057187674,-0.16204853580188372
obs_wind_speed_10m,2,-0.0008474348920670647,0.41877408237991726,9174.960478109413,0.4734421802855068,0.41877493981736547,3.9976263327693164,11363,0.21719517556434811,2.302076916307313,0.8311623874911167
obs_wind_speed_10m,3,0.00532116256703137,0.6458446244651047,21823.70139272965,1.1261368148588295,0.645866544822951,4.999976710508781,4203,0.08033717529674866,6.2237687366167025,0.9756242342180466
obs_wind_speed_10m,4,-0.019402345885578844,1.085805058853473,61700.00565396206,3.1838159161704827,1.0859783961284208,5.549725680746537,1607,0.030716593076820155,16.277846919726198,0.9967134621690521
obs_wind_speed_10m,5,-0.014877106467844113,1.1203800929061807,65682.57470885864,3.3893226517020953,1.120478862307236,4.997019760156606,653,0.012481602538371848,40.05895865237366,0.9993767939456493
obs_wind_speed_10m,6,-0.0048149654991915805,1.0329790872870628,55825.8477568258,2.8807002647410416,1.0329903090857977,3.9246099250481956,258,0.004931475428636963,101.38953488372093,0.9998883495583168
obs_wind_speed_10m,7,0.0012117580985817125,0.7774201178527863,31619.53198803231,1.6316168554336985,0.7774210622307126,3.093345936067173,116,0.0022172525183018904,225.5043103448276,0.9999775589923898
obs_wind_speed_10m,8,-0.0019301297524954206,0.5095392585436788,13583.271004804574,0.7009178355881845,0.5095429141869243,1.511834283385852,51,0.0009748265382189346,512.9117647058823,0.9999957019550343
obs_wind_speed_10m,9,0.01575287640005223,0.41216119477231955,8900.429812871458,0.45927597248378443,0.4124621238259596,0.9749154572198857,20,0.0003822849169486018,1307.925,0.999999458137073
obs_wind_speed_10m,10,-0.0012473038344124232,0.2232313043821403,2607.1533986106633,0.13453315600890176,0.22323478900701638,0.518138970600503,8,0.00015291396677944073,3269.8125,0.9999999107502167
obs_wind_speed_10m,11,-0.019928318677765202,0.14711379163790264,1153.0460448883482,0.05949896293983905,0.14845742007526197,0.373365848157906,5,9.557122923715044e-05,5231.7,0.9999999807992109
obs_wind_speed_10m,12,5.630032435644069,0.09629245058965517,1658790.9204227272,85.59618233522524,5.630855837476648,5.75600969036533,0,0.0,inf,0.9999999939650039
obs_wind_speed_70m,1,-0.0002458617483211037,0.44383110969693107,10305.722546165396,0.37186003838140597,0.4438311777949005,3.495165763408062,30803,0.5887761148383891,0.8492192318929974,-0.21233119518841562
obs_wind_speed_70m,2,0.0008854230851165001,0.5211591554077,14209.697385252814,0.5127266517605191,0.5211599075517099,7.803825765721155,11168,0.21346789762409923,2.342272564469914,0.8286488074169683
obs_wind_speed_70m,3,0.005214834902043173,0.8082414518126027,34177.72504056354,1.23323038131878,0.8082582748918807,5.993719795618886,4171,0.07972551942963091,6.27151762167346,0.9758253300971268
obs_wind_speed_70m,4,-0.007650153644203209,1.2154919191468991,77297.27566315878,2.789107485294708,1.2155159934621147,6.983237742972729,1585,0.03029607966817669,16.50378548895899,0.9965290302965963
obs_wind_speed_70m,5,-0.001310675766841129,1.3858972047135536,100485.93050622747,3.625820684328497,1.3858978244819518,6.22515039287348,660,0.01261540225930386,39.63409090909091,0.9993832136984148
obs_wind_speed_70m,6,-0.0019024513074699567,1.1738719295241382,72091.72348439631,2.6012762270476784,1.1738734711397565,3.988780341622903,254,0.004855018445247243,102.98622047244095,0.9998917702992889
obs_wind_speed_70m,7,0.010463223774626074,0.8182318486161904,35032.13480073845,1.2640599369165393,0.8182987456556597,2.836585477895009,108,0.00206433855152245,242.20833333333334,0.9999789609521861
obs_wind_speed_70m,8,-0.006324764041101814,0.5511813593389107,15896.044026435728,0.5735748769970855,0.5512176462368245,1.926601687998147,49,0.0009365980465240744,533.8469387755102,0.9999961265145608
obs_wind_speed_70m,9,0.010525637908139132,0.38159014513544504,7623.728871178852,0.2750860114801797,0.381735285136,1.107383938582809,21,0.0004013991627960319,1245.642857142857,0.9999994240230529
obs_wind_speed_70m,10,-0.0025390919476011562,0.22439226662386622,2634.5970806525606,0.09506382178855896,0.22440663160547336,0.4959347777071907,7,0.00013379972093201063,3736.9285714285716,0.9999999009279984
obs_wind_speed_70m,11,-0.027660643827124947,0.19288284530553526,1986.4191102886246,0.07167570088216028,0.19485610903969655,0.5067912540195848,5,9.557122923715044e-05,5231.7,0.999999983728794
obs_wind_speed_70m,12,6.771577636605407,0.11564907669022895,2399657.2380427285,86.58651818380388,6.7725651268565725,6.925143833764198,0,0.0,inf,0.9999999943656337
power,1,0.008422505437396881,3.9692062385187055,824237.0234351604,0.7335995140134189,3.9692151746275552,77.7360901843737,29523,0.5643098801536786,0.886038004267859,-0.010970541176666723
power,2,-0.052915282824872324,5.85691762073125,1794801.8622875002,1.5974358546004657,5.857156651754215,63.46635765783558,11357,0.21708049008926353,2.3032931231839395,0.8471713964202234
power,3,-0.14991087245535933,10.34859345930013,5603980.440062797,4.9877367923089615,10.349679215103711,84.88216296542959,3969,0.07586444176845003,6.590702947845805,0.9789265534791151
power,4,-0.641407500034939,16.317452148389844,13951408.301675018,12.417236861378019,16.33005352704312,77.76930681326238,1571,0.03002848022631267,16.650859325270527,0.9965212255058395
power,5,-0.5035549603939762,21.022501970378023,23134533.280691218,20.590536325231483,21.02853196713183,94.89990156587096,648,0.012386031309134697,40.36805555555556,0.9994038891656708
