datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_gfs_wind_speed_10m
2022-07-14 23:45:00,116.3102,60.33537093102117,-55.97482906897883,55.97482906897883,-48.125468844663914,7.8438187,61.52549179846969,482.59480309553317,23,7,0,7.2732215,9.347605,7.8438187
2022-07-15 00:00:00,111.2877,49.71385116950325,-61.57384883049675,61.57384883049675,-55.32853030924703,3.6995347,13.686556996504091,50.63389253209466,0,7,0,7.8438187,8.361965,3.6995347
2022-07-15 00:15:00,108.7764,37.379672580075805,-71.39672741992419,71.39672741992419,-65.63622937821124,4.921076,24.216988997776003,119.17364334921955,0,7,0,3.6995347,6.710776,4.921076
2022-07-15 00:30:00,108.7764,48.64472406434762,-60.131675935652375,60.131675935652375,-55.28007539330625,5.705847,32.556689987409,185.7634918945877,0,7,0,4.921076,6.462983,5.705847
2022-07-15 00:45:00,108.7764,52.860761715394055,-55.91563828460594,55.91563828460594,-51.40420006496402,5.9262104,35.119969705068165,208.1283297138599,0,7,0,5.705847,6.9873967,5.9262104
2022-07-15 01:00:00,108.7764,51.667315113248634,-57.10908488675136,57.10908488675136,-52.50135588372223,5.944745,35.339993115025,210.08724737057932,1,7,0,5.9262104,7.412639,5.944745
2022-07-15 01:15:00,108.7764,41.33671580534235,-67.43968419465764,67.43968419465764,-61.998452043327234,5.257132,27.637436865424004,145.29365374320022,1,7,0,5.944745,6.250877,5.257132
2022-07-15 01:30:00,108.7764,37.93189934906069,-70.8445006509393,70.8445006509393,-65.12855788978716,4.681778,21.919045241284003,102.62010379164815,1,7,0,5.257132,5.31024,4.681778
2022-07-15 01:45:00,108.7764,36.391834771901415,-72.38456522809858,72.38456522809858,-66.54436552546706,4.764126,22.696896543876,108.1308749439898,1,7,0,4.681778,5.0626087,4.764126
2022-07-15 02:00:00,75.1319,38.34901695671623,-36.782883043283775,36.782883043283775,-48.957743699264896,5.139409,26.413524869280998,135.74990743490656,2,7,0,4.764126,5.5826526,5.139409
2022-07-15 02:15:00,7.8428,40.048221648314204,32.2054216483142,32.2054216483142,410.6367828741077,6.0185227,36.22261549041529,218.00663358243608,2,7,0,5.139409,5.9006686,6.0185227
2022-07-15 02:30:00,3.2501,41.56720343360881,38.31710343360881,38.31710343360881,1178.9515188983,6.4628453,41.768369371732085,269.94250968276265,2,7,0,6.0185227,6.0265665,6.4628453
2022-07-15 02:45:00,0.8525,46.15801158712331,45.30551158712331,45.30551158712331,5314.4294493466705,6.2449145,38.99895711231025,243.54515275554442,2,7,0,6.4628453,6.15688,6.2449145
2022-07-15 03:00:00,0.0,47.07596872881039,47.07596872881039,47.07596872881039,470759687288.1039,5.387362,29.023669319044004,156.36101318998357,3,7,0,6.2449145,6.990699,5.387362
2022-07-15 03:15:00,0.0,36.64924934837723,36.64924934837723,36.64924934837723,366492493483.77234,4.0805435,16.650835255392252,67.94445757096169,3,7,0,5.387362,6.434251,4.0805435
2022-07-15 03:30:00,0.0,31.71832553616472,31.71832553616472,31.71832553616472,317183255361.64716,3.3046212,10.920521275489442,36.08818612203345,3,7,0,4.0805435,6.126611,3.3046212
2022-07-15 03:45:00,0.0,32.54746752663604,32.54746752663604,32.54746752663604,325474675266.36035,4.2277646,17.873993513013165,75.5670370349467,3,7,0,3.3046212,5.846282,4.2277646
2022-07-15 04:00:00,0.0,34.825546086554716,34.825546086554716,34.825546086554716,348255460865.5472,5.072342,25.728653364964,130.50452906654823,4,7,0,4.2277646,6.1010165,5.072342
2022-07-15 04:15:00,0.0,36.29016105673068,36.29016105673068,36.29016105673068,362901610567.3068,4.9372754,24.37668837544516,120.35442384955134,4,7,0,5.072342,5.9732013,4.9372754
2022-07-15 04:30:00,0.0,36.25963076493514,36.25963076493514,36.25963076493514,362596307649.3514,4.9016004,24.025686481280164,117.76431446691745,4,7,0,4.9372754,5.505606,4.9016004
2022-07-15 04:45:00,0.0,35.76754021880195,35.76754021880195,35.76754021880195,357675402188.0195,5.2199636,27.24801998532496,142.23367249546882,4,7,0,4.9016004,5.6290264,5.2199636
2022-07-15 05:00:00,0.0,36.711197403511555,36.711197403511555,36.711197403511555,367111974035.11554,5.441163,29.606254792569004,161.09245814589914,5,7,0,5.2199636,6.193468,5.441163
2022-07-15 05:15:00,0.0,42.10949189660948,42.10949189660948,42.10949189660948,421094918966.0948,5.287308,27.955625886864002,147.81000439662316,5,7,0,5.441163,6.7880936,5.287308
2022-07-15 05:30:00,0.0,42.10949189660948,42.10949189660948,42.10949189660948,421094918966.0948,5.211001,27.154531422001003,141.50229039457867,5,7,0,5.287308,7.2732215,5.211001
2022-07-15 05:45:00,0.0,44.5911210520098,44.5911210520098,44.5911210520098,445911210520.0979,5.436027,29.550389544729,160.63671542566456,5,7,0,5.211001,7.8438187,5.436027
2022-07-15 06:00:00,0.5115,35.41492159929652,34.90342159929652,34.90342159929652,6823.73820467697,5.7348604,32.88862380748816,188.61166628406104,6,7,1,5.436027,3.6995347,5.7348604
2022-07-15 06:15:00,3.8717,37.0335417530585,33.1618417530585,33.1618417530585,856.5188849189404,5.9990177,35.988213364913285,215.89392896749135,6,7,1,5.7348604,4.921076,5.9990177
2022-07-15 06:30:00,6.3758,37.910429939742826,31.53462993974283,31.53462993974283,494.5987937244416,6.0695734,36.83972125798756,223.60139221089588,6,7,1,5.9990177,5.705847,6.0695734
