datetime,actual_power,predicted_power,wind,wind_2,wind_3,hour,month,is_daytime,wind_lag_1h,wind_lag_24h,original_forecast_wind,observed_wind,corrected_wind_speed,error,abs_error
2022-10-27 10:15:00,2.55,21.50732030082951,5.1245888400474895,26.261410779539275,134.5789326047298,10,10,1,5.1245888400474895,5.569086420954603,4.026805,3.96,5.1245888400474895,18.957320300829508,18.957320300829508
2022-10-27 10:30:00,2.81,21.50732030082951,5.144737396948365,26.46832288355904,136.17257057355036,10,10,1,5.1245888400474895,5.569086420954603,4.189853,4.02,5.144737396948365,18.69732030082951,18.69732030082951
2022-10-27 10:45:00,2.81,21.50732030082951,5.158733905249808,26.612535505173938,137.28698921520512,10,10,1,5.144737396948365,5.554960707415712,4.114969,3.66,5.158733905249808,18.69732030082951,18.69732030082951
2022-10-27 11:00:00,3.14,20.402046765240843,5.093358081061734,25.942296541916864,132.13340573307212,11,10,1,5.158733905249808,5.554960707415712,3.847853,3.71,5.093358081061734,17.262046765240843,17.262046765240843
2022-10-27 11:15:00,3.63,19.409556346886298,5.017781846939906,25.178134663479653,126.33838705421661,11,10,1,5.093358081061734,5.546601027654869,3.5913918,3.71,5.017781846939906,15.779556346886299,15.779556346886299
2022-10-27 11:30:00,4.31,19.409556346886298,4.932724095606925,24.33176700338116,120.02189338627176,11,10,1,5.017781846939906,5.546601027654869,3.3585868,4.07,4.932724095606925,15.099556346886299,15.099556346886299
2022-10-27 11:45:00,6.07,20.177309747497873,5.0721429454675615,25.72663405925635,130.48916545428258,11,10,1,4.932724095606925,5.546601027654869,2.8154416,3.61,5.0721429454675615,14.107309747497872,14.107309747497872
2022-10-27 12:00:00,6.07,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,12,10,1,5.0721429454675615,5.546601027654869,2.609858,4.02,5.052430328397618,14.107309747497872,14.107309747497872
2022-10-27 12:15:00,6.07,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,12,10,1,5.052430328397618,5.546601027654869,2.2549105,4.02,5.052430328397618,14.107309747497872,14.107309747497872
2022-10-27 12:30:00,6.07,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,12,10,1,5.052430328397618,5.546601027654869,1.8795347,4.07,5.052430328397618,14.107309747497872,14.107309747497872
2022-10-27 12:45:00,14.36,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,12,10,1,5.052430328397618,5.546601027654869,1.6023728,4.37,5.052430328397618,5.817309747497873,5.817309747497873
2022-10-27 13:00:00,15.97,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,13,10,1,5.052430328397618,5.606781369116866,1.3954245,4.58,5.052430328397618,4.207309747497872,4.207309747497872
2022-10-27 13:15:00,16.64,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,13,10,1,5.052430328397618,5.581974098028522,1.1617355,4.42,5.052430328397618,3.537309747497872,3.537309747497872
2022-10-27 13:30:00,15.55,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,13,10,1,5.052430328397618,5.6151410488777085,0.8550975,3.91,5.052430328397618,4.627309747497872,4.627309747497872
2022-10-27 13:45:00,13.72,20.177309747497873,5.052430328397618,25.527052223312058,128.9736528476517,13,10,1,5.052430328397618,5.582024524471343,0.6749353,4.02,5.052430328397618,6.457309747497872,6.457309747497872
2022-10-27 14:00:00,13.44,20.319541140200236,5.052430328397618,25.527052223312058,128.9736528476517,14,10,1,5.052430328397618,5.47884134682866,0.6716062,4.58,5.052430328397618,6.879541140200237,6.879541140200237
