target_variable,target_variable_name,correlated_variable,abs_spearman_correlation,spearman_correlation,p_value,significance
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_sin_50m,0.9534443814444752,0.9534443814444752,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_sin_30m,0.6611308457332489,0.6611308457332489,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_cos_30m,0.46613640742386425,0.46613640742386425,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_temperature_10m,0.20369419477952153,0.20369419477952153,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_humidity_10m,0.19875727586948527,-0.19875727586948527,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_speed_10m,0.19318004860662177,0.19318004860662177,0.0,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_density_10m,0.16064996142968713,-0.16064996142968713,2.0030758439666695e-299,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_cos_50m,0.12897149603044147,-0.12897149603044147,7.642992881363196e-193,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_speed_50m,0.1261327343922501,0.1261327343922501,1.8018179827714384e-184,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_sin_10m,0.1112327904604139,0.1112327904604139,1.1587687698702848e-143,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_speed_30m,0.1035686645460201,0.1035686645460201,1.0353671600437453e-124,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_speed_70m,0.07490427700038325,0.07490427700038325,5.621687630153468e-66,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_cos_70m,0.01829775031401556,0.01829775031401556,2.845662756102274e-05,***
obs_wind_dir_sin_70m,Wind Dir Sin (70m),obs_wind_dir_cos_10m,0.01494992213062666,0.01494992213062666,0.0006271521928614575,***
