z0,d,u_star,u_star_array,u_star_relative_std,r_squared,rmse,slope,intercept,ln_z0_optimal,n_points,wind_profile,height_profile,timestamp,confidence
4.539994197062878e-05,3.0266627980419186e-05,0.37009387314176234,[0.28969529 0.28713855 0.29470913 0.30234773],0.019772535038272938,0.9584446941447328,0.1418661826782214,0.9252346828544058,6.6805682030806715,-9.999999731097772,4,"[8.91, 9.62, 10.25, 10.77]","[10, 30, 50, 70]",2021-05-31 00:00:00,0.85
4.539994197642404e-05,3.026662798428269e-05,0.5150593497454454,[0.3176569  0.33340308 0.33869986 0.34558037],0.030823665950801736,0.9986583199365283,0.03475446206807984,1.2876483743636136,6.794415561510622,-9.999999730970123,4,"[9.77, 11.17, 11.78, 12.31]","[10, 30, 50, 70]",2021-06-01 14:00:00,0.85
4.539994197063313e-05,3.0266627980422086e-05,0.2673247759446879,[0.18012479 0.17162647 0.18602616 0.19314321],0.04321020210863461,0.8301223514113094,0.2226248053918307,0.6683119398617198,3.8435814200226597,-9.999999731097676,4,"[5.54, 5.75, 6.47, 6.88]","[10, 30, 50, 70]",2021-06-07 02:00:00,0.85
4.539994197063313e-05,3.0266627980422086e-05,0.2673247759446879,[0.18012479 0.17162647 0.18602616 0.19314321],0.04321020210863461,0.8301223514113094,0.2226248053918307,0.6683119398617198,3.8435814200226597,-9.999999731097676,4,"[5.54, 5.75, 6.47, 6.88]","[10, 30, 50, 70]",2021-06-07 02:00:00,0.85
4.539994197071104e-05,3.0266627980474023e-05,0.180509209269688,[0.15183805 0.14536016 0.15382379 0.15580593],0.02586366225340083,0.8791918173348989,0.12318079291324885,0.45127302317421997,3.545854347088878,-9.99999973109596,4,"[4.67, 4.87, 5.35, 5.55]","[10, 30, 50, 70]",2021-06-07 03:00:00,0.85
4.539994197071104e-05,3.0266627980474023e-05,0.180509209269688,[0.15183805 0.14536016 0.15382379 0.15580593],0.02586366225340083,0.8791918173348989,0.12318079291324885,0.45127302317421997,3.545854347088878,-9.99999973109596,4,"[4.67, 4.87, 5.35, 5.55]","[10, 30, 50, 70]",2021-06-07 03:00:00,0.85
4.539994197197961e-05,3.0266627981319738e-05,0.0357666656749689,[0.12420157 0.11730296 0.11270827 0.11285403],0.04001928345269391,0.8638451456722003,0.026140527446049014,0.08941666418742225,3.612575232942575,-9.999999731068018,4,"[3.82, 3.93, 3.92, 4.02]","[10, 30, 50, 70]",2021-06-07 18:00:00,0.85
4.539994197065636e-05,3.0266627980437573e-05,0.31598819934427036,[0.34431797 0.3268365  0.33726226 0.3413694 ],0.019613150894948625,0.8801470380857916,0.21466187004438717,0.7899704983606759,8.619403864211593,-9.999999731097164,4,"[10.59, 10.95, 11.73, 12.16]","[10, 30, 50, 70]",2021-06-14 20:00:00,0.85
4.539994197064757e-05,3.0266627980431712e-05,0.42644288280236015,[0.3882112  0.3844433  0.38987862 0.39442763],0.009208217488208914,0.9829929330752116,0.10326131652754184,1.0661072070059003,9.412293622171125,-9.999999731097358,4,"[11.94, 12.88, 13.56, 14.05]","[10, 30, 50, 70]",2021-06-14 20:00:00,0.85
4.539994197059773e-05,3.0266627980398488e-05,0.27855386675178,[0.37000364 0.34981952 0.35336344 0.35989767],0.021430960526149595,0.8705367984787659,0.19775436140453923,0.69638466687945,9.638779273261738,-9.999999731098455,4,"[11.38, 11.72, 12.29, 12.82]","[10, 30, 50, 70]",2021-06-14 20:00:00,0.85
4.539994197082233e-05,3.026662798054822e-05,0.2943579447544735,[0.30107502 0.29549601 0.2901088  0.30543578],0.019368721891434227,0.8792659235812568,0.20080191379559165,0.7358948618861838,7.481834017082321,-9.999999731093508,4,"[9.26, 9.9, 10.09, 10.88]","[10, 30, 50, 70]",2021-06-15 00:00:00,0.85
4.539994197060346e-05,3.0266627980402303e-05,0.28410858892741786,[0.33358852 0.31847903 0.32087356 0.32985941],0.019110439476813214,0.8837154895015144,0.18972577638477658,0.7102714723185446,8.498146579205269,-9.99999973109833,4,"[10.26, 10.67, 11.16, 11.75]","[10, 30, 50, 70]",2021-06-15 00:00:00,0.85
4.539994197186348e-05,3.0266627981242316e-05,0.17210553548794358,[0.29587285 0.28206437 0.28292077 0.2779241 ],0.023618797673063026,0.9627423136716081,0.062328263102332304,0.4302638387198589,8.081173733243078,-9.999999731070575,4,"[9.1, 9.45, 9.84, 9.9]","[10, 30, 50, 70]",2021-06-15 20:00:00,0.85
4.539994197066225e-05,3.0266627980441497e-05,0.4831731183261071,[0.28319259 0.29549601 0.30477237 0.31105041],0.03512614915606926,0.9953702452054133,0.06066339428666522,1.2079327958152677,5.885715648714267,-9.999999731097034,4,"[8.71, 9.9, 10.6, 11.08]","[10, 30, 50, 70]",2021-06-15 20:00:00,0.85
4.539994197590758e-05,3.0266627983938384e-05,0.329601864556527,[0.28969529 0.29042184 0.29614674 0.29392579],0.008963988403962115,0.9917996825986871,0.055173468037803555,0.8240046613913175,6.996438939606975,-9.999999730981498,4,"[8.91, 9.73, 10.3, 10.47]","[10, 30, 50, 70]",2021-06-15 20:00:00,0.85
4.539994197063249e-05,3.0266627980421656e-05,0.35067777007908446,[0.30140015 0.29549601 0.30045956 0.31105041],0.018644616336252334,0.9316823136075573,0.17481478503118544,0.8766944251977111,7.136312323836797,-9.99999973109769,4,"[9.27, 9.9, 10.45, 11.08]","[10, 30, 50, 70]",2021-06-15 20:00:00,0.85
4.53999419708433e-05,3.0266627980562196e-05,0.1316730756077668,[0.07868267 0.0808883  0.08050591 0.08814966],0.044057245750287057,0.8906975425963621,0.08491493677113734,0.329182689019417,1.6265284692366053,-9.999999731093046,4,"[2.42, 2.71, 2.8, 3.14]","[10, 30, 50, 70]",2021-06-19 02:00:00,0.85
4.539994197076257e-05,3.026662798050838e-05,0.13929925389757625,[0.0900624  0.09073817 0.09516949 0.09685234],0.030874222208976416,0.967526451011446,0.04698070383482737,0.3482481347439406,1.9354462251860594,-9.999999731094825,4,"[2.77, 3.04, 3.31, 3.45]","[10, 30, 50, 70]",2021-06-19 02:00:00,0.85
4.539994197074717e-05,3.0266627980498112e-05,0.2948517104473253,[0.16094183 0.1665523  0.17136258 0.18163322],0.044676175776649514,0.9573787654987991,0.11452809663023521,0.7371292761183131,3.1850554461154688,-9.999999731095164,4,"[4.95, 5.58, 5.96, 6.47]","[10, 30, 50, 70]",2021-06-23 23:00:00,0.85
0.9999999936240658,0.6666666624160438,0.7616983923857489,[0.73245241 0.77188891 0.74796081 0.74641552],0.01890709072989717,0.9948358478881459,0.1042103272419275,1.9042459809643721,-0.09327059139745941,-6.375934237191196e-09,4,"[4.09, 6.52, 7.29, 7.91]","[10, 30, 50, 70]",2021-06-24 01:00:00,0.85
0.9999999936240658,0.6666666624160438,0.550525789541781,[0.6984265  0.66060431 0.63304776 0.63034838],0.04180976487398876,0.9979343312942013,0.04756209132290853,1.3763144738544524,0.8514731801830182,-6.375934237191196e-09,4,"[3.9, 5.58, 6.17, 6.68]","[10, 30, 50, 70]",2021-06-24 02:00:00,0.85
0.9999999936240658,0.6666666624160438,0.550525789541781,[0.6984265  0.66060431 0.63304776 0.63034838],0.04180976487398876,0.9979343312942013,0.04756209132290853,1.3763144738544524,0.8514731801830182,-6.375934237191196e-09,4,"[3.9, 5.58, 6.17, 6.68]","[10, 30, 50, 70]",2021-06-24 02:00:00,0.85
0.9999999936240658,0.6666666624160438,0.6309995480187102,[0.66619143 0.66060431 0.67921818 0.63506655],0.02429658101832431,0.9839551419006325,0.15300769030959313,1.5774988700467754,0.2399097386906348,-6.375934237191196e-09,4,"[3.72, 5.58, 6.62, 6.73]","[10, 30, 50, 70]",2021-06-24 02:00:00,0.85
0.9999999936240658,0.6666666624160438,0.6309995480187102,[0.66619143 0.66060431 0.67921818 0.63506655],0.02429658101832431,0.9839551419006325,0.15300769030959313,1.5774988700467754,0.2399097386906348,-6.375934237191196e-09,4,"[3.72, 5.58, 6.62, 6.73]","[10, 30, 50, 70]",2021-06-24 02:00:00,0.85
4.539994197224228e-05,3.026662798149485e-05,0.25038922305828354,[0.27408881 0.27400539 0.26394438 0.27511678],0.016741321134456942,0.9015790597984318,0.15229819418209897,0.6259730576457088,6.977831115143973,-9.999999731062232,4,"[8.43, 9.18, 9.18, 9.8]","[10, 30, 50, 70]",2021-06-29 20:00:00,0.85
4.539994197472707e-05,3.026662798315138e-05,0.49100919640573687,[0.26335935 0.27400539 0.29758435 0.28943409],0.04727116210486886,0.9500418269283242,0.20728067395675798,1.2275229910143421,5.230314584199533,-9.9999997310075,4,"[8.1, 9.18, 10.35, 10.31]","[10, 30, 50, 70]",2021-06-29 20:00:00,0.85
4.539994197074184e-05,3.026662798049456e-05,0.2801308627636431,[0.22434315 0.22594998 0.23001689 0.23216488],0.01367623833671599,0.9933619937044808,0.0421563783485718,0.7003271569091076,5.2576143114207685,-9.999999731095281,4,"[6.9, 7.57, 8.0, 8.27]","[10, 30, 50, 70]",2021-07-01 12:00:00,0.85
4.539994197313552e-05,3.0266627982090345e-05,0.1568911989492111,[0.21231316 0.20475784 0.20816528 0.20324954],0.016832945205352765,0.9493738491741265,0.06669675097319934,0.3922279973730277,5.608008770664528,-9.999999731042557,4,"[6.53, 6.86, 7.24, 7.24]","[10, 30, 50, 70]",2021-07-01 12:00:00,0.85
4.539994197065765e-05,3.026662798043843e-05,0.3847786386491704,[0.26173368 0.2474406  0.2711324  0.27932776],0.044739134395099106,0.8111226728866003,0.341817955280803,0.9619465966229259,5.595821996500072,-9.999999731097136,4,"[8.05, 8.29, 9.43, 9.95]","[10, 30, 50, 70]",2021-07-10 02:00:00,0.85
4.5399941970789026e-05,3.0266627980526017e-05,0.26117078219073236,[0.20971208 0.20953354 0.21104049 0.2189705 ],0.01830728256257717,0.9577291090324483,0.10100926746702117,0.6529269554768309,4.889406913038978,-9.999999731094242,4,"[6.45, 7.02, 7.34, 7.8]","[10, 30, 50, 70]",2021-07-10 06:00:00,0.85
4.539994197067209e-05,3.0266627980448056e-05,0.328824232960643,[0.17882425 0.18655051 0.1935017  0.20044223],0.04230589340194456,0.9844567524287513,0.07606303522216286,0.8220605824016075,3.5556772610764944,-9.999999731096818,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",2021-07-10 08:00:00,0.85
4.539994197067209e-05,3.0266627980448056e-05,0.328824232960643,[0.17882425 0.18655051 0.1935017  0.20044223],0.04230589340194456,0.9844567524287513,0.07606303522216286,0.8220605824016075,3.5556772610764944,-9.999999731096818,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",2021-07-10 08:00:00,0.85
4.539994197067209e-05,3.0266627980448056e-05,0.328824232960643,[0.17882425 0.18655051 0.1935017  0.20044223],0.04230589340194456,0.9844567524287513,0.07606303522216286,0.8220605824016075,3.5556772610764944,-9.999999731096818,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",2021-07-10 08:00:00,0.85
4.5399941971698393e-05,3.0266627981132262e-05,0.5068354928521548,[0.28221718 0.2987793  0.30620998 0.31385772],0.0389823676930067,0.9978563899121075,0.04324572373289692,1.267088732130387,5.738176801099705,-9.999999731074212,4,"[8.68, 10.01, 10.65, 11.18]","[10, 30, 50, 70]",2021-07-20 15:00:00,0.85
4.539994197076152e-05,3.026662798050768e-05,0.3959017379471678,[0.36382607 0.36474356 0.36658941 0.36860034],0.0050015177923140985,0.998534891680668,0.027917590176258,0.9897543448679195,8.891938285750623,-9.999999731094848,4,"[11.19, 12.22, 12.75, 13.13]","[10, 30, 50, 70]",2021-07-20 16:00:00,0.85
4.53999419706437e-05,3.0266627980429133e-05,0.4576191726263164,[0.37130418 0.37131014 0.37809026 0.3843213 ],0.014398330575192894,0.9836295991855859,0.10868143101570005,1.144047931565791,8.709645310074853,-9.999999731097443,4,"[11.42, 12.44, 13.15, 13.69]","[10, 30, 50, 70]",2021-07-20 16:00:00,0.85
4.53999419707483e-05,3.0266627980498865e-05,0.16030070768329271,[0.13883265 0.13192852 0.14059782 0.14148863],0.02714328263468065,0.8560866607691455,0.12099415040926033,0.40075176920823175,3.2659647474728413,-9.999999731095139,4,"[4.27, 4.42, 4.89, 5.04]","[10, 30, 50, 70]",2021-07-24 06:00:00,0.85
4.5399941970713375e-05,3.026662798047558e-05,0.3570636732807573,[0.40381768 0.3796676  0.39591656 0.39723495],0.02254408820275969,0.8433742510832541,0.2832724603871187,0.8926591832018931,10.170977292603654,-9.999999731095908,4,"[12.42, 12.72, 13.77, 14.15]","[10, 30, 50, 70]",2021-07-24 14:00:00,0.85
4.539994197066128e-05,3.0266627980440853e-05,0.39225356265893474,[0.43145415 0.41757467 0.41776817 0.43036126],0.015625570392456427,0.9191694030502096,0.21413826759740104,0.9806339066473367,10.881050398734963,-9.999999731097056,4,"[13.27, 13.99, 14.53, 15.33]","[10, 30, 50, 70]",2021-07-24 14:00:00,0.85
4.53999419723526e-05,3.02666279815684e-05,0.6739928204728425,[0.43438037 0.44055769 0.46923445 0.46208391],0.03207869935064759,0.9593962209158534,0.25525647729656836,1.684982051182106,9.38472766984508,-9.999999731059802,4,"[13.36, 14.76, 16.32, 16.46]","[10, 30, 50, 70]",2021-07-24 14:00:00,0.85
4.539994197147016e-05,3.0266627980980108e-05,0.7521114580825616,[0.41747335 0.44055769 0.44997053 0.46629488],0.03981286246738315,0.9916457539297382,0.1270851579028085,1.880278645206404,8.447815240152776,-9.999999731079239,4,"[12.84, 14.76, 15.65, 16.61]","[10, 30, 50, 70]",2021-07-24 14:00:00,0.85
4.539994197115403e-05,3.0266627980769353e-05,0.4216874569907272,[0.44283388 0.4372744  0.43386935 0.4432749 ],0.008953225997750036,0.9725935037338498,0.13031338748690258,1.0542186424768178,11.133500265539075,-9.999999731086202,4,"[13.62, 14.65, 15.09, 15.79]","[10, 30, 50, 70]",2021-07-24 15:00:00,0.85
4.539994200564662e-05,3.0266628003764413e-05,0.45598186544796254,[0.31082907 0.32026992 0.33122431 0.32845575],0.02462687434084342,0.9900594739625389,0.08411217965148787,1.1399546636199063,6.926332879317798,-9.999999730326453,4,"[9.56, 10.73, 11.52, 11.7]","[10, 30, 50, 70]",2021-07-26 20:00:00,0.85
4.5399941970664024e-05,3.0266627980442683e-05,0.27574231345898176,[0.3241596  0.31370334 0.31368553 0.31975308],0.01389119094904986,0.9463975613361489,0.12080812881259279,0.6893557836474544,8.305641902064172,-9.999999731096995,4,"[9.97, 10.51, 10.91, 11.39]","[10, 30, 50, 70]",2021-07-26 20:00:00,0.85
4.539994197062217e-05,3.0266627980414778e-05,0.3761351182801885,[0.2786407  0.27221451 0.28435837 0.29392579],0.028257162464025584,0.9125501689744303,0.2143543349343934,0.9403377957004712,6.253219697651666,-9.999999731097917,4,"[8.57, 9.12, 9.89, 10.47]","[10, 30, 50, 70]",2021-07-26 20:00:00,0.85
4.539994197066023e-05,3.026662798044015e-05,0.39884853513702195,[0.22954531 0.22594998 0.24468046 0.2537812 ],0.047318563075748,0.8977583643387507,0.24778752643236795,0.9971213378425549,4.588903743589759,-9.999999731097079,4,"[7.06, 7.57, 8.51, 9.04]","[10, 30, 50, 70]",2021-07-28 02:00:00,0.85
4.539994197186703e-05,3.0266627981244684e-05,0.43379292354283056,[0.25750692 0.26087224 0.28292077 0.2779241 ],0.040132442146510613,0.9414435474941313,0.19916360342059317,1.0844823088570763,5.3411041610104455,-9.999999731070497,4,"[7.92, 8.74, 9.84, 9.9]","[10, 30, 50, 70]",2021-07-28 02:00:00,0.85
4.539994197087112e-05,3.0266627980580746e-05,0.16877786195461986,[0.15216318 0.15192674 0.14634824 0.15861325],0.028520479916672715,0.8111293693505943,0.14993047179144064,0.42194465488654964,3.6650086392986427,-9.999999731092434,4,"[4.68, 5.09, 5.09, 5.65]","[10, 30, 50, 70]",2021-08-05 02:00:00,0.85
0.9999999936240658,0.6666666624160438,0.6300246017903225,[0.58023125 0.64166225 0.61150157 0.60109568],0.03639495280398687,0.9824318436291326,0.1599828053630443,1.575061504475806,-0.16671191311568556,-6.375934237191196e-09,4,"[3.24, 5.42, 5.96, 6.37]","[10, 30, 50, 70]",2021-08-05 02:00:00,0.85
0.5824738416722343,0.3883158944481562,0.46937501106021645,[0.61210285 0.56813554 0.56426789 0.55023584],0.04036801070980641,0.9984076754910413,0.03513020225772103,1.173437527650541,1.632137107701186,-0.5404710015510872,4,"[4.29, 5.58, 6.27, 6.58]","[10, 30, 50, 70]",2021-08-13 04:00:00,0.85
0.5824738416722343,0.3883158944481562,0.46937501106021645,[0.61210285 0.56813554 0.56426789 0.55023584],0.04036801070980641,0.9984076754910413,0.03513020225772103,1.173437527650541,1.632137107701186,-0.5404710015510872,4,"[4.29, 5.58, 6.27, 6.58]","[10, 30, 50, 70]",2021-08-13 04:00:00,0.85
4.53999419707787e-05,3.0266627980519132e-05,0.4595851955369014,[0.25393044 0.26236464 0.26825719 0.28662677],0.04483237354430426,0.94551343674631,0.20310198146568462,1.1489629888422535,5.052609358271859,-9.99999973109447,4,"[7.81, 8.79, 9.33, 10.21]","[10, 30, 50, 70]",2021-08-16 02:00:00,0.85
4.539994197073136e-05,3.0266627980487572e-05,0.4563717228600906,[0.28806961 0.28206437 0.30477237 0.31105041],0.03989346832873375,0.9024835748934597,0.27616919543786256,1.1409293071502264,6.042954692803642,-9.999999731095512,4,"[8.86, 9.45, 10.6, 11.08]","[10, 30, 50, 70]",2021-08-16 04:00:00,0.85
4.539994197064249e-05,3.0266627980428324e-05,0.4563114843754794,[0.28286745 0.28057197 0.29758435 0.30824309],0.0385758205609896,0.9249517088895189,0.23928173445468892,1.1407787109386984,5.903476670403701,-9.99999973109747,4,"[8.7, 9.4, 10.35, 10.98]","[10, 30, 50, 70]",2021-08-16 04:00:00,0.85
4.53999419741194e-05,3.0266627982746267e-05,0.5271633640565652,[0.26400962 0.28534766 0.2901088  0.30234773],0.048508158201677525,0.9924013300925835,0.08491953667375712,1.317908410141413,5.067032040918461,-9.999999731020885,4,"[8.12, 9.56, 10.09, 10.77]","[10, 30, 50, 70]",2021-08-16 04:00:00,0.85
4.5399941970676926e-05,3.026662798045128e-05,0.38929290173653114,[0.24125017 0.24415731 0.25071841 0.26501045],0.0366300799663678,0.9396322018101386,0.1816508697765537,0.9732322543413278,5.066705072700117,-9.999999731096711,4,"[7.42, 8.18, 8.72, 9.44]","[10, 30, 50, 70]",2021-08-16 04:00:00,0.85
4.5399941970611684e-05,3.0266627980407788e-05,0.39413795915458916,[0.23474747 0.23430744 0.24611807 0.25939583],0.04208542383823682,0.9184397856196547,0.21622174760378274,0.9853448978864728,4.802221754900316,-9.999999731098148,4,"[7.22, 7.85, 8.56, 9.24]","[10, 30, 50, 70]",2021-08-16 05:00:00,0.85
0.9999999936240658,0.6666666624160438,0.6366780101558541,[0.70379901 0.70085619 0.67408814 0.6737556 ],0.020695970663742548,0.9964645132137551,0.0720140874579675,1.5916950253896351,0.4186110135873049,-6.375934237191196e-09,4,"[3.93, 5.92, 6.57, 7.14]","[10, 30, 50, 70]",2021-08-18 05:00:00,0.85
0.9999999936240658,0.6666666624160438,0.6834394736694334,[0.72170738 0.74584358 0.72128457 0.69734648],0.02376431671784503,0.9873589689333808,0.14684450215371087,1.7085986841735834,0.31425928889194843,-6.375934237191196e-09,4,"[4.03, 6.3, 7.03, 7.39]","[10, 30, 50, 70]",2021-08-18 08:00:00,0.85
4.539994197063064e-05,3.0266627980420423e-05,0.37475159410350123,[0.20353451 0.20625025 0.21535331 0.23048049],0.049197738996266456,0.919410752091932,0.20425115722563197,0.936878985258753,3.9702081902910074,-9.99999973109773,4,"[6.26, 6.91, 7.49, 8.21]","[10, 30, 50, 70]",2021-08-22 00:00:00,0.85
4.539994197063064e-05,3.0266627980420423e-05,0.37475159410350123,[0.20353451 0.20625025 0.21535331 0.23048049],0.049197738996266456,0.919410752091932,0.20425115722563197,0.936878985258753,3.9702081902910074,-9.99999973109773,4,"[6.26, 6.91, 7.49, 8.21]","[10, 30, 50, 70]",2021-08-22 00:00:00,0.85
4.539994197069822e-05,3.0266627980465478e-05,0.41767302692310093,[0.30140015 0.30355499 0.30937271 0.31975308],0.02304801603698457,0.9694178858771945,0.13656894124372868,1.0441825673077523,6.7782860438636146,-9.999999731096242,4,"[9.27, 10.17, 10.76, 11.39]","[10, 30, 50, 70]",2021-08-23 00:00:00,0.85
4.5399941970589505e-05,3.0266627980393002e-05,0.3846135886885502,[0.28676907 0.27400539 0.28867119 0.30375139],0.03660841247750833,0.830738836953762,0.3196011269838205,0.9615339717213756,6.382252184906866,-9.999999731098637,4,"[8.82, 9.18, 10.04, 10.82]","[10, 30, 50, 70]",2021-08-23 00:00:00,0.85
4.53999419721605e-05,3.026662798144033e-05,0.4778120087194984,[0.26205881 0.27878109 0.28004556 0.29532945],0.04220308512372201,0.9768375920889542,0.13544875136427587,1.194530021798746,5.274670654084262,-9.999999731064033,4,"[8.06, 9.34, 9.74, 10.52]","[10, 30, 50, 70]",2021-08-27 04:00:00,0.85
4.5399941998269966e-05,3.0266627998846642e-05,0.5212571540293673,[0.30335096 0.32176232 0.3269115  0.33407038],0.035350730335458776,0.9987019769978392,0.034594936892086425,1.3031428850734184,6.328210442156811,-9.999999730488934,4,"[9.33, 10.78, 11.37, 11.9]","[10, 30, 50, 70]",2021-08-27 04:00:00,0.85
4.5399941970637244e-05,3.0266627980424827e-05,0.32690285572333516,[0.2006083  0.19968367 0.20356494 0.2234622 ],0.04694271269406686,0.8469326800653934,0.25584255448817816,0.8172571393083379,4.142326349870891,-9.999999731097585,4,"[6.17, 6.69, 7.08, 7.96]","[10, 30, 50, 70]",2021-08-30 08:00:00,0.85
4.53999419706387e-05,3.02666279804258e-05,0.22808836305102625,[0.20841154 0.20296696 0.20816528 0.21195222],0.015417357388128262,0.9425905762810793,0.10362640931067774,0.5702209076275656,5.023572187871826,-9.999999731097553,4,"[6.41, 6.8, 7.24, 7.55]","[10, 30, 50, 70]",2021-08-30 08:00:00,0.85
4.539994197129492e-05,3.026662798086328e-05,0.25228134790763074,[0.16451831 0.17013407 0.17280019 0.17742225],0.027247088094060762,0.9927675403212801,0.0396407299859745,0.6307033697690768,3.586435503696526,-9.999999731083099,4,"[5.06, 5.7, 6.01, 6.32]","[10, 30, 50, 70]",2021-08-31 03:00:00,0.85
