timestamp,ln_z0,z0,u_star,rmse,status,wind_10m,wind_30m,wind_50m,wind_70m,alpha_main,confidence
2021-09-08 18:00:00,-4.7412632999510445,0.008727613624359209,0.5126810077533938,0.041427321377244725,success,8.995000000000001,10.505,11.06,11.504999999999999,0.12647698877788044,0.85
2021-09-08 23:00:00,-1.8283460245758105,0.1606791074114608,0.5079250481506431,0.16897808146418675,success,5.2025,6.305,7.3125,7.83,0.21009358058774297,0.85
2021-09-09 04:00:00,-1.3917608323110564,0.2486371106936283,0.6368356006603779,0.1045815233642158,success,5.535,7.695,8.4225,8.817499999999999,0.2392951273693334,0.85
2021-09-14 00:00:00,-2.3174279810000775,0.09852667246631519,0.49105211848905517,0.12846375136854862,success,5.64,6.925,7.4675,8.2275,0.19404705633952526,0.85
2021-09-14 06:00:00,-1.7825119913815,0.16821506131267835,0.4377688209409212,0.08832017174365395,success,4.385,5.5425,6.1274999999999995,6.705,0.21823406960267844,0.85
2021-09-16 01:00:00,-2.8171030291397017,0.059778869749426415,0.3752365642253406,0.09623700834256317,success,4.8025,5.7775,6.1775,6.755,0.17531454672622207,0.85
2021-09-18 02:00:00,-2.2857086156656687,0.10170196895770044,0.5026569434150442,0.17441602885030075,success,5.7825,6.815,7.862500000000001,8.3025,0.18588759574583283,0.85
2021-09-19 01:00:00,-1.6665117432160976,0.1889048663644265,0.5372915160363054,0.07580253327838113,success,5.195,6.62,7.48,7.9825,0.22074761327708095,0.85
2021-09-25 00:00:00,-1.4080065786229217,0.24463044899522476,0.645172968037264,0.05919891586172888,success,5.73,7.585,8.5,9.16,0.2410854623411779,0.85
2021-09-25 01:00:00,-2.8563332052817474,0.057479138524355926,0.4800649487848929,0.0953772235203457,success,6.2075,7.35,8.09,8.625,0.1690246205236733,0.85
2021-09-25 02:00:00,-3.537659153208342,0.029081322388060812,0.4179532666016386,0.14333595251075504,success,6.155,7.1325,7.62,8.33,0.15550496855635293,0.85
2021-09-28 04:00:00,-1.4184243438805901,0.24209517527531477,0.6065097935068798,0.1162118215499109,success,5.4350000000000005,7.0225,8.115,8.6125,0.23657573089389256,0.85
2021-09-29 07:00:00,-3.494078045423728,0.03037674150631399,0.3148514730813348,0.046562841216425926,success,4.515,5.5,5.82,6.0525,0.15060624618428736,0.85
2021-11-02 07:00:00,-1.6446630334043908,0.19307761253913625,0.6315855865144726,0.06442804375355334,success,6.0425,7.795,8.805,9.2775,0.22034639192630393,0.85
2021-11-06 01:00:00,-4.177167836597896,0.015341896853735507,0.7326613655193748,0.03863838804707783,success,11.865,13.86,14.76,15.4825,0.1367573235956166,0.85
2021-11-06 04:00:00,-3.1995802358668644,0.040779318081275884,0.5836516479608521,0.07639558374111398,success,7.9475,9.745000000000001,10.295,10.85,0.1599804936187723,0.85
2021-11-08 22:00:00,-2.5634896820387225,0.07703544163596283,0.4565978014715976,0.2311178612928454,success,5.645,6.425,7.35,8.0075,0.17966317975641188,0.85
2021-11-10 02:00:00,-2.8335760896054576,0.05880219530793945,0.36427670585648836,0.0366050765825637,success,4.6375,5.6975,6.077500000000001,6.475,0.1715254837506684,0.85
2021-11-11 02:00:00,-2.4366269812592676,0.08745534303100264,0.44471152889764126,0.11824304743269794,success,5.26,6.3725000000000005,6.9175,7.5875,0.1882775162120726,0.85
2021-11-20 06:00:00,-3.4699546696813077,0.0311184412379482,0.5326187107597419,0.16132559624211615,success,7.765,8.915,9.75,10.465,0.15335235259561325,0.85
2021-11-20 07:00:00,-3.548889300131581,0.02875656183242159,0.6047632943636546,0.06771353205199461,success,8.815,10.5475,11.165,11.8475,0.15194024202674963,0.85
2021-11-20 09:00:00,-2.278602121416624,0.10242728759907499,0.7504433189496071,0.11614256197097593,success,8.39,10.8125,11.5475,12.1425,0.18997340393034765,0.85
2021-11-24 02:00:00,-3.237546473949995,0.03926010271151141,0.5288206917115137,0.22173176320829024,success,7.4375,8.39,9.4925,10.07,0.15572452613284005,0.85
2021-11-24 03:00:00,-3.0953633693719307,0.04525856389604627,0.5120794154515139,0.22596094766896743,success,7.01,8.030000000000001,8.805,9.6875,0.16624544241676137,0.85
2021-11-25 06:00:00,-2.352727946749489,0.09510935475106364,0.4758741275696935,0.09817755404855047,success,5.3975,6.9825,7.43,7.7524999999999995,0.1860720489902483,0.85
2021-12-09 04:00:00,-2.594006755763598,0.07472005449316282,0.49793842871251465,0.16418570271981933,success,6.1375,7.1625,8.129999999999999,8.6375,0.17559685175547968,0.85
2021-12-10 22:00:00,-4.876432178903303,0.007624167224568059,0.43118632168740045,0.039938652770552086,success,7.755,8.8875,9.43,9.89,0.12497306164119609,0.85
2021-12-17 09:00:00,-2.992570592815285,0.05015833420614488,0.4685076841608108,0.034048772113303094,success,6.1850000000000005,7.42,8.08,8.5075,0.1638416458762248,0.85
2021-12-21 07:00:00,-4.038737783143123,0.01761969826591543,0.41677711932366956,0.06958299608288172,success,6.6425,7.63,8.2975,8.6875,0.1379286769069879,0.85
2021-12-21 09:00:00,-2.863018561048016,0.057096151662328135,0.45214475282681105,0.10075928632092598,success,5.859999999999999,6.925,7.605,8.1525,0.16967639808688345,0.85
2021-12-30 01:00:00,-2.685587055245138,0.06818115613991967,0.4806335163936885,0.11450486538551902,success,6.012499999999999,7.1025,7.9375,8.42,0.17306512995260762,0.85
2022-01-08 02:00:00,-4.011426493843224,0.01810754650105349,0.2756498558836662,0.07590861086413983,success,4.3825,5.045,5.375,5.795,0.143570934718693,0.85
2022-01-14 09:00:00,-1.4481781928655306,0.23499801942187135,0.6163496349906382,0.07345951120596349,success,5.4775,7.5175,8.1675,8.7,0.2377675214848277,0.85
2022-01-15 02:00:00,-1.7340360692174819,0.17657031984800708,0.5423929030747242,0.1059573584375128,success,5.3625,6.775,7.5575,8.227500000000001,0.2199751708931835,0.85
2022-01-15 06:00:00,-1.8828943748013147,0.15214909133824103,0.5324356364527122,0.09626635131178495,success,5.3725000000000005,7.12,7.7325,8.0225,0.20605100634374102,0.85
2022-01-15 22:00:00,-1.8821838331311733,0.15225723802452457,0.628716557932223,0.08021619917599508,success,6.4225,8.1675,9.2,9.5575,0.20428421979273487,0.85
2022-01-16 01:00:00,-2.222503220570985,0.10833757626428457,0.5545745754862665,0.05102795627537482,success,6.1775,7.7125,8.565000000000001,8.92,0.18879714867083874,0.85
2022-01-16 05:00:00,-3.1970775055019027,0.040881505539388546,0.5276380475133823,0.19295579232945734,success,7.345,8.4175,9.29,10.0425,0.16075062755457573,0.85
2022-01-16 06:00:00,-1.2879649450410073,0.2758315446587204,0.8042359116360803,0.14144651833883395,success,6.8875,9.0925,10.335,11.2475,0.2520351247935326,0.85
2022-01-16 07:00:00,-2.2182424335793622,0.10880016439484966,0.6485363329059328,0.25598792346997895,success,7.37,8.665,9.89,10.7325,0.19315322195004875,0.85
2022-01-20 00:00:00,-3.1569909473964293,0.042553594629725966,0.4078126405108714,0.09679178231932646,success,5.6,6.51,7.2375,7.6125,0.15777965670406943,0.85
2022-01-26 06:00:00,-2.972960516924494,0.051151650619741716,0.4067218024315247,0.029429457487599252,success,5.34,6.4275,7.0325,7.33,0.16277722950375187,0.85
2022-02-10 04:00:00,-3.1806800895378196,0.04155738276715769,0.42830326998944307,0.07356031115262707,success,5.89,6.9125,7.6075,8.0075,0.1578297975303642,0.85
2022-02-10 08:00:00,-3.2184056672928527,0.040018810724669764,0.4603973178259032,0.1282360154358122,success,6.3925,7.395,8.3225,8.6125,0.1531875499499741,0.85
2022-02-10 09:00:00,-2.0253291835613787,0.13195040013521125,0.5083828517192134,0.16750609530661106,success,5.4875,6.58,7.5425,8.11,0.20074158609824286,0.85
2022-02-13 00:00:00,-2.901488431951026,0.05494138265743539,0.45434189540848874,0.22953525060615418,success,6.02,6.8,7.6674999999999995,8.370000000000001,0.1693637423807313,0.85
2022-02-14 04:00:00,-4.0166335864551845,0.018013503886237268,0.5425918070110468,0.18770875319319233,success,8.684999999999999,9.745,10.77,11.372499999999999,0.13854738406078912,0.85
2022-02-16 05:00:00,-2.1590846023525265,0.11543073771580939,0.7186635227745759,0.13996208301882734,success,7.95,9.785,10.77,11.68,0.19769980074393712,0.85
2022-02-16 08:00:00,-3.1423601800111434,0.0431807631650695,0.5595771984328971,0.1379938209580049,success,7.665,8.955,9.7875,10.5025,0.1618516722832869,0.85
2022-03-17 21:00:00,-1.7236769618598078,0.178408937524463,0.5593495016543847,0.09197642359863928,success,5.505,6.949999999999999,7.8975,8.3825,0.2160888206414564,0.85
2022-03-22 02:00:00,-1.54571505563379,0.21315939588831329,0.40970027668282055,0.09909639931212647,success,3.84,4.88,5.515000000000001,6.0375,0.23254807145064776,0.85
2022-03-26 02:00:00,-2.8242071506650444,0.059355698304499944,0.4066876105206205,0.10504147916397348,success,5.23,6.1375,6.93,7.215,0.16534726143712442,0.85
2022-03-26 03:00:00,-2.05414039158842,0.12820299259562407,0.4460520150656318,0.15027665749735783,success,4.85,5.7925,6.6875,7.125,0.19766124422139963,0.85
2022-03-27 02:00:00,-1.5557740413009988,0.21102597658615083,0.5517995433711415,0.0070047251657161715,success,5.1175,6.76,7.505,7.984999999999999,0.22863272660849962,0.85
2022-03-28 20:00:00,-3.787043722751755,0.022662499550136068,0.5118542111679796,0.08050096201136016,success,7.825,9.0525,9.89,10.325,0.14247543883538208,0.85
2022-04-03 03:00:00,-1.9570188207998878,0.1412789716727644,0.6880832762489861,0.1366681849031988,success,7.21,8.9575,10.235,10.629999999999999,0.19950111326849534,0.85
2022-04-03 19:00:00,-6.0314545473753745,0.0024019976170946097,0.4747362822679825,0.07101053491916515,success,9.9375,11.0975,11.765,12.285,0.10897909448472905,0.85
2022-04-09 05:00:00,-1.5596581483627012,0.21020791884067722,0.5687072912360471,0.011713589338531203,success,5.275,6.9825,7.7575,8.215,0.22764826646397693,0.85
2022-04-11 12:00:00,-1.9699811584664801,0.13945948382083587,0.711057884310871,0.22505216091347538,success,7.2825,9.8525,10.4375,10.799999999999999,0.2025129086612928,0.85
2022-04-17 06:00:00,-1.7591239052242609,0.17219565747455876,0.5621334334798046,0.051533345316669,success,5.55,7.1325,8.0125,8.395,0.21267084863711117,0.85
2022-04-27 02:00:00,-3.070436529091449,0.04640089509518687,0.41371549898854354,0.09864879178391048,success,5.5875,6.5525,7.16,7.6875,0.16396629276426034,0.85
2022-04-27 07:00:00,-1.868517863756679,0.15435226344779554,0.41210701251938775,0.06511865049322095,success,4.175,5.46,5.8325,6.3325,0.21408015410840686,0.85
2022-05-12 06:00:00,-1.8179260616431347,0.16236213104878341,0.40590809086865703,0.06477139832822734,success,4.0975,5.195,5.7325,6.23,0.21532304632201385,0.85
2022-05-20 02:00:00,-2.5842944563272443,0.07544929359823295,0.2719072947080613,0.039258076508223605,success,3.3125,3.9949999999999997,4.405,4.68,0.17760065580879553,0.85
2022-06-02 08:00:00,-3.7032779414457284,0.024642616879135992,0.6094231802768881,0.10554109352210217,success,9.0525,10.9875,11.5975,12.0125,0.14538534154626573,0.85
2022-06-03 00:00:00,-2.7501193408416182,0.06392023245716806,0.4205535060552017,0.09983153632106158,success,5.3325000000000005,6.29,6.995,7.4475,0.17167197283189453,0.85
2022-06-10 03:00:00,-1.4629119647522828,0.2315609945567471,0.5523613290556992,0.07588609561597781,success,4.93,6.73,7.4375,7.7525,0.23262964333560338,0.85
2022-06-19 00:00:00,-1.941641506701426,0.14346825228355428,0.46569622252640774,0.12018456129400161,success,4.887499999999999,6.055,6.6899999999999995,7.355,0.2100299589579351,0.85
2022-06-19 03:00:00,-4.276224808054771,0.013895019560462404,0.344874586878788,0.11119821949179341,success,5.7375,6.470000000000001,6.995,7.484999999999999,0.13663397696651333,0.85
2022-06-24 02:00:00,-2.1956438382130163,0.11128688768331771,0.6266073154507096,0.10805553343817222,success,6.8925,8.8725,9.3925,10.120000000000001,0.19737797252867262,0.85
2022-06-25 04:00:00,-1.8175565625399215,0.16242213479558437,0.6536537895212935,0.2826383363379224,success,6.715,8.0425,9.2525,10.21,0.21533563736475608,0.85
2022-06-25 22:00:00,-2.362717124902698,0.09416401988236371,0.39523248817711004,0.0727283280679496,success,4.5775,5.6274999999999995,6.1,6.625,0.18998686783417792,0.85
2022-06-26 21:00:00,-1.3943166647588219,0.24800244729054158,0.5490881017542417,0.048566573101742574,success,4.83,6.525,7.16,7.7675,0.24415407610224613,0.85
2022-06-26 22:00:00,-1.454286805271184,0.23356688318366836,0.5284620766720344,0.10977202551902188,success,4.7975,6.2075,6.9775,7.65,0.23979046471660237,0.85
2022-06-28 01:00:00,-1.9073084121159323,0.14847949484640743,0.5871690111654974,0.15623852286426473,success,6.11,7.475,8.6375,9.0725,0.2031548512728103,0.85
2022-06-28 05:00:00,-2.9280651998713774,0.05350045075056957,0.5887507737234893,0.1465081476889033,success,7.7425,9.0525,10.08,10.68,0.16529447714889584,0.85
2022-06-29 06:00:00,-2.4273582164022884,0.0882697143188184,0.4741936730388189,0.11559321518981662,success,5.61,6.7025,7.49,8.022499999999999,0.18382111560542666,0.85
2022-06-29 23:00:00,-4.139468299715159,0.01593131994032748,0.44609045856862595,0.05984278602283288,success,7.21,8.335,8.9325,9.43,0.13794426504164256,0.85
2022-06-30 00:00:00,-1.6210624300180916,0.19768855721544798,0.7574823511826936,0.15482493116106735,success,7.0725,9.69,10.385,10.9525,0.22475534994493696,0.85
2022-06-30 01:00:00,-1.275045107290762,0.27941836413174614,0.8116665403060447,0.0935708196004081,success,6.8925,9.2175,10.425,11.2625,0.2523470876890336,0.85
2022-07-01 03:00:00,-2.312095487645992,0.09905346861260844,0.5597546999729615,0.06266998791934321,success,6.365,7.9174999999999995,8.7925,9.11,0.18426260813561585,0.85
2022-07-01 06:00:00,-2.1767285460623387,0.11341194636961899,0.5883094801216093,0.09553562492545421,success,6.415,8.295,8.9825,9.315,0.191677404101637,0.85
2022-07-02 22:00:00,-2.573501355367684,0.0762680358774103,0.30652488485717244,0.09327293322318962,success,3.7575000000000003,4.4125,4.965,5.31,0.1777255711301726,0.85
2022-07-02 23:00:00,-1.9804814286086816,0.13800278282790068,0.48954392826872206,0.08085695227114477,success,5.075,6.6875,7.16,7.5475,0.2039610399604962,0.85
2022-07-04 07:00:00,-3.6079354516002127,0.027107754405561763,0.38110920494263156,0.13269396739236,success,5.6975,6.51,7.07,7.6525,0.15160253408562838,0.85
2022-07-09 00:00:00,-3.398270288473938,0.03343104604361239,0.291649484684584,0.03459681660800138,success,4.125,5.005,5.285,5.577500000000001,0.15503009102674203,0.85
2022-07-21 03:00:00,-5.065139326235338,0.006313031270647402,0.7630346953081296,0.12951877280627194,success,14.129999999999999,15.99,17.0325,17.93,0.12239778441786384,0.85
2022-07-28 02:00:00,-1.6907734367288842,0.18437686499190403,0.5118155012452968,0.07343320414990472,success,4.9,6.5625,7.172499999999999,7.484999999999999,0.21772115889353313,0.85
2022-07-28 03:00:00,-3.2630653699014074,0.03827090355170838,0.3229664826246474,0.07336190251262162,success,4.5225,5.2524999999999995,5.795,6.1274999999999995,0.15608217999184915,0.85
2022-08-01 21:00:00,-2.135645283211474,0.11816831374028092,0.5121593580794432,0.058610592010864736,success,5.5975,7.035,7.6425,8.24,0.19871435205696952,0.85
2022-08-14 23:00:00,-1.4646173355345005,0.23116643373420281,0.599399807380534,0.06302950456355653,success,5.425,7.105,8.065,8.5475,0.23362894906812742,0.85
2022-08-18 08:00:00,-5.348831365568515,0.004753703095708851,0.37657839411456856,0.02910666157143087,success,7.22,8.1975,8.7025,9.07,0.11722910810298988,0.85
2022-08-27 22:00:00,-2.531671185191303,0.07952600648714529,0.3194477118645998,0.011454703011145952,success,3.81,4.74,5.1425,5.395,0.17875615158303007,0.85
2022-08-29 05:00:00,-1.9561823142922765,0.1413972018952383,0.4771741918404801,0.14297449707835605,success,5.047499999999999,6.1525,6.915,7.56,0.20760368570085655,0.85
2022-08-29 08:00:00,-3.2673126081267454,0.03810870260408674,0.29099733065333366,0.03482800073800733,success,4.0525,4.8125,5.1850000000000005,5.5125,0.15811843434530753,0.85
2022-09-01 04:00:00,-2.467411699409017,0.08480407361638317,0.3580207093078758,0.06153614801875169,success,4.1775,5.3375,5.695,5.9475,0.1815386912284008,0.85
2022-09-02 01:00:00,-3.1933049842316477,0.04103602316585538,0.38396259088176227,0.01910105297393575,success,5.255,6.3175,6.7875,7.165,0.15932290455534703,0.85
2022-09-02 07:00:00,-1.5148144710035363,0.21984896942295468,0.6529483300573634,0.04486997531549571,success,5.9975000000000005,7.865,8.8325,9.4025,0.2310655997394979,0.85
2022-09-02 23:00:00,-2.700129102845103,0.06719683687689978,0.42588707597651965,0.19003127939551545,success,5.4025,6.165,7.0475,7.5625,0.17284457564566374,0.85
2022-09-03 03:00:00,-1.95831933878398,0.1410953552534376,0.5676216654711358,0.07591977229192497,success,5.9350000000000005,7.4475,8.4,8.775,0.20095467484978036,0.85
2022-09-05 23:00:00,-2.5002777081205068,0.0820622061181876,0.3750265626646279,0.08144933131815597,success,4.455,5.555,5.87,6.4075,0.1867723021588421,0.85
2022-09-26 19:00:00,-4.628655102103567,0.009767887083258046,0.41022298339434926,0.12039914412949196,success,7.1850000000000005,8.030000000000001,8.78,9.2,0.12703976318948695,0.85
2022-09-27 06:00:00,-2.6540092111820863,0.070368524484755,0.4950290106479916,0.17790118264255594,success,6.19,7.172499999999999,8.155000000000001,8.6775,0.17359402859443,0.85
2022-09-27 07:00:00,-1.987586887654394,0.1370256851809151,0.564071520595723,0.09567483604420139,success,5.965,7.3925,8.375,8.805,0.20011750624114807,0.85
2022-09-29 04:00:00,-2.283592627006669,0.1019173970118927,0.6064597224784268,0.26930043294117895,success,7.0175,8.17,9.317499999999999,10.182500000000001,0.1913056116528577,0.85
2022-09-29 05:00:00,-1.4655096151638864,0.2309602606300934,0.7516750650301223,0.21076414150727515,success,6.8875,8.692499999999999,10.08,10.8875,0.23531773444004586,0.85
2022-10-05 03:00:00,-2.3545542956720835,0.09493581040798617,0.2934166724695537,0.06121526723478385,success,3.3325,4.3125,4.547499999999999,4.8075,0.188320321772295,0.85
2022-10-08 01:00:00,-1.4530635145627802,0.2338527782123718,0.5860795254451808,0.05697604800350851,success,5.28,6.9399999999999995,7.8725000000000005,8.33,0.23430545273733552,0.85
2022-10-08 02:00:00,-1.8426696602355652,0.15839400298913944,0.5692132687829966,0.057809928245481555,success,5.7700000000000005,7.3125,8.2075,8.665,0.2089612631112305,0.85
2022-10-14 03:00:00,-1.7133360618138889,0.1802634184902617,0.58125142008201,0.10089824810141136,success,5.592499999999999,7.5075,8.192499999999999,8.51,0.21574250404467255,0.85
2022-10-14 05:00:00,-1.7428756683232227,0.17501638719590484,0.6237293050070515,0.09537908150098563,success,6.1475,7.8225,8.907499999999999,9.2925,0.21232333275081514,0.85
2022-10-15 03:00:00,-2.7804362336970363,0.06201144999202717,0.5454329599442699,0.21066495959121953,success,7.0024999999999995,8.045,9.2375,9.6875,0.16679555666273108,0.85
2022-10-30 05:00:00,-2.863029810217076,0.05709550938167796,0.37482307131846243,0.01589050361434897,success,4.795,5.875,6.355,6.6375,0.16710004744592802,0.85
