,dominant_direction,dominant_frequency_percent,mean_direction_deg,concentration,sample_count
obs_wind_direction_10m,NNW,17.85461704608445,356.7322646996315,0.296411496644074,52317
obs_wind_direction_30m,E,26.050805665462466,115.41178282803394,0.539789993384488,52317
obs_wind_direction_50m,ENE,22.612152837509797,145.9191909927225,0.11940175627996104,52317
obs_wind_direction_70m,ENE,18.775923695930576,142.5037995435532,0.09040752391011898,52317
