u_star,z0,r_squared,rmse,max_residual,n_points,wind_profile,height_profile,slope,intercept,wind_std,timestamp,confidence
0.34450308751304365,0.03370271539036967,0.9647208305292623,0.121279708655601,0.20912349494449334,4,"[4.98, 5.64, 6.37, 6.63]","[10, 30, 50, 70]",0.861257718782609,2.9198159968847617,0.6456972975009263,2021-06-06 03:00:00,0.85
0.34450308751304365,0.03370271539036967,0.9647208305292623,0.121279708655601,0.20912349494449334,4,"[4.98, 5.64, 6.37, 6.63]","[10, 30, 50, 70]",0.861257718782609,2.9198159968847617,0.6456972975009263,2021-06-06 03:00:00,0.85
0.3765007748147169,0.05327340574515527,0.9944802472072876,0.05163739034734776,0.07224925399950077,4,"[4.91, 6.03, 6.37, 6.78]","[10, 30, 50, 70]",0.9412519370367921,2.760050022407764,0.695031474107468,2021-06-06 03:00:00,0.85
0.3765007748147169,0.05327340574515527,0.9944802472072876,0.05163739034734776,0.07224925399950077,4,"[4.91, 6.03, 6.37, 6.78]","[10, 30, 50, 70]",0.9412519370367921,2.760050022407764,0.695031474107468,2021-06-06 03:00:00,0.85
0.32655934804962294,0.026621112146996303,0.9848967516958419,0.07444553018960098,0.09703387074425862,4,"[4.89, 5.64, 6.11, 6.52]","[10, 30, 50, 70]",0.8163983701240572,2.960301871885063,0.6057639804412277,2021-06-07 02:00:00,0.85
0.32655934804962294,0.026621112146996303,0.9848967516958419,0.07444553018960098,0.09703387074425862,4,"[4.89, 5.64, 6.11, 6.52]","[10, 30, 50, 70]",0.8163983701240572,2.960301871885063,0.6057639804412277,2021-06-07 02:00:00,0.85
0.5782573699479748,0.02488807155197953,0.9779709679570588,0.159769023530089,0.2346815408941012,4,"[8.72, 10.23, 10.76, 11.69]","[10, 30, 50, 70]",1.445643424869937,5.339291205156972,1.0764525070805488,2021-06-12 08:00:00,0.85
0.5670647180532001,0.017333535293502,0.9768385844287903,0.16074610255861024,0.26947477681212284,4,"[8.9, 10.84, 11.27, 11.64]","[10, 30, 50, 70]",1.4176617951330002,5.748777637499046,1.0562285500780595,2021-06-12 08:00:00,0.85
0.6127146304797901,0.008540993114626434,0.9557369852128533,0.24274272771809188,0.33809689185908454,4,"[10.74, 12.83, 12.95, 13.9]","[10, 30, 50, 70]",1.5317865761994753,7.295712566360723,1.1537872420858188,2021-06-12 08:00:00,0.85
0.42644348576374425,0.0001464777247465521,0.9829930129060341,0.10326107417400944,0.15833321325164107,4,"[11.94, 12.88, 13.56, 14.05]","[10, 30, 50, 70]",1.0661087144093606,9.412287045235317,0.7918135828589963,2021-06-14 20:00:00,0.85
0.7828175300291049,0.03265149641340216,0.9940165999843591,0.11180839705799768,0.14123035000280737,4,"[11.13, 13.49, 14.43, 14.87]","[10, 30, 50, 70]",1.9570438250727622,6.696738970699097,1.4454411091428105,2021-06-14 20:00:00,0.85
0.5601356941898438,0.023601078801585833,0.9846829567590084,0.1286083556530646,0.21914907272932993,4,"[8.56, 9.79, 10.76, 11.29]","[10, 30, 50, 70]",1.4003392354746094,5.246318931594303,1.0391583132516427,2021-06-15 00:00:00,0.85
0.48317379205038924,0.0076539046970238965,0.9953702871069148,0.0606631197696399,0.09413186974871124,4,"[8.71, 9.9, 10.6, 11.08]","[10, 30, 50, 70]",1.207934480125973,5.885708278724817,0.8915541206230833,2021-06-15 20:00:00,0.85
0.3296023201814347,0.00020535751412500082,0.9917997004967112,0.05517340782692693,0.0800364055870908,4,"[8.91, 9.73, 10.3, 10.47]","[10, 30, 50, 70]",0.8240058004535867,6.996433946432244,0.6092772357474061,2021-06-15 20:00:00,0.85
0.5166221948260117,0.013917738606814565,0.9740517442312209,0.1552289819482302,0.20629327712089207,4,"[8.39, 10.12, 10.66, 10.82]","[10, 30, 50, 70]",1.2915554870650292,5.52087158200214,0.9636486652302277,2021-06-15 20:00:00,0.85
0.488518955401419,0.04738086210421968,0.9990390413445664,0.02789197191811737,0.04213491395275781,4,"[6.53, 7.91, 8.46, 8.93]","[10, 30, 50, 70]",1.2212973885035474,3.7243914336575648,0.8997603847691895,2021-06-17 00:00:00,0.85
0.488518955401419,0.04738086210421968,0.9990390413445664,0.02789197191811737,0.04213491395275781,4,"[6.53, 7.91, 8.46, 8.93]","[10, 30, 50, 70]",1.2212973885035474,3.7243914336575648,0.8997603847691895,2021-06-17 00:00:00,0.85
0.488518955401419,0.04738086210421968,0.9990390413445664,0.02789197191811737,0.04213491395275781,4,"[6.53, 7.91, 8.46, 8.93]","[10, 30, 50, 70]",1.2212973885035474,3.7243914336575648,0.8997603847691895,2021-06-17 00:00:00,0.85
0.49668285733603634,0.05557101893518925,0.9946229091303004,0.06722956604783364,0.09805922630263986,4,"[6.42, 7.91, 8.36, 8.88]","[10, 30, 50, 70]",1.2417071433400908,3.588649688977849,0.9168253650505096,2021-06-17 00:00:00,0.85
0.49668285733603634,0.05557101893518925,0.9946229091303004,0.06722956604783364,0.09805922630263986,4,"[6.42, 7.91, 8.36, 8.88]","[10, 30, 50, 70]",1.2417071433400908,3.588649688977849,0.9168253650505096,2021-06-17 00:00:00,0.85
0.49668285733603634,0.05557101893518925,0.9946229091303004,0.06722956604783364,0.09805922630263986,4,"[6.42, 7.91, 8.36, 8.88]","[10, 30, 50, 70]",1.2417071433400908,3.588649688977849,0.9168253650505096,2021-06-17 00:00:00,0.85
0.5447931800471023,0.09795199551168762,0.9934154862753385,0.08165160597969186,0.13237333414870456,4,"[6.3, 7.85, 8.36, 9.03]","[10, 30, 50, 70]",1.3619829501177558,3.1642647002871502,1.0062430123980983,2021-06-17 00:00:00,0.85
0.5447931800471023,0.09795199551168762,0.9934154862753385,0.08165160597969186,0.13237333414870456,4,"[6.3, 7.85, 8.36, 9.03]","[10, 30, 50, 70]",1.3619829501177558,3.1642647002871502,1.0062430123980983,2021-06-17 00:00:00,0.85
0.5447931800471023,0.09795199551168762,0.9934154862753385,0.08165160597969186,0.13237333414870456,4,"[6.3, 7.85, 8.36, 9.03]","[10, 30, 50, 70]",1.3619829501177558,3.1642647002871502,1.0062430123980983,2021-06-17 00:00:00,0.85
0.37043000243525726,0.08297914345130375,0.9758879947321631,0.10719129307110686,0.16798113465437137,4,"[4.46, 5.47, 5.76, 6.37]","[10, 30, 50, 70]",0.9260750060881431,2.305154406085545,0.6903079023160608,2021-06-17 07:00:00,0.85
0.19092361117483983,0.05260912032192186,0.9677692475190927,0.06414246295698196,0.09903324088605503,4,"[2.55, 2.93, 3.26, 3.5]","[10, 30, 50, 70]",0.47730902793709956,1.4056110248226834,0.3572814016989969,2021-06-19 02:00:00,0.85
0.13929945273157132,0.003857831083203046,0.9675265556223526,0.04698062816250127,0.07990639530700738,4,"[2.77, 3.04, 3.31, 3.45]","[10, 30, 50, 70]",0.3482486318289283,1.9354440605630288,0.26070817018267767,2021-06-19 02:00:00,0.85
0.2948521323439392,0.013288200091092644,0.9573788756948511,0.11452794857548741,0.1532544411833774,4,"[4.95, 5.58, 5.96, 6.47]","[10, 30, 50, 70]",0.7371303308598479,3.1850508553882886,0.5547521969312063,2021-06-23 23:00:00,0.85
0.2738511968255009,0.024853715850546316,0.9850343515674936,0.06214030818635158,0.09808284282924618,4,"[4.15, 4.76, 5.2, 5.5]","[10, 30, 50, 70]",0.6846279920637522,2.5295279088093925,0.5079554606459112,2021-06-24 02:00:00,0.85
0.2738511968255009,0.024853715850546316,0.9850343515674936,0.06214030818635158,0.09808284282924618,4,"[4.15, 4.76, 5.2, 5.5]","[10, 30, 50, 70]",0.6846279920637522,2.5295279088093925,0.5079554606459112,2021-06-24 02:00:00,0.85
0.48206595222172477,0.017251330694550537,0.9630874449556299,0.17373900508387166,0.2981884447273213,4,"[7.56, 9.29, 9.48, 9.95]","[10, 30, 50, 70]",1.2051648805543118,4.892807919060169,0.9042953057491784,2021-06-29 20:00:00,0.85
0.6238178107685233,0.06420498900591182,0.9892818931002446,0.11953455263047813,0.20367981614838904,4,"[7.79, 9.79, 10.35, 10.82]","[10, 30, 50, 70]",1.559544526921308,4.2820014223013105,1.1546076173315332,2021-06-29 20:00:00,0.85
0.2801312544338203,0.0005490328511137069,0.9933620430592395,0.04215622162819054,0.06956425204321359,4,"[6.9, 7.57, 8.0, 8.27]","[10, 30, 50, 70]",0.7003281360845507,5.257610029288102,0.5174214916294062,2021-07-01 12:00:00,0.85
0.3526295337177305,0.02465139906638257,0.952674828772345,0.14468686703551667,0.18280543008847783,4,"[5.39, 6.08, 6.62, 7.19]","[10, 30, 50, 70]",0.8815738342943261,3.264398813144749,0.6650939783218612,2021-07-10 06:00:00,0.85
0.2611711553278686,0.0005595223770672867,0.9577292151162323,0.10100914071960933,0.13663612145545478,4,"[6.45, 7.02, 7.34, 7.8]","[10, 30, 50, 70]",0.6529278883196715,4.889402851617085,0.4912929370548694,2021-07-10 06:00:00,0.85
0.3377664456808514,0.025425739760311518,0.9838940826401517,0.07955578050967028,0.11271614117913398,4,"[5.1, 5.86, 6.37, 6.78]","[10, 30, 50, 70]",0.8444161142021285,3.100690264521524,0.6268721959059919,2021-07-10 07:00:00,0.85
0.3377664456808514,0.025425739760311518,0.9838940826401517,0.07955578050967028,0.11271614117913398,4,"[5.1, 5.86, 6.37, 6.78]","[10, 30, 50, 70]",0.8444161142021285,3.100690264521524,0.6268721959059919,2021-07-10 07:00:00,0.85
0.31445531447394603,0.028473816968983233,0.9877507672078899,0.06446535424426111,0.11149707838389311,4,"[4.65, 5.36, 5.91, 6.17]","[10, 30, 50, 70]",0.786138286184865,2.7976855977875563,0.5824678102693743,2021-07-10 07:00:00,0.85
0.31445531447394603,0.028473816968983233,0.9877507672078899,0.06446535424426111,0.11149707838389311,4,"[4.65, 5.36, 5.91, 6.17]","[10, 30, 50, 70]",0.786138286184865,2.7976855977875563,0.5824678102693743,2021-07-10 07:00:00,0.85
0.41339660891484037,0.0931677669909858,0.9977544096194044,0.03610414209167786,0.06205065511810659,4,"[4.81, 6.03, 6.47, 6.83]","[10, 30, 50, 70]",1.0334915222871008,2.4528406853089715,0.7618890995413966,2021-07-10 08:00:00,0.85
0.41339660891484037,0.0931677669909858,0.9977544096194044,0.03610414209167786,0.06205065511810659,4,"[4.81, 6.03, 6.47, 6.83]","[10, 30, 50, 70]",1.0334915222871008,2.4528406853089715,0.7618890995413966,2021-07-10 08:00:00,0.85
0.41339660891484037,0.0931677669909858,0.9977544096194044,0.03610414209167786,0.06205065511810659,4,"[4.81, 6.03, 6.47, 6.83]","[10, 30, 50, 70]",1.0334915222871008,2.4528406853089715,0.7618890995413966,2021-07-10 08:00:00,0.85
0.328824697028445,0.013229443158753141,0.9844568271846013,0.07606285230789069,0.10166644360570487,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",0.8220617425711125,3.5556721972082084,0.6101024504130432,2021-07-10 08:00:00,0.85
0.328824697028445,0.013229443158753141,0.9844568271846013,0.07606285230789069,0.10166644360570487,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",0.8220617425711125,3.5556721972082084,0.6101024504130432,2021-07-10 08:00:00,0.85
0.328824697028445,0.013229443158753141,0.9844568271846013,0.07606285230789069,0.10166644360570487,4,"[5.5, 6.25, 6.73, 7.14]","[10, 30, 50, 70]",0.8220617425711125,3.5556721972082084,0.6101024504130432,2021-07-10 08:00:00,0.85
0.43231258745885753,0.09305114277935146,0.9724684884929582,0.13390963244060208,0.21238127725331424,4,"[5.15, 6.03, 6.78, 7.29]","[10, 30, 50, 70]",1.0807814686471438,2.5664301759416697,0.8070432144563263,2021-07-10 08:00:00,0.85
0.43231258745885753,0.09305114277935146,0.9724684884929582,0.13390963244060208,0.21238127725331424,4,"[5.15, 6.03, 6.78, 7.29]","[10, 30, 50, 70]",1.0807814686471438,2.5664301759416697,0.8070432144563263,2021-07-10 08:00:00,0.85
0.43231258745885753,0.09305114277935146,0.9724684884929582,0.13390963244060208,0.21238127725331424,4,"[5.15, 6.03, 6.78, 7.29]","[10, 30, 50, 70]",1.0807814686471438,2.5664301759416697,0.8070432144563263,2021-07-10 08:00:00,0.85
0.3462291026988185,0.012654064643740626,0.9953154497773692,0.043727417127969716,0.07365645522068665,4,"[5.75, 6.8, 7.13, 7.45]","[10, 30, 50, 70]",0.8655727567470463,3.782359750893166,0.6388808574374412,2021-07-10 08:00:00,0.85
0.3462291026988185,0.012654064643740626,0.9953154497773692,0.043727417127969716,0.07365645522068665,4,"[5.75, 6.8, 7.13, 7.45]","[10, 30, 50, 70]",0.8655727567470463,3.782359750893166,0.6388808574374412,2021-07-10 08:00:00,0.85
0.3462291026988185,0.012654064643740626,0.9953154497773692,0.043727417127969716,0.07365645522068665,4,"[5.75, 6.8, 7.13, 7.45]","[10, 30, 50, 70]",0.8655727567470463,3.782359750893166,0.6388808574374412,2021-07-10 08:00:00,0.85
0.3331150398411913,0.01493649446436855,0.9522568052730899,0.13731235480668832,0.18887981864224201,4,"[5.37, 6.52, 6.57, 7.09]","[10, 30, 50, 70]",0.8327875996029782,3.5009955703601086,0.6284256121451448,2021-07-10 09:00:00,0.85
0.39795779197411707,0.07335395200119887,0.9928792758042587,0.062042251551556814,0.09704656396738098,4,"[4.86, 6.08, 6.42, 6.83]","[10, 30, 50, 70]",0.9948944799352927,2.5991209358465706,0.7352338063500615,2021-07-10 09:00:00,0.85
0.5205546564692457,0.08961163751911062,0.9698952765993055,0.16883322348384955,0.23443110075978968,4,"[6.02, 7.8, 8.31, 8.47]","[10, 30, 50, 70]",1.3013866411731143,3.1392960627521083,0.9730621768417478,2021-07-18 05:00:00,0.85
0.5068361950481152,0.010795582544794497,0.9978564141103857,0.04324547964116293,0.05860298272988551,4,"[8.68, 10.01, 10.65, 11.18]","[10, 30, 50, 70]",1.267090487620288,5.738169109369322,0.9340503198436367,2021-07-20 15:00:00,0.85
0.7230658093087046,0.06942350834168574,0.9738595840110394,0.21808338538988792,0.3597772953675573,4,"[8.83, 11.33, 11.88, 12.31]","[10, 30, 50, 70]",1.8076645232717614,4.82199886115696,1.348858313537786,2021-07-20 15:00:00,0.85
0.6864323351811342,0.02137264782621914,0.9937758032385747,0.10000733607983886,0.16383554745154605,4,"[10.48, 12.6, 13.31, 13.8]","[10, 30, 50, 70]",1.7160808379528354,6.599434799782672,1.2676232681676367,2021-07-20 16:00:00,0.85
0.3959022862603779,0.0001254044319989223,0.998534914939896,0.027917368573472115,0.03828682774830661,4,"[11.19, 12.22, 12.75, 13.13]","[10, 30, 50, 70]",0.9897557156509447,8.891932279191161,0.7293618786309033,2021-07-20 16:00:00,0.85
0.6544861039677976,0.012206951379387713,0.9970748361387822,0.06526018942464061,0.10615404454316213,4,"[10.93, 12.88, 13.61, 14.1]","[10, 30, 50, 70]",1.636215259919494,7.208754897582994,1.2066275315937391,2021-07-20 16:00:00,0.85
0.45761981927522827,0.0004939924004059145,0.9836296773759109,0.10868117146657119,0.16077658351388635,4,"[11.42, 12.44, 13.15, 13.69]","[10, 30, 50, 70]",1.1440495481880706,8.709638255724848,0.8494262769658117,2021-07-20 16:00:00,0.85
0.4231756093893096,0.06985003981435967,0.9960246130772649,0.04921664139828282,0.07428560638915105,4,"[5.24, 6.47, 6.88, 7.34]","[10, 30, 50, 70]",1.057939023473274,2.815603808221515,0.7805887201337205,2021-07-24 06:00:00,0.85
0.6400265808644103,0.0036606653375391256,0.9626498666017975,0.2320847424725468,0.294424091929411,4,"[12.51, 14.7, 15.4, 15.48]","[10, 30, 50, 70]",1.6000664521610257,8.976549382960496,1.2008824880062163,2021-07-24 14:00:00,0.85
0.6739937649008455,0.0038119412077330804,0.95939627448296,0.25525630892116224,0.3556819202006807,4,"[13.36, 14.76, 16.32, 16.46]","[10, 30, 50, 70]",1.6849844122521136,9.384717349107245,1.2667576721693858,2021-07-24 14:00:00,0.85
0.7521125072476106,0.01118881720304979,0.9916457968347151,0.12708483156619593,0.17383021453105485,4,"[12.84, 14.76, 15.65, 16.61]","[10, 30, 50, 70]",1.8802812681190264,8.447803764150725,1.3904046173686275,2021-07-24 14:00:00,0.85
1.0511355015013495,0.05643381311110347,0.993026563367373,0.16215799990877275,0.25798839413214125,4,"[13.49, 16.75, 17.85, 18.56]","[10, 30, 50, 70]",2.6278387537533736,7.554213317171543,1.9418467370006314,2021-07-24 15:00:00,0.85
0.45598249234292115,0.002297444541156319,0.9900594769288182,0.08411216710183805,0.13413899837400223,4,"[9.56, 10.73, 11.52, 11.7]","[10, 30, 50, 70]",1.1399562308573028,6.92632600133107,0.8436342513198473,2021-07-26 20:00:00,0.85
0.2696797196746144,0.042099479215880385,0.9625279537168493,0.09795621497214282,0.16875943346822453,4,"[3.75, 4.26, 4.84, 5.04]","[10, 30, 50, 70]",0.674199299186536,2.1356745423565178,0.5060323606252866,2021-07-27 06:00:00,0.85
0.5213408438792589,0.0621974665440333,0.9617367126698713,0.1914350565520029,0.25294138396855725,4,"[6.75, 7.8, 8.61, 9.39]","[10, 30, 50, 70]",1.3033521096981473,3.6199836010793716,0.9786566047393745,2021-07-28 02:00:00,0.85
0.18138362620802317,0.08680853352928668,0.9836667511001034,0.04302759303985414,0.055204530060838586,4,"[2.18, 2.6, 2.85, 3.09]","[10, 30, 50, 70]",0.4534590655200579,1.1082767876130466,0.3366749173906484,2021-08-04 00:00:00,0.85
0.18490462935514038,0.0010395343077820628,0.9868052985319329,0.0393612163557424,0.06249051338417466,4,"[4.22, 4.81, 4.94, 5.14]","[10, 30, 50, 70]",0.4622615733878509,3.175266633566039,0.3426641942193553,2021-08-05 02:00:00,0.85
0.4186902052709092,0.019958839823750827,0.9519676131760375,0.17313524137842126,0.23602095958954017,4,"[6.6, 7.52, 8.0, 8.78]","[10, 30, 50, 70]",1.046725513177273,4.09697067794514,0.7899841770567306,2021-08-07 04:00:00,0.85
0.36296864408228097,0.04724567231086879,0.9961288049701735,0.04165532849761167,0.0638715167183701,4,"[4.84, 5.92, 6.27, 6.63]","[10, 30, 50, 70]",0.9074216102057023,2.769808478586338,0.6694960791520739,2021-08-08 00:00:00,0.85
0.4053523542431052,0.08610114063880063,0.9996982721691342,0.012964106571187146,0.020584998273332822,4,"[4.82, 5.92, 6.47, 6.78]","[10, 30, 50, 70]",1.0133808856077628,2.4850456639679503,0.7463368877390424,2021-08-08 01:00:00,0.85
0.17529779285102362,0.008277996399134405,0.999923967279095,0.002814037647630311,0.004565826423101882,4,"[3.11, 3.59, 3.82, 3.96]","[10, 30, 50, 70]",0.438244482127559,2.101011677491943,0.3227227912620985,2021-08-09 17:00:00,0.85
0.5608976428757589,0.03623630563145871,0.9998461456117141,0.012808806022351222,0.02152548884533978,4,"[7.89, 9.4, 10.14, 10.62]","[10, 30, 50, 70]",1.4022441071893972,4.652216503021576,1.0326513206305408,2021-08-16 02:00:00,0.85
0.5271640936989058,0.021391932672982915,0.9924013514594132,0.08491941728032713,0.13271920236905643,4,"[8.12, 9.56, 10.09, 10.77]","[10, 30, 50, 70]",1.3179102342472646,5.067024046904562,0.9741791416366911,2021-08-16 04:00:00,0.85
0.5186863757033987,0.051631202971888564,0.9978620372962409,0.04419837790264961,0.07337192409961624,4,"[6.86, 8.18, 8.92, 9.39]","[10, 30, 50, 70]",1.2967159392584966,3.842985066734035,0.955886368769845,2021-08-16 05:00:00,0.85
0.4473993510077381,0.09061221681302202,0.9897824694173626,0.08368259175903231,0.1123644306558429,4,"[5.31, 6.41, 6.98, 7.55]","[10, 30, 50, 70]",1.118498377519345,2.685700534213291,0.8278700079118703,2021-08-17 23:00:00,0.85
0.40636949548665835,0.0797810509038479,0.9921091527890079,0.06671751577899694,0.10408910401099192,4,"[4.94, 5.92, 6.62, 6.88]","[10, 30, 50, 70]",1.0159237387166458,2.5687319439195084,0.7510659092250159,2021-08-18 04:00:00,0.85
0.31790941063045136,0.03794212603770652,0.9625951435776592,0.1153671661976641,0.1634368429945834,4,"[4.51, 5.14, 5.66, 6.11]","[10, 30, 50, 70]",0.7947735265761283,2.6002552053894576,0.5965106872470939,2021-08-18 08:00:00,0.85
0.34717888982216055,0.00030661214590865457,0.9896756720270794,0.06527914192774725,0.08909932082922012,4,"[8.99, 10.01, 10.5, 10.62]","[10, 30, 50, 70]",0.8679472245554013,7.021629666955651,0.6424562241896328,2021-08-21 18:00:00,0.85
0.45282676134503097,0.0024005956750877723,0.9947118442769597,0.06078161515652398,0.09734277318984041,4,"[9.43, 10.73, 11.16, 11.69]","[10, 30, 50, 70]",1.1320669033625774,6.828671003551637,0.8358341641737312,2021-08-21 18:00:00,0.85
0.47879963904933504,0.02832514629612584,0.9982697359042684,0.03669633890602371,0.0626586667047011,4,"[7.0, 8.4, 8.92, 9.34]","[10, 30, 50, 70]",1.1969990976233376,4.266111136606841,0.8821989571519566,2021-08-21 18:00:00,0.85
0.4266082033010702,0.07101114664393433,0.9517232541021342,0.17688032781543978,0.25830649697349717,4,"[5.4, 6.19, 6.93, 7.55]","[10, 30, 50, 70]",1.0665205082526754,2.8208597368155064,0.8050271734544118,2021-08-22 01:00:00,0.85
0.4266082033010702,0.07101114664393433,0.9517232541021342,0.17688032781543978,0.25830649697349717,4,"[5.4, 6.19, 6.93, 7.55]","[10, 30, 50, 70]",1.0665205082526754,2.8208597368155064,0.8050271734544118,2021-08-22 01:00:00,0.85
0.41767362206357905,0.0015163327661214274,0.9694179858615806,0.13656871799603387,0.1755094473285812,4,"[9.27, 10.17, 10.76, 11.39]","[10, 30, 50, 70]",1.0441840551589476,6.778279562504824,0.780940938867979,2021-08-23 00:00:00,0.85
0.5007590923080749,0.034268078319906116,0.9537176729141764,0.20307815082734978,0.35127963081569114,4,"[7.24, 8.13, 9.23, 9.65]","[10, 30, 50, 70]",1.2518977307701873,4.2233283468113365,0.9439643796245704,2021-08-23 00:00:00,0.85
0.5901064899841248,0.06912768093523676,0.9625362654292738,0.21432066714109232,0.33289176416169397,4,"[7.3, 9.18, 9.38, 10.36]","[10, 30, 50, 70]",1.4752662249603121,3.941616352985819,1.1072827100609852,2021-08-27 04:00:00,0.85
0.47781267521417353,0.01208639657505533,0.9768376342152715,0.13544862819142417,0.2076988080472173,4,"[8.06, 9.34, 9.74, 10.52]","[10, 30, 50, 70]",1.1945316880354337,5.274663363739685,0.8899859549453573,2021-08-27 04:00:00,0.85
