datetime,actual_power,predicted_power,fused_corrected_wind,error,abs_error,corrected_ec_10m,original_ec_10m,corrected_ec_70m,original_ec_70m
2022-09-30 15:45:00,5.019,21.248126597726273,4.629978116997117,16.22912659772627,16.22912659772627,4.350554379136605,2.7836986,4.909401854857629,2.885059
2022-09-30 16:00:00,5.019,21.248126597726273,4.629978116997117,16.22912659772627,16.22912659772627,4.350554379136605,2.7159622,4.909401854857629,2.8324192
2022-09-30 16:15:00,8.159,21.248126597726273,4.648838628047284,13.089126597726272,13.089126597726272,4.350554379136605,2.6090076,4.947122876957963,2.7383277
2022-09-30 16:30:00,8.5639,21.248126597726273,4.648838628047284,12.684226597726273,12.684226597726273,4.350554379136605,2.5396686,4.947122876957963,2.6646335
2022-09-30 16:45:00,5.36,21.248126597726273,4.629978116997117,15.888126597726274,15.888126597726274,4.350554379136605,2.3950748,4.909401854857629,2.487593
2022-09-30 17:00:00,2.6548,21.248126597726273,4.629978116997117,18.593326597726275,18.593326597726275,4.350554379136605,2.2358007,4.909401854857629,2.2977877
2022-09-30 17:15:00,2.6832,21.248126597726273,4.629978116997117,18.564926597726274,18.564926597726274,4.350554379136605,2.1979022,4.909401854857629,2.2840996
2022-09-30 17:30:00,4.3761,21.248126597726273,4.648838628047284,16.872026597726272,16.872026597726272,4.350554379136605,2.3786922,4.947122876957963,2.5406191
2022-09-30 17:45:00,14.1192,21.248126597726273,4.678559557503362,7.128926597726274,7.128926597726274,4.350554379136605,2.9320817,5.006564735870119,3.238903
2022-09-30 18:00:00,20.3238,23.359671041285978,4.842437481678269,3.0358710412859793,3.0358710412859793,4.583596515902482,3.9684331,5.101278447454058,4.562423
2022-09-30 18:15:00,24.0968,28.601261209332726,4.986795875170424,4.5044612093327245,4.5044612093327245,4.696450281618962,4.0531254,5.277141468721886,5.577204
2022-09-30 18:30:00,27.1302,30.89596502237704,5.206429351790186,3.7657650223770425,3.7657650223770425,4.740732730662076,3.9824245,5.672125972918296,6.39575
2022-09-30 18:45:00,22.3598,30.89596502237704,5.246116437959824,8.536165022377041,8.536165022377041,4.76717533684839,4.1161523,5.725057539071258,6.9163694
2022-09-30 19:00:00,16.3868,30.89596502237704,5.143013537599456,14.50916502237704,14.50916502237704,4.574831236285773,4.1754704,5.711195838913141,6.72061
2022-09-30 19:15:00,12.0463,30.89596502237704,5.175615334748006,18.84966502237704,18.84966502237704,4.574831236285773,4.252826,5.776399433210238,6.661231
2022-09-30 19:30:00,10.1339,30.89596502237704,5.182570683633785,20.76206502237704,20.76206502237704,4.5887419340573325,4.237989,5.776399433210238,6.6382275
2022-09-30 19:45:00,9.4263,30.89596502237704,5.236778863896651,21.469665022377043,21.469665022377043,4.6374550017347005,4.3331933,5.836102726058602,6.900514
2022-09-30 20:00:00,9.2494,31.568695207319102,5.197229403945637,22.3192952073191,22.3192952073191,4.6374550017347005,4.6477633,5.757003806156574,7.670511
2022-09-30 20:15:00,9.5847,34.89223372479964,5.282235210166927,25.30753372479964,25.30753372479964,4.6374550017347005,4.3817525,5.9270154185991535,7.2819304
2022-09-30 20:30:00,14.279,27.49468533315061,4.961778471702131,13.21568533315061,13.21568533315061,4.566729946505273,3.5435383,5.35682699689899,4.835055
2022-09-30 20:45:00,12.9719,27.49468533315061,4.942243538704709,14.52278533315061,14.52278533315061,4.566729946505273,4.3377376,5.317757130904145,5.496714
2022-09-30 21:00:00,11.5994,27.49468533315061,4.942243538704709,15.89528533315061,15.89528533315061,4.566729946505273,4.2359476,5.317757130904145,5.3465695
2022-09-30 21:15:00,9.6224,24.74857200974827,4.849910529668194,15.126172009748268,15.126172009748268,4.453876180788792,3.534214,5.245944878547596,4.216482
2022-09-30 21:30:00,7.332,21.570334383479643,4.674371288700664,14.238334383479643,14.238334383479643,4.299784297779071,2.3492172,5.048958279622258,2.6632679
2022-09-30 21:45:00,5.3834,21.248126597726273,4.664950458241899,15.864726597726273,15.864726597726273,4.299784297779071,1.7817283,5.030116618704726,3.0367916
2022-09-30 22:00:00,3.1542,29.66086154401756,5.130199859485768,26.50666154401756,26.50666154401756,4.611012395548387,3.8621502,5.6493873234231495,6.4877653
2022-09-30 22:15:00,0.5221,38.383329858162085,5.521010233317909,37.86122985816208,37.86122985816208,4.869656801896507,5.1218777,6.1723636647393105,7.4977193
2022-09-30 22:30:00,1.874,35.82147144299677,5.341301540455081,33.947471442996765,33.947471442996765,4.881243111116824,4.6956625,5.801359969793339,6.18521
2022-09-30 22:45:00,2.3585,31.568695207319102,5.149306518109787,29.210195207319103,29.210195207319103,4.65223583153812,4.503734,5.646377204681454,5.740895
2022-09-30 23:00:00,2.3443,31.568695207319102,5.217196083834049,29.224395207319102,29.224395207319102,4.703752645306807,4.4953017,5.730639522361292,7.591034
2022-09-30 23:15:00,2.3443,37.736580728115996,5.440759856600269,35.392280728116,35.392280728116,4.927823844064399,5.1188254,5.953695869136139,11.107748
2022-09-30 23:30:00,5.1745,49.63837037965877,6.563053382138668,44.463870379658765,44.463870379658765,6.003422025522016,6.278077,7.1226847387553205,11.633167
2022-09-30 23:45:00,10.8649,47.85791262484966,6.254503086051433,36.99301262484966,36.99301262484966,5.786758986969442,6.0030584,6.7222471851334245,11.607248
2022-10-01 00:00:00,23.72,40.29049464032061,5.647191640076468,16.57049464032061,16.57049464032061,5.13095103770141,5.541385,6.163432242451526,10.023818
2022-10-01 00:15:00,18.74,39.97255448447775,5.898880805888721,21.23255448447775,21.23255448447775,5.214416394499036,5.7953095,6.583345217278406,10.231915
2022-10-01 00:30:00,20.86,39.908735035501614,5.687409102869092,19.048735035501615,19.048735035501615,5.089503782198885,5.6615844,6.2853144235392975,10.587327
2022-10-01 00:45:00,25.79,39.226711538900325,5.699663602977145,13.436711538900326,13.436711538900326,5.089503782198885,5.5937696,6.309823423755406,10.985805
2022-10-01 01:00:00,27.57,39.226711538900325,5.699663602977145,11.656711538900325,11.656711538900325,5.089503782198885,5.625814,6.309823423755406,11.45065
2022-10-01 01:15:00,15.53,39.97255448447775,5.850434495309795,24.442554484477746,24.442554484477746,5.177219393879142,5.754211,6.523649596740449,11.739052
2022-10-01 01:30:00,11.08,41.95816639760007,5.980578000288366,30.87816639760007,30.87816639760007,5.365920314833641,5.832907,6.595235685743092,11.927113
2022-10-01 01:45:00,15.37,47.53062588109471,6.348080046069008,32.16062588109471,32.16062588109471,5.846407447060887,6.186951,6.849752645077127,12.222206
2022-10-01 02:00:00,17.69,47.74250894330232,6.492302373739858,30.052508943302318,30.052508943302318,5.972585042886925,6.5920177,7.012019704592792,12.431203
2022-10-01 02:15:00,23.42,53.48343007276463,6.668492907073228,30.063430072764625,30.063430072764625,6.15516188322964,7.0536723,7.181823930916814,12.59951
2022-10-01 02:30:00,30.67,60.34118672674409,7.073810760500579,29.67118672674409,29.67118672674409,6.529684924310329,7.520375,7.617936596690829,12.747782
2022-10-01 02:45:00,59.45,64.193363200067,7.052334548430009,4.7433632000669945,4.7433632000669945,6.543833225438628,7.8911767,7.560835871421391,12.952403
2022-10-01 03:00:00,53.12,64.193363200067,7.1455154728491355,11.073363200067,11.073363200067,6.644584160773548,7.9780273,7.646446784924723,12.896463
2022-10-01 03:15:00,50.98,64.193363200067,7.0758107816579745,13.213363200067,13.213363200067,6.5786975936509915,7.5260196,7.572923969664957,12.207297
2022-10-01 03:30:00,51.3,64.193363200067,7.123181805212575,12.893363200067,12.893363200067,6.640359552330943,7.5628133,7.606004058094207,12.030522
2022-10-01 03:45:00,39.0,63.571628409344655,7.217321408802382,24.571628409344655,24.571628409344655,6.708341942120741,7.994778,7.726300875484023,12.428874
2022-10-01 04:00:00,42.55,65.59090164444898,7.1370314378599,23.04090164444898,23.04090164444898,6.430493095202215,8.471932,7.843569780517585,12.844755
2022-10-01 04:15:00,48.55,64.193363200067,7.160900150616263,15.643363200067,15.643363200067,6.4828447094217205,8.415086,7.838955591810806,12.900225
2022-10-01 04:30:00,62.34,64.193363200067,7.077616230303867,1.853363200066994,1.853363200066994,6.43354577383049,8.064431,7.721686686777244,12.573129
2022-10-01 04:45:00,62.34,64.193363200067,6.955660173132621,1.853363200066994,1.853363200066994,6.309930476877815,7.6733985,7.601389869387428,12.3448515
2022-10-01 05:00:00,87.75,64.193363200067,7.143837287253126,-23.556636799933003,23.556636799933003,6.502837127262277,7.3503246,7.784837447243974,12.013832
2022-10-01 05:15:00,125.86,64.193363200067,7.0136615512377185,-61.666636799933,61.666636799933,6.387453243922624,7.2074556,7.639869858552813,11.770076
2022-10-01 05:30:00,72.74,64.81711242805709,7.016628282831527,-7.922887571942908,7.922887571942908,6.3649208073877706,7.7206774,7.668335758275283,12.297312
2022-10-01 05:45:00,45.72,64.81711242805709,7.149714627584098,19.097112428057088,19.097112428057088,6.460654215741129,8.412943,7.838775039427067,12.979213
2022-10-01 06:00:00,32.22,67.8874900318476,7.620045987573226,35.667490031847606,35.667490031847606,6.709200999343944,8.77618,8.530890975802508,13.204661
2022-10-01 06:15:00,32.22,72.73765433417934,7.98206523481111,40.51765433417934,40.51765433417934,7.007569313334097,9.1531105,8.956561156288123,13.581818
2022-10-01 06:30:00,67.58,75.19461599518517,8.183908815728287,7.614615995185176,7.614615995185176,7.544252630229074,9.344676,8.823565001227502,13.804299
2022-10-01 06:45:00,77.6,75.19461599518517,8.268279087396461,-2.4053840048148203,2.4053840048148203,7.712993173565421,9.40128,8.823565001227502,13.856818
2022-10-01 07:00:00,82.28,75.19461599518517,8.268279087396461,-7.085384004814827,7.085384004814827,7.712993173565421,9.46279,8.823565001227502,13.892941
2022-10-01 07:15:00,74.28,75.19461599518517,8.268279087396461,0.9146159951851729,0.9146159951851729,7.712993173565421,9.461883,8.823565001227502,13.851854
2022-10-01 07:30:00,79.11,75.19461599518517,8.268279087396461,-3.9153840048148254,3.9153840048148254,7.712993173565421,9.294421,8.823565001227502,13.65937
2022-10-01 07:45:00,83.66,75.19461599518517,8.201150022482999,-8.465384004814823,8.465384004814823,7.590706477369036,9.119257,8.811593567596962,13.356958
2022-10-01 08:00:00,87.91,75.98316836684737,8.483058664108064,-11.92683163315263,11.92683163315263,7.5583703253055115,9.49877,9.407747002910616,13.155444
2022-10-01 08:15:00,81.7,73.69592493867019,8.844530678907608,-8.004075061329814,8.004075061329814,8.145666062444972,9.957998,9.543395295370244,12.8717785
2022-10-01 08:30:00,81.25,73.69592493867019,8.6833024325185,-7.5540750613298115,7.5540750613298115,7.9588578621263855,9.790099,9.407747002910616,12.786416
2022-10-01 08:45:00,86.13,76.3862264326898,8.938003922173149,-9.7437735673102,9.7437735673102,8.16021069993697,10.124719,9.715797144409327,12.129376
2022-10-01 09:00:00,117.84,79.08131758813695,9.021163626568388,-38.75868241186305,38.75868241186305,8.31360996815805,10.079909,9.728717284978725,12.04927
2022-10-01 09:15:00,116.22,79.08131758813695,9.007175644765246,-37.138682411863044,37.138682411863044,8.285634004551767,10.306699,9.728717284978725,12.193238
2022-10-01 09:30:00,123.17,79.08131758813695,9.027718847637333,-44.08868241186305,44.08868241186305,8.182336019370437,10.193525,9.873101675904229,11.947805
2022-10-01 09:45:00,134.48,79.7048208219713,8.726953393837242,-54.775179178028694,54.775179178028694,8.016264814780678,10.134143,9.437641972893807,11.767461
2022-10-01 10:00:00,136.95,74.75411211003077,8.818795255467093,-62.195887889969214,62.195887889969214,8.199948538040378,10.152223,9.437641972893807,11.809049
2022-10-01 10:15:00,136.95,74.75411211003077,8.726953393837242,-62.195887889969214,62.195887889969214,8.016264814780678,10.146355,9.437641972893807,11.790721
2022-10-01 10:30:00,140.62,74.75411211003077,8.716811470059477,-65.86588788996923,65.86588788996923,8.016264814780678,10.020926,9.417358125338277,11.587821
2022-10-01 10:45:00,151.19,74.75411211003077,8.472490091173029,-76.43588788996922,76.43588788996922,7.9651685319186045,10.007438,8.979811650427454,11.537603
2022-10-01 11:00:00,140.6,74.75411211003077,8.556378156186744,-65.84588788996922,65.84588788996922,8.129873311165522,10.103697,8.982883001207966,11.624487
2022-10-01 11:15:00,133.59,74.75411211003077,8.68171621776066,-58.83588788996923,58.83588788996923,8.380549434313355,10.230885,8.982883001207966,11.740333
2022-10-01 11:30:00,128.6,74.75411211003077,8.809889446196204,-53.84588788996922,53.84588788996922,8.299601636770147,10.132597,9.32017725562226,11.606652
2022-10-01 11:45:00,128.6,74.75411211003077,8.58192629761778,-53.84588788996922,53.84588788996922,8.180969594027594,10.07452,8.982883001207966,11.516985
2022-10-01 12:00:00,120.78,74.75411211003077,8.596505184271503,-46.025887889969226,46.025887889969226,8.287176437514116,9.908775,8.905833931028889,11.310354
2022-10-01 12:15:00,109.95,74.75411211003077,8.485827153234458,-35.19588788996923,35.19588788996923,8.177134751963207,9.582344,8.79451955450571,10.950517
2022-10-01 12:30:00,90.92,74.75411211003077,8.485827153234458,-16.165887889969227,16.165887889969227,8.177134751963207,9.576202,8.79451955450571,10.965257
2022-10-01 12:45:00,87.33,74.75411211003077,8.471942233909346,-12.575887889969223,12.575887889969223,8.149364913312983,9.555192,8.79451955450571,10.946475
2022-10-01 13:00:00,78.14,74.75411211003077,8.661482592903937,-3.3858878899692257,3.3858878899692257,8.376284055679072,9.304169,8.946681130128802,10.650454
2022-10-01 13:15:00,69.85,74.75411211003077,8.584864829568925,4.9041121100307805,4.9041121100307805,8.379656413829794,9.122917,8.790073245308054,10.408953
2022-10-01 13:30:00,66.78,74.75411211003077,8.544635635756407,7.974112110030774,7.974112110030774,8.371583755806212,9.053232,8.7176875157066,10.318179
2022-10-01 13:45:00,66.78,74.75411211003077,8.526487960586199,7.974112110030774,7.974112110030774,8.277203267344628,8.6779175,8.775772653827769,9.879485
2022-10-01 14:00:00,66.78,78.0915854338201,8.470844017946398,11.311585433820099,11.311585433820099,8.165915382065027,8.700419,8.775772653827769,9.909535
2022-10-01 14:15:00,66.78,85.00955162554567,8.470844017946398,18.229551625545668,18.229551625545668,8.165915382065027,8.69193,8.775772653827769,9.875154
2022-10-01 14:30:00,55.2,85.00955162554567,8.407069154691186,29.809551625545666,29.809551625545666,8.165915382065027,8.733553,8.648222927317343,9.9110565
2022-10-01 14:45:00,61.93,85.00955162554567,8.407069154691186,23.07955162554567,23.07955162554567,8.165915382065027,8.602032,8.648222927317343,9.78961
2022-10-01 15:00:00,66.76,88.7976134615556,8.143717704172332,22.037613461555594,22.037613461555594,8.052880633200473,8.320163,8.234554775144188,9.516473
2022-10-01 15:15:00,68.12,85.09212754240654,8.041696575757545,16.97212754240654,16.97212754240654,7.932766626837375,8.2554455,8.150626524677714,9.430316
2022-10-01 15:30:00,71.74,85.09212754240654,8.041696575757545,13.35212754240655,13.35212754240655,7.932766626837375,8.287267,8.150626524677714,9.471164
