datetime,actual_power,predicted_power,corrected_wind,original_wind,observed_wind,error,abs_error
2022-08-23 01:00:00,86.9956,55.39898865559738,7.128164353578189,10.744242,8.68,-31.596611344402618,31.596611344402618
2022-08-23 01:15:00,86.9956,55.39898865559738,7.121413848239709,9.401219,8.52,-31.596611344402618,31.596611344402618
2022-08-23 01:30:00,79.8859,53.92546977535687,6.917633912505653,8.159271,6.68,-25.960430224643133,25.960430224643133
2022-08-23 01:45:00,72.9467,50.28435900053206,6.592292781202539,7.716473,7.14,-22.662340999467943,22.662340999467943
2022-08-23 02:00:00,63.9573,45.124914399048286,6.592292781202539,8.113543,7.75,-18.83238560095171,18.83238560095171
2022-08-23 02:15:00,63.9573,45.578305790301165,6.645624456502826,8.775428,8.06,-18.37899420969883,18.37899420969883
2022-08-23 02:30:00,59.8448,46.078801712273474,6.746273596838449,9.053479,6.73,-13.765998287726525,13.765998287726525
2022-08-23 02:45:00,54.6305,49.89717419903072,7.179936748682248,9.484864,7.19,-4.733325800969276,4.733325800969276
2022-08-23 03:00:00,47.4299,51.85031337196142,7.234310058611036,9.67824,6.22,4.420413371961416,4.420413371961416
2022-08-23 03:15:00,40.1056,51.85031337196142,7.1234359563004315,9.099861,6.22,11.744713371961417,11.744713371961417
2022-08-23 03:30:00,32.0866,48.03194088520417,6.777825234993187,8.552526,6.37,15.945340885204175,15.945340885204175
2022-08-23 03:45:00,23.0596,44.64796982243762,6.52207256943509,8.413359,6.47,21.588369822437617,21.588369822437617
2022-08-23 04:00:00,24.0243,43.826232306740536,6.500968133293847,8.381481,5.45,19.801932306740536,19.801932306740536
2022-08-23 04:15:00,16.2959,43.826232306740536,6.500968133293847,8.3464575,4.99,27.530332306740537,27.530332306740537
2022-08-23 04:30:00,8.8566,39.75137514892515,6.381073194147402,8.080958,4.78,30.89477514892515,30.89477514892515
2022-08-23 04:45:00,4.8485,41.64978014721819,6.381073194147402,8.036622,3.76,36.801280147218186,36.801280147218186
2022-08-23 05:00:00,4.8485,44.16466669682952,6.500968133293847,8.238778,2.68,39.31616669682952,39.31616669682952
2022-08-23 05:15:00,3.0334,44.68983887645359,6.690795629930197,8.8668,2.79,41.65643887645359,41.65643887645359
2022-08-23 05:30:00,0.0,62.93126474986901,8.011852984687673,11.784138,3.71,62.93126474986901,62.93126474986901
2022-08-23 05:45:00,1.9927,79.10811561799204,8.457517893115865,11.116942,3.45,77.11541561799204,77.11541561799204
2022-08-23 06:00:00,1.7497,60.63928949567481,7.509500357379039,10.014248,3.5,58.88958949567481,58.88958949567481
2022-08-23 06:15:00,1.6858,54.37684951020971,7.293051441001823,9.607153,4.27,52.69104951020971,52.69104951020971
2022-08-23 06:30:00,2.0779,47.18023665346177,6.828966575615071,8.409159,3.81,45.10233665346177,45.10233665346177
2022-08-23 06:45:00,0.3389,40.12326893026,6.321309924740801,7.8690495,3.35,39.784368930259994,39.784368930259994
2022-08-23 07:00:00,0.0,36.46557453714991,6.321309924740801,7.725515,2.99,36.46557453714991,36.46557453714991
2022-08-23 07:15:00,0.0,36.46557453714991,6.334507569586401,7.9102855,4.07,36.46557453714991,36.46557453714991
2022-08-23 07:30:00,1.673,41.31085845195209,6.569152252949859,8.270635,5.14,39.63785845195209,39.63785845195209
2022-08-23 07:45:00,11.2279,44.64632053960276,6.704923784871282,8.501627,5.14,33.418420539602764,33.418420539602764
2022-08-23 08:00:00,15.9399,44.34347782971634,6.634886455457065,8.25029,5.55,28.40357782971634,28.40357782971634
2022-08-23 08:15:00,15.7602,44.75369300817652,6.704923784871282,8.643879,5.14,28.99349300817652,28.99349300817652
2022-08-23 08:30:00,16.536,50.84128750551687,7.266569971506223,9.874011,5.3,34.305287505516866,34.305287505516866
2022-08-23 08:45:00,16.0472,55.94780000532084,7.8849524112562674,10.468013,5.55,39.90060000532084,39.90060000532084
2022-08-23 09:00:00,17.6819,58.205640971692816,7.550392319154041,9.3723345,5.65,40.52374097169282,40.52374097169282
2022-08-23 09:15:00,31.7655,54.27537781235893,7.177125132952246,9.166881,5.76,22.509877812358933,22.509877812358933
2022-08-23 09:30:00,43.3401,54.62083264994098,7.542531272648795,9.707341,5.7,11.28073264994098,11.28073264994098
2022-08-23 09:45:00,47.5222,59.58851141351682,7.943930079602629,10.285931,6.11,12.066311413516821,12.066311413516821
2022-08-23 10:00:00,47.5471,59.583798188562064,8.01920325269804,10.425142,6.06,12.036698188562063,12.036698188562063
2022-08-23 10:15:00,46.2541,61.16180692965127,8.01920325269804,10.532342,7.19,14.907706929651269,14.907706929651269
2022-08-23 10:30:00,52.7536,60.18519001993082,8.086964933054709,10.331996,7.65,7.431590019930823,7.431590019930823
2022-08-23 10:45:00,58.8062,60.46412626874932,8.01920325269804,10.129711,7.4,1.6579262687493213,1.6579262687493213
2022-08-23 11:00:00,65.4385,63.24763029418588,8.139914089511217,10.078193,6.73,-2.190869705814123,2.190869705814123
2022-08-23 11:15:00,65.4385,63.77447535199626,8.095824940350763,10.097671,6.58,-1.6640246480037462,1.6640246480037462
2022-08-23 11:30:00,56.8881,72.51959215268705,8.095824940350763,10.242741,7.19,15.631492152687052,15.631492152687052
2022-08-23 11:45:00,43.7478,72.51959215268705,8.095824940350763,10.286659,6.42,28.771792152687055,28.771792152687055
2022-08-23 12:00:00,39.3419,72.51959215268705,8.14179513101666,10.026464,5.86,33.17769215268705,33.17769215268705
2022-08-23 12:15:00,40.095,70.21573097165214,8.069017741119712,9.89085,5.5,30.120730971652137,30.120730971652137
2022-08-23 12:30:00,41.054,63.52656654300438,8.009653606573682,9.778716,6.58,22.472566543004376,22.472566543004376
2022-08-23 12:45:00,42.656,62.89542095786421,8.009653606573682,9.707572,6.78,20.239420957864212,20.239420957864212
2022-08-23 13:00:00,37.2626,65.59871639408964,7.973543518799554,9.624581,6.42,28.336116394089636,28.336116394089636
2022-08-23 13:15:00,41.0874,64.97146926686061,7.881082579144649,9.571107,5.4,23.884069266860607,23.884069266860607
2022-08-23 13:30:00,46.5284,63.84888395287257,7.881597469053479,9.313343,5.6,17.32048395287257,17.32048395287257
2022-08-23 13:45:00,48.2291,60.32005930589391,7.57113227187397,8.984165,5.96,12.09095930589391,12.09095930589391
2022-08-23 14:00:00,50.1358,60.36084108438307,7.619357222226905,8.951857,6.93,10.225041084383065,10.225041084383065
2022-08-23 14:15:00,53.3581,60.36084108438307,7.619357222226905,9.016706,6.73,7.002741084383068,7.002741084383068
2022-08-23 14:30:00,58.4162,58.309887941957726,7.334707300521003,9.0215435,6.93,-0.10631205804227761,0.10631205804227761
2022-08-23 14:45:00,61.002,57.26444008405014,7.371148449827463,8.890538,6.78,-3.737559915949859,3.737559915949859
2022-08-23 15:00:00,60.2377,58.272540854829515,7.337417724414399,8.728318,7.29,-1.9651591451704817,1.9651591451704817
2022-08-23 15:15:00,59.4072,54.47386780177596,7.174130590061805,8.721531,6.83,-4.9333321982240435,4.9333321982240435
2022-08-23 15:30:00,59.4072,52.048709021977075,7.174130590061805,8.705667,7.65,-7.358490978022928,7.358490978022928
2022-08-23 15:45:00,55.1277,52.048709021977075,7.210571739368265,8.62642,7.4,-3.0789909780229223,3.0789909780229223
2022-08-23 16:00:00,59.5095,52.048709021977075,7.210571739368265,8.708959,7.39,-7.460790978022928,7.460790978022928
2022-08-23 16:15:00,67.6869,55.84738207503063,7.394738853882424,8.675001,7.81,-11.839517924969364,11.839517924969364
2022-08-23 16:30:00,67.6869,58.272540854829515,7.394738853882424,8.576465,9.03,-9.41435914517048,9.41435914517048
2022-08-23 16:45:00,94.3738,58.272540854829515,7.49264986397334,8.63979,8.68,-36.10125914517049,36.10125914517049
2022-08-23 17:00:00,104.3315,58.272540854829515,7.489939440079944,9.008471,8.26,-46.05895914517049,46.05895914517049
2022-08-23 17:15:00,94.0712,62.88321647527892,7.653226574432538,9.202464,9.19,-31.187983524721083,31.187983524721083
2022-08-23 17:30:00,94.0712,67.42027211878819,7.917141060752623,9.146503,9.08,-26.650927881211814,26.650927881211814
2022-08-23 17:45:00,100.5607,68.92021772463048,8.114363132667041,9.312937,9.29,-31.64048227536952,31.64048227536952
2022-08-23 18:00:00,107.5262,75.67781222265853,8.14073028118047,9.551372,10.52,-31.848387777341472,31.848387777341472
2022-08-23 18:15:00,101.2107,75.67781222265853,8.081380599778463,9.471703,10.88,-25.53288777734147,25.53288777734147
