EOF_Mode,Variance_Explained_%,Mean_Profile_Correlation,Pattern_10m,Pattern_30m,Pattern_50m,Pattern_70m
EOF1,94.10858517358811,0.9402251297207227,0.477988327644924,0.5070712642477629,0.5093287052068546,0.5049655054176406
EOF2,4.547145724493607,0.9744791498896717,-0.8768639333765512,0.23991086065783956,0.2670786813403404,0.31972081454813495
EOF3,0.955463074203872,0.2191467697994714,0.05080180973352113,-0.6960068407381497,-0.06217344768378161,0.7135321409555494
EOF4,0.3888060277144194,0.04890346809846586,-0.00748178497492352,-0.4482142228424809,0.8157130073922604,-0.365595846401971
