eof_variance_explained,pc1_mean,pc1_std,alpha_10_70_mean,alpha_10_70_std,stable_pc1_mean,unstable_pc1_mean,ttest_pvalue,ttest_significant
0.9410858517358811,-4.346076331655716e-18,1.9401730475290575,0.08965287840804687,0.16857050992008926,-0.8459354009503809,0.03147366694423037,2.6218534173858594e-104,True
