datetime,actual_power,predicted_power,fused_corrected_wind,error,abs_error,corrected_ec_10m,weight_ec_10m,corrected_ec_70m,weight_ec_70m,corrected_gfs_10m,weight_gfs_10m,corrected_gfs_70m,weight_gfs_70m
2022-09-05 04:45:00,18.8313,54.43202774775995,6.5250141532265,35.600727747759954,35.600727747759954,6.560807297926971,0.25,8.379732290376296,0.25,4.608801476407274,0.25,6.550715548195459,0.25
2022-09-05 05:00:00,15.8135,54.43202774775995,6.529242958350679,38.618527747759956,38.618527747759956,6.560807297926971,0.25,8.54997274141259,0.25,4.427351147682835,0.25,6.578840646380321,0.25
2022-09-05 05:15:00,10.1019,53.99256766775144,6.547623475148651,43.89066766775144,43.89066766775144,6.560807297926971,0.25,8.54997274141259,0.25,4.427351147682835,0.25,6.652362713572211,0.25
2022-09-05 05:30:00,11.1845,52.79838475190979,6.47168697874026,41.613884751909794,41.613884751909794,6.44418436235725,0.25,8.435533873501884,0.25,4.390858507461361,0.25,6.6161711716405485,0.25
2022-09-05 05:45:00,13.7484,53.110773014624584,6.394739573853004,39.36237301462458,39.36237301462458,6.4867038968467305,0.25,8.435533873501884,0.25,4.343094145490746,0.25,6.3136263795726535,0.25
2022-09-05 06:00:00,17.6101,42.50179878826542,6.13842630520031,24.89169878826542,24.89169878826542,6.4867038968467305,0.25,8.358547582607336,0.25,4.096939727943083,0.25,5.611514013404091,0.25
2022-09-05 06:15:00,23.5178,41.31489090790031,6.133429612206071,17.797090907900312,17.797090907900312,6.4867038968467305,0.25,8.258839738263468,0.25,4.404523032734402,0.25,5.383651780979684,0.25
2022-09-05 06:30:00,23.5178,39.93138028009276,6.010922823430249,16.41358028009276,16.41358028009276,6.4867038968467305,0.25,8.258839738263468,0.25,4.096939727943083,0.25,5.201207930667715,0.25
2022-09-05 06:45:00,23.4638,39.93138028009276,6.010922823430249,16.46758028009276,16.46758028009276,6.4867038968467305,0.25,8.258839738263468,0.25,4.096939727943083,0.25,5.201207930667715,0.25
2022-09-05 07:00:00,23.3153,41.31489090790031,6.129150132664382,17.999590907900313,17.999590907900313,6.4867038968467305,0.25,8.258839738263468,0.25,4.191772279482906,0.25,5.57928461606442,0.25
2022-09-05 07:15:00,27.4065,41.344132166519145,6.166498720973314,13.937632166519144,13.937632166519144,6.4867038968467305,0.25,8.258839738263468,0.25,4.236013541993807,0.25,5.684437706789252,0.25
2022-09-05 07:30:00,26.2457,41.84471654515875,6.1727331352926225,15.599016545158747,15.599016545158747,6.4867038968467305,0.25,8.258839738263468,0.25,4.2609511992710365,0.25,5.684437706789252,0.25
2022-09-05 07:45:00,24.5543,41.84471654515875,6.284270356766017,17.290416545158745,17.290416545158745,6.564078918030326,0.25,8.318168289782134,0.25,4.3448884212371155,0.25,5.909945798014492,0.25
2022-09-05 08:00:00,23.7416,41.344132166519145,6.320905111881153,17.602532166519147,17.602532166519147,6.564078918030326,0.25,8.318168289782134,0.25,4.43296055745376,0.25,5.9684126822583945,0.25
2022-09-05 08:15:00,27.3206,41.344132166519145,6.322078010983946,14.023532166519146,14.023532166519146,6.564078918030326,0.25,8.264304521630327,0.25,4.43296055745376,0.25,6.026968046821372,0.25
2022-09-05 08:30:00,27.3717,39.43079590145316,6.008394996398726,12.059095901453158,12.059095901453158,6.24202254195515,0.25,7.380137975050853,0.25,4.43296055745376,0.25,5.978458911135142,0.25
2022-09-05 08:45:00,24.8711,36.83746342774992,5.735808952395709,11.966363427749918,11.966363427749918,6.287104716764059,0.25,7.052182865970569,0.25,4.161889820789841,0.25,5.44205840605837,0.25
2022-09-05 09:00:00,20.8112,31.09379403720766,5.414321568807539,10.282594037207662,10.282594037207662,5.588185879406997,0.25,7.002494375236832,0.25,4.0434480686095835,0.25,5.023157951976743,0.25
2022-09-05 09:15:00,20.8112,26.04492236087812,5.103526911185321,5.233722360878122,5.233722360878122,4.6947957223184265,0.25,6.859358053844904,0.25,4.0434480686095835,0.25,4.81650579996837,0.25
2022-09-05 09:30:00,21.1607,22.655630246094415,4.841206884134807,1.494930246094416,1.494930246094416,4.597209297981987,0.25,5.953131987385808,0.25,4.007747877897128,0.25,4.806738373274304,0.25
