datetime,actual_power,predicted_power,fused_corrected_wind,error,abs_error,corrected_ec_10m,corrected_ec_70m,corrected_gfs_10m,corrected_gfs_70m
2022-07-14 23:45:00,116.3102,61.75400684956086,6.676154661352854,-54.556193150439135,54.556193150439135,4.896307398643237,6.212617190665675,6.460349129573823,7.8534107931590835
2022-07-15 00:00:00,111.2877,51.01884406985625,5.84674355928999,-60.26885593014375,60.26885593014375,5.458835843560948,6.727316861860606,5.500868948956564,5.981475775262743
2022-07-15 00:15:00,108.7764,43.44257787442389,5.80960813200984,-65.3338221255761,65.3338221255761,5.602932815567471,6.812977254498029,4.900839176230089,6.3769368851985275
2022-07-15 00:30:00,108.7764,43.44257787442389,5.81689309468689,-65.3338221255761,65.3338221255761,5.602932815567471,6.812977254498029,4.851426128887474,6.4471641116184255
2022-07-15 00:45:00,108.7764,45.03236026535921,5.854437177914434,-63.744039734640786,63.744039734640786,5.4731431798155015,6.8344193065579555,5.016363818491806,6.4359299099608105
2022-07-15 01:00:00,108.7764,42.612487922443975,5.752667208929929,-66.16391207755602,66.16391207755602,5.039268109470315,6.7536263852630745,4.921511892864255,6.460582492049805
2022-07-15 01:15:00,108.7764,39.55571564612952,5.634343054023537,-69.22068435387047,69.22068435387047,4.713541988737143,6.166380116905843,4.894545750281004,6.540753501653537
2022-07-15 01:30:00,108.7764,37.56900809798907,5.559172997271303,-71.20739190201093,71.20739190201093,4.729414681397626,5.62908476714187,4.902388482153188,6.5416060321050375
2022-07-15 01:45:00,108.7764,36.0141568912232,5.5481863499692,-72.7622431087768,72.7622431087768,4.6153536744714945,5.874330552667747,4.8164546587335835,6.539927386690171
2022-07-15 02:00:00,75.1319,35.6114640779599,5.525102164055263,-39.5204359220401,39.5204359220401,4.584866229677943,5.9941735536030105,4.781496749652852,6.470635240527491
2022-07-15 02:15:00,7.8428,37.45886289904735,5.6929033563867275,29.616062899047346,29.616062899047346,4.713578546505362,6.472501667132062,4.948941184208212,6.522462599623542
2022-07-15 02:30:00,3.2501,41.753794737475204,5.820217107396058,38.5036947374752,38.5036947374752,4.582805366286918,6.558162059769485,4.96838376327259,6.886107646691975
2022-07-15 02:45:00,0.8525,43.03988506116059,5.813380148796297,42.18738506116059,42.18738506116059,4.776303644934392,6.288262297993615,4.981593088614012,6.886107646691975
2022-07-15 03:00:00,0.0,38.452405608411155,5.545738523805616,38.452405608411155,38.452405608411155,5.070517103354221,6.080719724268421,4.815823501891081,6.250042211429548
2022-07-15 03:15:00,0.0,35.007962940091105,5.407799420421133,35.007962940091105,35.007962940091105,5.010731361104992,5.9326895207927794,4.815916568178039,5.944901397926155
2022-07-15 03:30:00,0.0,33.66134060426913,5.317391574171315,33.66134060426913,33.66134060426913,4.9190968684536065,5.9326895207927794,4.804881593756456,5.7369001656274206
2022-07-15 03:45:00,0.0,31.3100804405049,5.287609464926419,31.3100804405049,31.3100804405049,4.653010313936832,5.624386116473341,4.748235001742489,5.9546221421572065
2022-07-15 04:00:00,0.0,32.73522646292651,5.488106839728138,32.73522646292651,32.73522646292651,4.805828077305168,6.349557326337455,4.633209508789949,6.26621628887218
2022-07-15 04:15:00,0.0,35.6114640779599,5.560017282971886,35.6114640779599,35.6114640779599,5.0155980332845465,6.897817415814356,4.575024933706755,6.204989253741962
2022-07-15 04:30:00,0.0,35.007962940091105,5.46520728161616,35.007962940091105,35.007962940091105,5.0322529275283925,6.317279075689516,4.545803549496536,6.204989253741962
2022-07-15 04:45:00,0.0,35.533708666208646,5.592359255275878,35.533708666208646,35.533708666208646,4.996559124190305,6.287450305303779,4.79671237578418,6.3454528837922926
2022-07-15 05:00:00,0.0,35.6114640779599,5.566825198863141,35.6114640779599,35.6114640779599,4.881799696487762,6.287450305303779,4.720295579198673,6.3980978453567845
2022-07-15 05:15:00,0.0,35.6114640779599,5.613708872810614,35.6114640779599,35.6114640779599,5.0322529275283925,6.287450305303779,4.80610245490594,6.381764367624886
2022-07-15 05:30:00,0.0,37.45886289904735,5.718522871511334,37.45886289904735,37.45886289904735,4.951045803931137,7.067417420239163,4.80610245490594,6.381764367624886
2022-07-15 05:45:00,0.0,40.303956897668805,5.837081903559193,40.303956897668805,40.303956897668805,5.298210055216085,7.362260219888788,4.853363189767393,6.3980978453567845
2022-07-15 06:00:00,0.5115,40.98715673237142,5.8648901953656924,40.47565673237142,40.47565673237142,5.611194651534068,7.431449023511999,4.7950167542033615,6.372107943250303
2022-07-15 06:15:00,3.8717,40.98715673237142,5.928486340260665,37.11545673237142,37.11545673237142,5.342839721569358,7.3790061372083455,4.800582209862386,6.6857305371205005
2022-07-15 06:30:00,6.3758,41.555132460602515,5.9797704344292795,35.17933246060252,35.17933246060252,5.169276250158583,7.30175755304549,4.89173585220485,6.848593759077059
2022-07-15 06:45:00,8.9404,40.98715673237142,5.9357448468557985,32.04675673237142,32.04675673237142,4.992493059433662,7.292747827208352,4.907454102380955,6.786713651503322
2022-07-15 07:00:00,4.1452,37.51231562701198,5.678549963318361,33.36711562701198,33.36711562701198,4.790111414055303,6.891126284759618,4.81630046003849,6.401883278521863
2022-07-15 07:15:00,4.1452,35.24628925462392,5.5427565361148,31.10108925462392,31.10108925462392,4.794204773533361,6.518962244015889,4.695243100424233,6.292703995239804
2022-07-15 07:30:00,6.2785,33.08793690998925,5.4575247668513205,26.80943690998925,26.80943690998925,4.813205479652088,6.518962244015889,4.502370581560467,6.233914013585602
