datetime,power,gfs_wind_speed_10m,gfs_wind_speed_70m
2021-05-05 23:45:00,34.5135,5.003865,6.2994366
2021-05-06 00:00:00,28.1654,5.0475264,6.683413
2021-05-06 00:15:00,25.8247,5.043448,6.563383
2021-05-06 00:30:00,23.6513,4.9073334,6.2784934
2021-05-06 00:45:00,21.6525,4.764856,5.925337
2021-05-06 01:00:00,19.7949,4.6728773,5.587305
2021-05-06 01:15:00,18.0759,4.9105487,5.3381977
2021-05-06 01:30:00,16.523,5.324704,5.460032
2021-05-06 01:45:00,15.1252,5.005592,6.30952
2021-05-06 02:00:00,13.8863,4.746997,6.5272613
2021-05-06 02:15:00,12.781,4.6670327,6.4373484
2021-05-06 02:30:00,11.8078,4.599406,6.377353
2021-05-06 02:45:00,10.9647,4.4850497,6.0326676
2021-05-06 03:00:00,10.2386,4.2575984,5.4374614
2021-05-06 03:15:00,9.6131,3.8417075,4.494141
2021-05-06 03:30:00,9.1131,3.1045802,3.1230695
2021-05-06 03:45:00,8.7347,2.28598,1.9470149
2021-05-06 04:00:00,8.4654,1.7977192,1.2408603
2021-05-06 04:15:00,8.3005,1.5644943,0.7775955
2021-05-06 04:30:00,8.1949,1.4093117,0.47905362
2021-05-06 04:45:00,8.1528,1.2166516,0.26036572
2021-05-06 05:00:00,8.1686,0.945101,0.28464684
2021-05-06 05:15:00,8.2423,0.9324342,0.9564239
2021-05-06 05:30:00,8.3535,1.4190567,1.9124868
2021-05-06 05:45:00,8.4975,1.9669751,2.834838
2021-05-06 06:00:00,8.6588,2.4656608,3.4907053
2021-05-06 06:15:00,8.8381,2.8373973,3.8197238
2021-05-06 06:30:00,9.102,3.0546556,3.9125607
2021-05-06 06:45:00,9.4487,3.1164412,3.840574
2021-05-06 07:00:00,9.8712,3.0445209,3.6915636
2021-05-06 07:15:00,10.3745,2.8221414,3.4642448
2021-05-06 07:30:00,10.8975,2.4119647,3.0848153
2021-05-06 07:45:00,11.4349,2.0286546,2.6756847
2021-05-06 08:00:00,11.9679,2.0911114,2.382396
2021-05-06 08:15:00,12.4888,2.3482559,2.5374374
2021-05-06 08:30:00,13.0368,2.8789587,3.17968
2021-05-06 08:45:00,13.5993,2.4158702,2.5559993
2021-05-06 09:00:00,14.1414,1.8659921,2.0779066
2021-05-06 09:15:00,14.6534,1.4536384,1.6325626
2021-05-06 09:30:00,15.2973,1.4863204,1.5008596
2021-05-06 09:45:00,16.0373,1.8743591,1.7478001
2021-05-06 10:00:00,16.8498,2.0355928,1.858536
2021-05-06 10:15:00,17.6659,1.8482684,1.6452676
2021-05-06 10:30:00,18.4157,1.5886192,1.3571637
2021-05-06 10:45:00,19.0566,1.4987652,1.2531015
2021-05-06 11:00:00,19.5703,1.6026655,1.362893
2021-05-06 11:15:00,19.9215,1.7748268,1.5623937
2021-05-06 11:30:00,20.1399,1.8946766,1.7313257
2021-05-06 11:45:00,20.2039,1.8840668,1.7543697
2021-05-06 12:00:00,20.1308,1.7708656,1.6338387
2021-05-06 12:15:00,19.9305,1.6963637,1.5250802
2021-05-06 12:30:00,19.7318,1.7197096,1.5363859
2021-05-06 12:45:00,19.5345,1.7853581,1.6206456
2021-05-06 13:00:00,19.3742,1.8728411,1.738798
2021-05-06 13:15:00,19.2768,1.9766215,1.8822294
2021-05-06 13:30:00,19.0566,2.0939074,2.0519154
2021-05-06 13:45:00,18.7688,2.211664,2.226022
2021-05-06 14:00:00,18.4499,2.2493627,2.323344
2021-05-06 14:15:00,18.1604,2.2658734,2.3613043
2021-05-06 14:30:00,17.8491,2.3769126,2.55573
2021-05-06 14:45:00,17.5499,2.6376698,2.895687
2021-05-06 15:00:00,17.2871,2.9874692,3.3000386
2021-05-06 15:15:00,17.0755,3.326964,3.6697652
2021-05-06 15:30:00,17.0351,3.5953498,3.95351
2021-05-06 15:45:00,17.2055,3.787635,4.1546445
2021-05-06 16:00:00,17.5913,3.8978996,4.267942
2021-05-06 16:15:00,18.2197,3.998113,4.3811216
2021-05-06 16:30:00,18.9341,4.1313553,4.5397944
2021-05-06 16:45:00,19.7318,4.3436604,4.7966003
2021-05-06 17:00:00,20.5822,4.5832815,5.0886755
2021-05-06 17:15:00,21.4792,4.6747766,5.209486
2021-05-06 17:30:00,22.3662,4.565388,5.104032
2021-05-06 17:45:00,23.1895,4.424996,4.9613786
2021-05-06 18:00:00,23.8796,4.2734275,4.7966585
2021-05-06 18:15:00,24.3944,4.08283,4.585175
2021-05-06 18:30:00,24.9178,3.8114772,4.3037834
2021-05-06 18:45:00,25.4392,3.6535764,4.161617
2021-05-06 19:00:00,25.9914,3.6738422,4.2053747
2021-05-06 19:15:00,26.5644,3.705819,4.26706
2021-05-06 19:30:00,27.0093,3.760816,4.389737
2021-05-06 19:45:00,27.3092,3.4503286,4.52339
2021-05-06 20:00:00,27.4252,2.801411,4.574646
2021-05-06 20:15:00,27.3788,2.8215673,4.4292436
2021-05-06 20:30:00,27.1935,2.7637093,4.2138066
2021-05-06 20:45:00,26.9061,2.6653697,4.0054264
2021-05-06 21:00:00,26.5644,2.590952,3.8220668
2021-05-06 21:15:00,26.2037,2.5014298,3.6150196
2021-05-06 21:30:00,25.8802,2.4536157,3.4590142
2021-05-06 21:45:00,25.6479,2.519493,3.4344747
2021-05-06 22:00:00,25.5598,2.7957911,3.5965579
2021-05-06 22:15:00,25.6479,3.4323468,4.061714
2021-05-06 22:30:00,25.7141,4.1791687,4.826172
2021-05-06 22:45:00,25.7583,4.8137817,5.5658803
2021-05-06 23:00:00,25.7251,4.779454,5.778477
2021-05-06 23:15:00,25.6038,4.944342,6.011297
2021-05-06 23:30:00,25.3954,5.030808,6.1750636
2021-05-06 23:45:00,25.0798,5.121218,6.384629
2021-05-07 00:00:00,25.9468,6.471894,9.782411
2021-05-07 00:15:00,26.0359,6.524014,9.937807
2021-05-07 00:30:00,26.0471,6.7889347,10.178355
2021-05-07 00:45:00,25.9802,7.038191,10.143812
2021-05-07 01:00:00,25.8358,6.970294,9.9204235
2021-05-07 01:15:00,25.6038,6.840667,9.7192745
2021-05-07 01:30:00,25.3517,6.8010545,9.950886
2021-05-07 01:45:00,25.0365,6.739923,9.969889
2021-05-07 02:00:00,24.6497,6.698003,10.011159
2021-05-07 02:15:00,24.1517,6.7511415,10.049815
2021-05-07 02:30:00,23.5996,6.758857,9.672653
2021-05-07 02:45:00,22.9664,6.664634,9.1082325
2021-05-07 03:00:00,22.2674,6.552028,8.84022
2021-05-07 03:15:00,21.508,6.3489666,8.543936
2021-05-07 03:30:00,20.778,6.237201,8.330058
2021-05-07 03:45:00,20.076,6.361132,8.342655
2021-05-07 04:00:00,19.392,6.437771,8.494687
2021-05-07 04:15:00,18.7514,6.396499,8.3805485
2021-05-07 04:30:00,18.1604,6.3483486,8.29448
2021-05-07 04:45:00,17.6493,6.322121,8.284197
2021-05-07 05:00:00,17.2462,6.362302,8.015567
2021-05-07 05:15:00,16.9543,6.4285636,8.030778
2021-05-07 05:30:00,16.7537,6.519236,8.348867
2021-05-07 05:45:00,16.6739,6.6374454,8.9628525
2021-05-07 06:00:00,16.7377,6.72173,9.187172
2021-05-07 06:15:00,16.9463,6.6761727,9.031621
2021-05-07 06:30:00,17.1811,6.4901204,8.536606
2021-05-07 06:45:00,17.4346,6.239366,7.648038
2021-05-07 07:00:00,17.7157,5.942329,6.63121
2021-05-07 07:15:00,18.0506,5.7740936,6.1593027
2021-05-07 07:30:00,18.3815,5.657577,6.1423965
2021-05-07 07:45:00,18.7341,5.489867,6.1281114
2021-05-07 08:00:00,19.118,5.3371167,6.1323147
2021-05-07 08:15:00,19.5256,5.1607194,6.1821017
2021-05-07 08:30:00,19.9305,4.943685,6.1252394
2021-05-07 08:45:00,20.3141,4.8033476,5.7239604
2021-05-07 09:00:00,20.6752,4.602063,5.171593
2021-05-07 09:15:00,20.9752,4.4158697,5.1030736
2021-05-07 09:30:00,21.2593,4.5483804,5.2457223
2021-05-07 09:45:00,21.508,4.6702085,5.357198
2021-05-07 10:00:00,21.7298,4.764953,5.437094
2021-05-07 10:15:00,21.9046,5.004479,5.6878214
2021-05-07 10:30:00,22.2082,5.2226663,5.9335594
2021-05-07 10:45:00,22.6648,5.402337,6.1419983
2021-05-07 11:00:00,23.2711,5.609272,6.362573
2021-05-07 11:15:00,24.0363,5.7727184,6.5398464
2021-05-07 11:30:00,24.9394,5.937063,6.7173357
2021-05-07 11:45:00,25.9802,6.03416,6.8181424
2021-05-07 12:00:00,27.1704,6.066497,6.850264
2021-05-07 12:15:00,28.5234,6.0911665,6.8720317
2021-05-07 12:30:00,29.9672,6.0629177,6.833202
2021-05-07 12:45:00,31.521,5.9879107,6.742515
2021-05-07 13:00:00,33.1792,5.9157395,6.651392
2021-05-07 13:15:00,34.9629,5.80704,6.523651
2021-05-07 13:30:00,36.8223,5.6635065,6.3632364
2021-05-07 13:45:00,38.744,5.586917,6.286433
2021-05-07 14:00:00,40.7439,5.6125665,6.3226347
2021-05-07 14:15:00,42.7739,5.70619,6.4142966
2021-05-07 14:30:00,44.8299,5.78305,6.4987574
2021-05-07 14:45:00,46.8542,5.844962,6.580217
2021-05-07 15:00:00,48.837,5.951307,6.706417
2021-05-07 15:15:00,50.7688,6.0114946,6.780844
2021-05-07 15:30:00,52.3699,6.0593224,6.844759
2021-05-07 15:45:00,53.6143,6.1324058,6.93984
2021-05-07 16:00:00,54.4821,6.189697,7.0142007
2021-05-07 16:15:00,54.9198,6.1739974,7.0026608
2021-05-07 16:30:00,55.0996,6.1259413,6.9554896
2021-05-07 16:45:00,54.9797,6.11851,6.9561825
2021-05-07 17:00:00,54.5615,6.114542,6.9616246
2021-05-07 17:15:00,53.85,6.0891833,6.94374
2021-05-07 17:30:00,52.8728,6.0524554,6.9175715
2021-05-07 17:45:00,51.622,6.016306,6.891042
2021-05-07 18:00:00,50.1125,5.9631615,6.8474936
2021-05-07 18:15:00,48.3991,5.882189,6.7699194
2021-05-07 18:30:00,46.6947,5.7582345,6.646861
2021-05-07 18:45:00,45.019,5.5988913,6.48861
2021-05-07 19:00:00,43.3562,5.412746,6.312619
2021-05-07 19:15:00,41.7087,5.1878495,6.109548
2021-05-07 19:30:00,40.2839,4.8797536,5.885908
2021-05-07 19:45:00,39.0821,3.8939922,5.589697
2021-05-07 20:00:00,38.0747,3.195454,5.464084
2021-05-07 20:15:00,37.251,3.2540107,5.4020996
2021-05-07 20:30:00,36.6315,3.3699765,5.4128304
2021-05-07 20:45:00,36.1795,3.4396985,5.46587
2021-05-07 21:00:00,35.9047,3.489217,5.4673033
2021-05-07 21:15:00,35.7895,3.506995,5.3825345
2021-05-07 21:30:00,35.7032,3.519014,5.256522
2021-05-07 21:45:00,35.6459,3.5553854,5.118093
2021-05-07 22:00:00,35.6029,3.7789876,5.073278
2021-05-07 22:15:00,35.5599,4.59691,5.3745866
2021-05-07 22:30:00,35.36,4.661071,5.4296393
2021-05-07 22:45:00,34.977,4.53072,5.29709
2021-05-07 23:00:00,34.4297,4.496403,5.217604
2021-05-07 23:15:00,33.6969,4.4519553,5.160559
2021-05-07 23:30:00,32.8018,4.4788494,5.1574125
2021-05-07 23:45:00,31.7686,4.605895,5.2585177
2021-05-08 00:00:00,28.8125,5.549698,6.4245896
2021-05-08 00:15:00,27.5417,6.1061964,7.829434
2021-05-08 00:30:00,26.316,6.178053,8.668034
2021-05-08 00:45:00,25.1015,6.518214,8.810672
2021-05-08 01:00:00,23.9213,6.731889,9.407137
2021-05-08 01:15:00,22.7549,6.9140024,9.863087
2021-05-08 01:30:00,21.6815,6.8767085,9.776368
2021-05-08 01:45:00,20.6846,6.6221333,9.3590555
2021-05-08 02:00:00,19.7408,6.1266174,8.535893
2021-05-08 02:15:00,18.8469,5.731093,7.845287
2021-05-08 02:30:00,17.9917,5.5711007,7.344109
2021-05-08 02:45:00,17.1729,5.512076,7.0874553
2021-05-08 03:00:00,16.4046,5.587227,7.014028
2021-05-08 03:15:00,15.6681,5.6417294,6.904442
2021-05-08 03:30:00,15.0286,5.585433,6.7930865
2021-05-08 03:45:00,14.479,5.4261875,6.4451923
2021-05-08 04:00:00,14.0134,5.1330004,5.616157
2021-05-08 04:15:00,13.6411,4.7895427,4.963161
2021-05-08 04:30:00,13.2956,4.45998,4.5580907
2021-05-08 04:45:00,12.9827,4.3595676,4.4852676
2021-05-08 05:00:00,12.7209,4.421878,4.678054
2021-05-08 05:15:00,12.502,4.5042386,5.010145
2021-05-08 05:30:00,12.3377,4.649079,5.3804746
2021-05-08 05:45:00,12.2332,4.8278365,5.5664763
2021-05-08 06:00:00,12.1877,4.960112,5.581569
2021-05-08 06:15:00,12.2137,5.007089,5.497533
2021-05-08 06:30:00,12.2462,4.990497,5.407536
2021-05-08 06:45:00,12.2919,4.895315,5.313456
2021-05-08 07:00:00,12.3442,4.732773,5.2339926
2021-05-08 07:15:00,12.4098,4.5736403,5.4141803
2021-05-08 07:30:00,12.4427,4.4757595,5.801541
2021-05-08 07:45:00,12.4493,4.532594,6.0455847
2021-05-08 08:00:00,12.423,4.6713767,6.1216793
2021-05-08 08:15:00,12.3508,4.7250853,6.13779
2021-05-08 08:30:00,12.2658,4.7962728,6.03148
2021-05-08 08:45:00,12.1487,4.858099,5.8076825
2021-05-08 09:00:00,12.0,5.0933833,5.6210012
2021-05-08 09:15:00,11.8014,5.120859,5.696136
2021-05-08 09:30:00,11.6426,4.9032345,5.4378285
2021-05-08 09:45:00,11.5102,4.546377,5.072242
2021-05-08 10:00:00,11.4099,4.252183,4.739841
2021-05-08 10:15:00,11.3287,4.14184,4.620327
2021-05-08 10:30:00,11.3537,4.1441317,4.6145725
2021-05-08 10:45:00,11.4788,4.2516975,4.7331176
2021-05-08 11:00:00,11.7123,4.5133896,5.0364647
2021-05-08 11:15:00,12.0581,4.856603,5.4354444
2021-05-08 11:30:00,12.4888,5.165993,5.781479
2021-05-08 11:45:00,13.0165,5.3965135,6.0353737
2021-05-08 12:00:00,13.648,5.6099067,6.2755604
2021-05-08 12:15:00,14.4067,5.770036,6.4565682
2021-05-08 12:30:00,15.2523,5.8360596,6.539355
2021-05-08 12:45:00,16.2007,5.8299837,6.5392003
2021-05-08 13:00:00,17.2789,5.7865686,6.4935575
2021-05-08 13:15:00,18.5271,5.7548823,6.454445
2021-05-08 13:30:00,19.8219,5.7419777,6.436065
2021-05-08 13:45:00,21.1833,5.695765,6.3797607
2021-05-08 14:00:00,22.6248,5.620395,6.295673
2021-05-08 14:15:00,24.1622,5.559538,6.212155
2021-05-08 14:30:00,25.7472,5.517154,6.1613903
2021-05-08 14:45:00,27.3788,5.4611554,6.1084967
2021-05-08 15:00:00,29.0551,5.4282904,6.0696974
2021-05-08 15:15:00,30.7617,5.3443317,5.985151
2021-05-08 15:30:00,32.4013,5.4475408,6.1125255
2021-05-08 15:45:00,33.9168,5.585597,6.2751913
2021-05-08 16:00:00,35.2604,5.649625,6.351907
2021-05-08 16:15:00,36.3976,5.6603355,6.369105
2021-05-08 16:30:00,37.3699,5.6313567,6.343132
2021-05-08 16:45:00,38.1806,5.5508785,6.2592754
2021-05-08 17:00:00,38.8053,5.444466,6.1483583
2021-05-08 17:15:00,39.2521,5.333422,6.0342155
2021-05-08 17:30:00,39.5314,5.2343855,5.933287
2021-05-08 17:45:00,39.6404,5.1382856,5.837862
2021-05-08 18:00:00,39.547,5.1035776,5.814256
2021-05-08 18:15:00,39.2985,5.0773745,5.7984753
2021-05-08 18:30:00,39.0051,4.9900007,5.7177954
2021-05-08 18:45:00,38.7593,4.8217406,5.5468907
2021-05-08 19:00:00,38.5758,4.614789,5.343169
2021-05-08 19:15:00,38.4996,4.446859,5.2077293
2021-05-08 19:30:00,38.5301,4.279759,5.1585774
2021-05-08 19:45:00,38.6828,3.455001,5.1282973
2021-05-08 20:00:00,38.9743,3.0638812,5.199763
2021-05-08 20:15:00,39.4226,3.1932807,5.264009
2021-05-08 20:30:00,40.0318,3.3370035,5.272965
2021-05-08 20:45:00,40.8396,3.5494251,5.502097
2021-05-08 21:00:00,41.855,3.967813,6.4372272
2021-05-08 21:15:00,43.1392,4.312713,7.1772685
2021-05-08 21:30:00,44.4537,4.4914927,7.3907433
2021-05-08 21:45:00,45.7638,4.580679,7.4741673
2021-05-08 22:00:00,47.0141,4.620415,7.4647584
2021-05-08 22:15:00,48.1813,4.7237444,7.352748
2021-05-08 22:30:00,49.0387,4.9117913,7.2160635
2021-05-08 22:45:00,49.5179,4.867581,7.2666707
2021-05-08 23:00:00,49.4994,4.780384,7.439976
2021-05-08 23:15:00,48.947,4.7410083,7.4880195
2021-05-08 23:30:00,47.9823,4.7377915,6.8902836
2021-05-08 23:45:00,46.6063,4.6948004,5.93714
2021-05-09 00:00:00,46.9845,4.765393,6.057222
2021-05-09 00:15:00,45.8711,4.8707423,5.762731
2021-05-09 00:30:00,44.4092,5.0051923,5.6708627
2021-05-09 00:45:00,42.6284,4.90611,5.372779
2021-05-09 01:00:00,40.5495,4.8756666,5.0099387
2021-05-09 01:15:00,38.2613,4.6535416,4.9978247
2021-05-09 01:30:00,35.9597,4.7026215,4.6045585
2021-05-09 01:45:00,33.6748,3.9067953,2.805111
2021-05-09 02:00:00,31.3825,4.1928988,4.150308
2021-05-09 02:15:00,29.1024,4.381632,5.303298
2021-05-09 02:30:00,26.9166,4.2653017,4.350075
2021-05-09 02:45:00,24.8165,3.5878875,3.2991407
2021-05-09 03:00:00,22.7756,2.8609354,2.6497316
2021-05-09 03:15:00,20.7909,2.4536479,2.1456826
2021-05-09 03:30:00,19.0693,1.9921644,1.4688994
2021-05-09 03:45:00,17.5495,1.8750969,1.2719787
2021-05-09 04:00:00,16.2188,2.010828,1.4089153
2021-05-09 04:15:00,15.0523,2.1926093,1.8228822
2021-05-09 04:30:00,14.0637,2.1094527,1.825283
2021-05-09 04:45:00,13.2338,1.8933394,1.5587324
2021-05-09 05:00:00,12.5422,1.7773112,1.3766581
2021-05-09 05:15:00,11.966,1.8780885,1.2457308
2021-05-09 05:30:00,11.5041,2.191265,1.5327867
2021-05-09 05:45:00,11.1449,2.5177133,2.1195707
2021-05-09 06:00:00,10.8785,2.6595354,2.6360724
2021-05-09 06:15:00,10.6906,2.753281,3.1976492
2021-05-09 06:30:00,10.6146,2.8675675,3.6995413
2021-05-09 06:45:00,10.6555,2.9349508,3.9354765
2021-05-09 07:00:00,10.8079,3.0059786,4.1215634
2021-05-09 07:15:00,11.0796,2.954049,4.2182913
2021-05-09 07:30:00,11.3359,2.80262,4.261777
2021-05-09 07:45:00,11.5766,2.945125,4.388586
2021-05-09 08:00:00,11.801,3.3973684,4.4352984
2021-05-09 08:15:00,12.0213,3.3534667,4.295836
2021-05-09 08:30:00,12.2247,3.620768,3.957686
2021-05-09 08:45:00,12.4235,3.3882313,3.676072
2021-05-09 09:00:00,12.63,3.3009157,3.6099584
2021-05-09 09:15:00,12.8509,3.3085153,3.607443
2021-05-09 09:30:00,12.9524,3.1954455,3.4627926
2021-05-09 09:45:00,12.9779,3.0506697,3.2906842
2021-05-09 10:00:00,12.9588,2.9038155,3.1236813
2021-05-09 10:15:00,12.927,2.7970896,3.003681
2021-05-09 10:30:00,12.8255,2.7221477,2.9147367
2021-05-09 10:45:00,12.674,2.4987195,2.6524644
2021-05-09 11:00:00,12.4796,2.208824,2.322333
2021-05-09 11:15:00,12.2557,2.0175772,2.0926228
2021-05-09 11:30:00,12.009,1.9436966,1.9719381
2021-05-09 11:45:00,11.7402,1.9223299,1.8708616
2021-05-09 12:00:00,11.45,2.0122952,1.8735024
2021-05-09 12:15:00,11.1271,2.1669216,1.9701312
2021-05-09 12:30:00,10.8255,2.2760684,2.044386
2021-05-09 12:45:00,10.5563,2.273124,2.0725663
2021-05-09 13:00:00,10.3127,2.2248135,2.1208336
2021-05-09 13:15:00,10.1055,2.226568,2.2328074
2021-05-09 13:30:00,10.0483,2.3486667,2.453575
2021-05-09 13:45:00,10.1055,2.50124,2.6878572
2021-05-09 14:00:00,10.2435,2.6614695,2.9371035
2021-05-09 14:15:00,10.4285,3.0991814,3.4249542
2021-05-09 14:30:00,10.6497,3.7760744,4.1449447
2021-05-09 14:45:00,10.8962,4.2423177,4.6454597
2021-05-09 15:00:00,11.1568,4.5175548,4.962241
2021-05-09 15:15:00,11.4139,4.7994485,5.2842107
2021-05-09 15:30:00,11.6552,5.044397,5.5793524
2021-05-09 15:45:00,11.8926,5.437645,6.0633664
2021-05-09 16:00:00,12.1505,5.9278455,6.6230097
2021-05-09 16:15:00,12.4547,5.755143,6.4231935
2021-05-09 16:30:00,12.7497,5.2447014,5.8907585
2021-05-09 16:45:00,13.048,4.9514394,5.5607615
2021-05-09 17:00:00,13.3628,4.9211755,5.550183
2021-05-09 17:15:00,13.701,5.7109704,6.4169765
2021-05-09 17:30:00,14.0703,5.927882,6.6920896
2021-05-09 17:45:00,14.4923,6.00478,6.798897
2021-05-09 18:00:00,14.9833,5.9697356,6.7690024
2021-05-09 18:15:00,15.5405,5.83316,6.621891
2021-05-09 18:30:00,16.0169,5.6790915,6.464105
2021-05-09 18:45:00,16.4077,5.556258,6.3558025
2021-05-09 19:00:00,16.7159,5.4698496,6.28574
2021-05-09 19:15:00,16.9459,5.424767,6.2677565
2021-05-09 19:30:00,17.1179,5.400679,6.3001065
2021-05-09 19:45:00,17.2082,5.4587803,6.4628553
2021-05-09 20:00:00,17.2082,5.499307,6.663552
2021-05-09 20:15:00,17.0804,5.1613607,6.8336787
2021-05-09 20:30:00,16.9161,4.7370143,7.055009
2021-05-09 20:45:00,16.6938,4.63301,7.3152475
2021-05-09 21:00:00,16.4077,4.8523664,7.819556
2021-05-09 21:15:00,16.0456,5.2657604,8.427919
2021-05-09 21:30:00,15.6817,5.211702,8.484653
2021-05-09 21:45:00,15.3161,5.1046376,8.212468
2021-05-09 22:00:00,14.9627,4.6182146,7.7756176
2021-05-09 22:15:00,14.6074,4.6585016,8.036866
2021-05-09 22:30:00,14.4788,4.5427337,7.839176
2021-05-09 22:45:00,14.5667,5.0587564,8.889408
2021-05-09 23:00:00,14.8802,5.7278914,9.314005
2021-05-09 23:15:00,15.4351,5.569568,8.44525
2021-05-09 23:30:00,16.2115,5.0944185,7.628079
2021-05-09 23:45:00,17.2383,4.8840313,7.0920773
2021-05-10 00:00:00,19.5198,4.795837,8.430187
2021-05-10 00:15:00,20.635,5.340048,8.207385
2021-05-10 00:30:00,21.7466,5.42175,8.348349
2021-05-10 00:45:00,22.8507,5.5148096,8.122915
2021-05-10 01:00:00,23.9527,5.5914183,8.144216
2021-05-10 01:15:00,25.0391,5.392521,7.85041
2021-05-10 01:30:00,26.2105,5.3108473,7.9917817
2021-05-10 01:45:00,27.4407,5.328241,8.492075
2021-05-10 02:00:00,28.7332,5.780863,9.944057
2021-05-10 02:15:00,30.0318,6.101233,10.607776
2021-05-10 02:30:00,31.1969,6.1662216,10.510034
2021-05-10 02:45:00,32.2237,6.340635,10.115092
2021-05-10 03:00:00,33.0979,5.6350646,9.123638
2021-05-10 03:15:00,33.7806,4.8328843,8.614724
2021-05-10 03:30:00,34.1399,4.8988695,8.548174
2021-05-10 03:45:00,34.1801,4.6367397,8.6037445
2021-05-10 04:00:00,33.8734,4.7199874,8.639353
2021-05-10 04:15:00,33.2544,4.7326713,8.634536
2021-05-10 04:30:00,32.4403,4.86225,8.708099
2021-05-10 04:45:00,31.4198,5.12355,8.953999
2021-05-10 05:00:00,30.2353,5.55743,9.354205
2021-05-10 05:15:00,28.8827,5.9859533,9.710232
2021-05-10 05:30:00,27.4737,6.231692,9.917647
2021-05-10 05:45:00,26.0312,6.2981405,10.026545
2021-05-10 06:00:00,24.5856,6.3231974,10.068502
2021-05-10 06:15:00,23.1529,6.4324384,10.117999
2021-05-10 06:30:00,22.0001,6.4108458,10.0886135
2021-05-10 06:45:00,21.1232,6.4593763,10.031818
2021-05-10 07:00:00,20.5402,6.5355573,9.950021
2021-05-10 07:15:00,20.2493,6.620474,9.839019
2021-05-10 07:30:00,20.3175,6.8234763,9.665337
2021-05-10 07:45:00,20.7475,7.263007,9.459783
2021-05-10 08:00:00,21.549,7.286306,9.237283
2021-05-10 08:15:00,22.7569,7.7170186,9.176722
2021-05-10 08:30:00,24.3664,7.8814507,9.230862
2021-05-10 08:45:00,26.4334,7.8526783,9.185159
2021-05-10 09:00:00,29.0097,7.7880435,9.103995
2021-05-10 09:15:00,32.1603,7.758281,9.046685
2021-05-10 09:30:00,35.8479,7.6957974,8.9698515
2021-05-10 09:45:00,40.1473,7.6161036,8.860918
2021-05-10 10:00:00,45.1183,7.6490154,8.910708
2021-05-10 10:15:00,50.7739,7.8123865,9.097367
2021-05-10 10:30:00,56.6275,7.9668007,9.263247
2021-05-10 10:45:00,62.467,8.075516,9.360704
2021-05-10 11:00:00,68.09,8.074474,9.332907
2021-05-10 11:15:00,73.306,8.0185375,9.238645
2021-05-10 11:30:00,78.0282,7.888228,9.062156
2021-05-10 11:45:00,82.1149,7.7593346,8.889576
2021-05-10 12:00:00,85.5443,7.615432,8.701692
2021-05-10 12:15:00,88.2633,7.475913,8.522031
2021-05-10 12:30:00,90.2882,7.355178,8.365063
2021-05-10 12:45:00,91.595,7.257304,8.237436
2021-05-10 13:00:00,92.1967,7.1246147,8.074213
2021-05-10 13:15:00,92.0872,6.9580865,7.874211
2021-05-10 13:30:00,91.3494,6.7611556,7.6415057
2021-05-10 13:45:00,90.0712,6.572258,7.420058
2021-05-10 14:00:00,88.2633,6.426242,7.248074
2021-05-10 14:15:00,86.1007,6.3110495,7.1184974
2021-05-10 14:30:00,83.4937,6.220752,7.0075746
2021-05-10 14:45:00,80.5946,6.1246257,6.8931727
2021-05-10 15:00:00,77.4755,6.0402265,6.7972074
2021-05-10 15:15:00,74.2559,5.9966397,6.7459416
2021-05-10 15:30:00,71.0236,5.977588,6.7247744
2021-05-10 15:45:00,67.8126,5.9454074,6.6921334
2021-05-10 16:00:00,64.6766,5.894984,6.6395087
2021-05-10 16:15:00,61.5765,5.80902,6.544104
2021-05-10 16:30:00,58.5834,5.7121663,6.4397187
2021-05-10 16:45:00,55.7584,5.640002,6.3657684
2021-05-10 17:00:00,53.1533,5.5764027,6.300853
2021-05-10 17:15:00,50.7739,5.4763165,6.195835
2021-05-10 17:30:00,48.6778,5.3801684,6.096152
2021-05-10 17:45:00,46.8617,5.322297,6.0423446
2021-05-10 18:00:00,45.2884,5.273266,6.002725
2021-05-10 18:15:00,43.9416,5.1897845,5.925161
2021-05-10 18:30:00,42.8395,5.111138,5.856646
2021-05-10 18:45:00,41.9842,5.0548053,5.8162103
2021-05-10 19:00:00,41.3325,4.988136,5.7701483
2021-05-10 19:15:00,40.8455,4.87759,5.6784616
2021-05-10 19:30:00,40.4408,4.7307715,5.5637465
2021-05-10 19:45:00,40.1165,4.5269427,5.4327326
2021-05-10 20:00:00,39.8862,3.7554529,5.2128177
2021-05-10 20:15:00,39.7486,3.0020752,5.0993533
2021-05-10 20:30:00,39.7028,2.9942276,5.0199633
2021-05-10 20:45:00,39.7333,2.9582996,4.9049425
2021-05-10 21:00:00,39.8403,2.8898773,4.6932473
2021-05-10 21:15:00,40.0242,2.8591726,4.441935
2021-05-10 21:30:00,40.0703,2.9160838,4.3434806
2021-05-10 21:45:00,40.0089,3.0158627,4.4803042
2021-05-10 22:00:00,39.8403,3.1264505,4.7519555
2021-05-10 22:15:00,39.5504,3.2573845,5.004066
2021-05-10 22:30:00,39.1417,3.389864,5.0946183
2021-05-10 22:45:00,38.6025,3.6630979,4.998814
2021-05-10 23:00:00,37.9521,4.198011,4.9509597
2021-05-10 23:15:00,37.1813,4.072346,4.7504473
2021-05-10 23:30:00,36.2689,4.0498962,4.5052304
