datetime,power,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h
2021-05-01 00:00:00,29.6714,7.37882613,54.44707505677078,401.7555001309715,0,5,0,7.37882613,7.37882613
2021-05-01 00:15:00,29.1351,7.584553750000001,57.52545558663908,436.30490989010195,0,5,0,7.37882613,7.37882613
2021-05-01 00:30:00,28.5939,7.66214403,58.708451136464646,449.8326083858093,0,5,0,7.584553750000001,7.37882613
2021-05-01 00:45:00,28.0354,7.687560185000001,59.098581597997246,454.32390288273734,0,5,0,7.66214403,7.37882613
2021-05-01 01:00:00,27.4607,7.73291708,59.79800656615573,462.41302632537776,1,5,0,7.687560185000001,7.37882613
2021-05-01 01:15:00,26.846,7.83350725,61.36383583580257,480.69405290756924,1,5,0,7.73291708,7.37882613
2021-05-01 01:30:00,26.1943,8.066659475,65.07099508560728,524.9055590549923,1,5,0,7.83350725,7.37882613
2021-05-01 01:45:00,25.5088,8.186530650000002,67.01928408338945,548.655423289725,1,5,0,8.066659475,7.37882613
2021-05-01 02:00:00,24.7929,8.32276815,69.26846967865443,576.5054132407457,2,5,0,8.186530650000002,7.37882613
2021-05-01 02:15:00,24.0616,8.40074105,70.5724501891551,592.8608793031157,2,5,0,8.32276815,7.37882613
2021-05-01 02:30:00,23.3508,8.417102565,70.84761558972959,596.3316469044469,2,5,0,8.40074105,7.37882613
2021-05-01 02:45:00,22.671,8.310579725,69.06573536558108,573.9763000214136,2,5,0,8.417102565,7.37882613
2021-05-01 03:00:00,22.042,8.1577856,66.54946589556737,542.8962745705506,3,5,0,8.310579725,7.37882613
2021-05-01 03:15:00,21.4607,8.05075983,64.81473384034163,521.8078555939641,3,5,0,8.1577856,7.37882613
2021-05-01 03:30:00,20.9846,7.944063715,63.108148307979604,501.33515109425946,3,5,0,8.05075983,7.37882613
2021-05-01 03:45:00,20.6172,7.77897095,60.5123890409439,470.7241164646009,3,5,0,7.944063715,7.37882613
2021-05-01 04:00:00,20.3628,7.600614875000001,57.76934647807128,439.0825541602574,4,5,0,7.77897095,7.37882613
2021-05-01 04:15:00,20.2561,7.461251160000001,55.670268872601355,415.36985820320876,4,5,0,7.600614875000001,7.37882613
2021-05-01 04:30:00,20.2078,7.415828525,54.99451271220368,407.82987608963515,4,5,0,7.461251160000001,7.37882613
2021-05-01 04:45:00,20.2271,7.52136275,56.57089761708756,425.49024207122613,4,5,0,7.415828525,7.37882613
2021-05-01 05:00:00,20.3239,7.694598200000001,59.20684145944325,455.57285572151744,5,5,0,7.52136275,7.37882613
2021-05-01 05:15:00,20.4896,7.901939065,62.440640986973065,493.4021402586026,5,5,0,7.694598200000001,7.37882613
2021-05-01 05:30:00,20.6961,8.082255035000001,65.32284645078286,527.9559046273718,5,5,0,7.901939065,7.37882613
2021-05-01 05:45:00,20.9446,8.071752335,65.15318575757794,525.9003792714185,5,5,0,8.082255035000001,7.37882613
2021-05-01 06:00:00,21.2163,7.91255279,62.60849165453679,495.3929953187968,6,5,1,8.071752335,7.37882613
2021-05-01 06:15:00,21.5223,7.776231625000001,60.46977828565016,470.2270022616111,6,5,1,7.91255279,7.584553750000001
2021-05-01 06:30:00,21.7287,7.68029662,58.98695617118342,453.0373201056282,6,5,1,7.776231625000001,7.66214403
2021-05-01 06:45:00,21.8222,7.591235285000001,57.62685315222904,437.4590010127146,6,5,1,7.68029662,7.687560185000001
2021-05-01 07:00:00,21.7702,7.545211070000001,56.93021009085055,429.55045139491136,7,5,1,7.591235285000001,7.73291708
2021-05-01 07:15:00,21.5737,7.490001465000001,56.100121945702156,420.18999555998784,7,5,1,7.545211070000001,7.83350725
2021-05-01 07:30:00,21.2264,7.4451613000000005,55.4304267830177,412.6884683274069,7,5,1,7.490001465000001,8.066659475
2021-05-01 07:45:00,20.7059,7.3953515,54.69122380855225,404.46082402941266,7,5,1,7.4451613000000005,8.186530650000002
2021-05-01 08:00:00,20.0254,7.38397032,54.523017686640905,402.5963443549916,8,5,1,7.3953515,8.32276815
2021-05-01 08:15:00,19.1833,7.35368048,54.07661660193304,397.66215993007893,8,5,1,7.38397032,8.40074105
2021-05-01 08:30:00,18.2548,7.35704125,54.12605595420156,398.207626354869,8,5,1,7.35368048,8.417102565
2021-05-01 08:45:00,17.2323,7.20431148,51.90210390085979,373.91892296911703,8,5,1,7.35704125,8.310579725
2021-05-01 09:00:00,16.1379,7.011329725,49.158744512668584,344.6681666453539,9,5,1,7.20431148,8.1577856
2021-05-01 09:15:00,14.9939,6.596063135,43.508048880906024,286.9818372991222,9,5,1,7.011329725,8.05075983
2021-05-01 09:30:00,13.999,6.140829030000001,37.70978117569075,231.5693189586293,9,5,1,6.596063135,7.944063715
2021-05-01 09:45:00,13.1391,5.331065445,28.42025877887305,151.51025951400803,9,5,1,6.140829030000001,7.77897095
2021-05-01 10:00:00,12.3958,4.476809825,20.04182620921653,89.72344448436307,10,5,1,5.331065445,7.600614875000001
2021-05-01 10:15:00,11.7484,3.74173827,14.000605281182592,52.386600583765016,10,5,1,4.476809825,7.461251160000001
2021-05-01 10:30:00,11.2444,3.06315325,9.382907832985563,28.741284623060185,10,5,1,3.74173827,7.415828525
2021-05-01 10:45:00,10.879,2.5188519300000003,6.344615045264726,15.981145851872096,10,5,1,3.06315325,7.52136275
2021-05-01 11:00:00,10.6461,2.22544215,4.952592762996623,11.021708686557647,11,5,1,2.5188519300000003,7.694598200000001
