datetime,actual_power,predicted_power,fused_wind,error,abs_error,original_gfs_10m,original_gfs_70m
2022-08-25 08:00:00,5.0403,41.8588622840812,6.960131,36.818562284081196,36.818562284081196,5.719488,8.200774
2022-08-25 08:15:00,3.9179,41.8588622840812,7.011212649999999,37.940962284081195,37.940962284081195,5.7389193,8.283506
2022-08-25 08:30:00,2.8423,36.53387757104422,7.2117997,33.69157757104422,33.69157757104422,6.1753054,8.248294
2022-08-25 08:45:00,1.4279,37.546680013952155,7.440640200000001,36.118780013952154,36.118780013952154,6.8078694,8.073411
2022-08-25 09:00:00,0.0,39.147767227868385,7.47344135,39.147767227868385,39.147767227868385,7.0303087,7.916574
2022-08-25 09:15:00,0.0,41.78650647216513,7.755215,41.78650647216513,41.78650647216513,7.208511,8.301919
2022-08-25 09:30:00,10.2584,46.39597321789587,8.0632473,36.13757321789587,36.13757321789587,7.4665346,8.65996
2022-08-25 09:45:00,0.8738,48.68428074132623,8.3799453,47.81048074132623,47.81048074132623,7.7339206,9.02597
2022-08-25 10:00:00,0.135,53.44537814172455,8.8277895,53.31037814172455,53.31037814172455,8.124043,9.531536
2022-08-25 10:15:00,3.3566,57.3807241391534,9.356102499999999,54.0241241391534,54.0241241391534,8.60733,10.104875
2022-08-25 10:30:00,10.5388,59.26358578245172,9.793531000000002,48.72478578245172,48.72478578245172,9.02035,10.566712
2022-08-25 10:45:00,10.5388,62.463385135297955,10.097627,51.92458513529795,51.92458513529795,9.317926,10.877328
2022-08-25 11:00:00,29.0206,65.72969388758393,10.1742405,36.70909388758393,36.70909388758393,9.395507,10.952974
2022-08-25 11:15:00,45.0102,66.43278438141357,10.4117535,21.42258438141357,21.42258438141357,9.622252,11.201255
2022-08-25 11:30:00,43.8281,68.20776886194729,10.8953005,24.379668861947287,24.379668861947287,10.072484,11.718117
2022-08-25 11:45:00,46.5163,74.11258675728898,11.29577875,27.59628675728898,27.59628675728898,10.422019,12.1695385
2022-08-25 12:00:00,59.3092,79.74233521945513,11.43304,20.43313521945513,20.43313521945513,10.545858,12.320222
2022-08-25 12:15:00,77.0322,84.03324785604678,11.641669,7.001047856046782,7.001047856046782,10.722947,12.560391
2022-08-25 12:30:00,77.0322,84.03324785604678,12.114909,7.001047856046782,7.001047856046782,11.164725,13.065093
2022-08-25 12:45:00,83.8798,84.03324785604678,12.332556499999999,0.1534478560467818,0.1534478560467818,11.365901,13.299212
2022-08-25 13:00:00,88.6579,84.03324785604678,12.491931000000001,-4.624652143953213,4.624652143953213,11.513818,13.470044
2022-08-25 13:15:00,89.5104,87.25682692645513,12.6225325,-2.253573073544871,2.253573073544871,11.635896,13.609169
2022-08-25 13:30:00,86.2227,92.05173671199518,12.742084,5.8290367119951725,5.8290367119951725,11.746072,13.738096
2022-08-25 13:45:00,83.0806,92.05173671199518,12.8220245,8.971136711995172,8.971136711995172,11.818351,13.825698
2022-08-25 14:00:00,80.4336,92.05173671199518,12.8751565,11.618136711995177,11.618136711995177,11.863241,13.887072
2022-08-25 14:15:00,81.4864,92.05173671199518,12.932445000000001,10.565336711995172,10.565336711995172,11.913633,13.951257
2022-08-25 14:30:00,89.2724,92.05173671199518,12.9941575,2.779336711995171,2.779336711995171,11.967386,14.020929
2022-08-25 14:45:00,92.7761,92.05173671199518,13.0509715,-0.7243632880048239,0.7243632880048239,12.0151825,14.0867605
2022-08-25 15:00:00,91.8121,99.31227594040226,13.059856,7.500175940402258,7.500175940402258,12.020072,14.09964
2022-08-25 15:15:00,84.8026,99.31227594040226,13.030089499999999,14.50967594040226,14.50967594040226,11.98924,14.070939
2022-08-25 15:30:00,91.2544,99.31227594040226,13.009609000000001,8.057875940402255,8.057875940402255,11.965286,14.053932
2022-08-25 15:45:00,97.8434,107.64040805446137,13.07104925,9.797008054461372,9.797008054461372,12.0137615,14.128337
2022-08-25 16:00:00,97.8434,107.74428136518272,13.1093325,9.900881365182713,9.900881365182713,12.043128,14.175537
2022-08-25 16:15:00,83.4741,107.74428136518272,13.1227425,24.270181365182708,24.270181365182708,12.04356,14.201925
2022-08-25 16:30:00,80.7277,107.74428136518272,13.120422999999999,27.016581365182716,27.016581365182716,12.03092,14.209926
2022-08-25 16:45:00,83.9693,107.74428136518272,13.308446499999999,23.77498136518271,23.77498136518271,12.186459,14.430434
2022-08-25 17:00:00,99.3033,112.23962590324147,13.5585865,12.936325903241482,12.936325903241482,12.401816,14.715357
2022-08-25 17:15:00,93.8431,114.77518644352348,13.723469999999999,20.932086443523474,20.932086443523474,12.537507,14.909433
2022-08-25 17:30:00,90.203,115.99985023175047,13.768041,25.79685023175047,25.79685023175047,12.560768,14.975314
2022-08-25 17:45:00,90.203,117.07890689123722,13.89013675,26.87590689123722,26.87590689123722,12.6492195,15.131054
2022-08-25 18:00:00,111.0377,118.36422190655951,13.99243,7.326521906559506,7.326521906559506,12.717733,15.267127
2022-08-25 18:15:00,116.2463,119.85828949397603,14.0895285,3.6119894939760258,3.6119894939760258,12.779318,15.399739
2022-08-25 18:30:00,120.8639,119.85828949397603,14.22025,-1.0056105060239702,1.0056105060239702,12.872123,15.568377
2022-08-25 18:45:00,185.5103,119.85828949397603,14.3396805,-65.65201050602397,65.65201050602397,12.952284,15.727077
2022-08-25 19:00:00,182.5906,119.85828949397603,14.440085,-62.732310506023964,62.732310506023964,13.011048,15.869122
2022-08-25 19:15:00,180.6277,119.85828949397603,14.48523075,-60.76941050602397,60.76941050602397,13.017388,15.9530735
2022-08-25 19:30:00,179.2446,119.85828949397603,14.5105565,-59.38631050602396,59.38631050602396,12.999756,16.021357
2022-08-25 19:45:00,169.4553,119.85828949397603,14.030712000000001,-49.59701050602396,49.59701050602396,12.468768,15.592656
2022-08-25 20:00:00,161.0953,119.85828949397603,13.465580500000002,-41.23701050602398,41.23701050602398,11.795348,15.135813
2022-08-25 20:15:00,154.9233,115.49962989666079,13.061543499999999,-39.42367010333922,39.42367010333922,11.295322,14.827765
2022-08-25 20:30:00,153.7874,114.9814902272345,12.9403305,-38.80590977276549,38.80590977276549,11.136483,14.744178
2022-08-25 20:45:00,142.8472,114.9814902272345,12.99301,-27.865709772765484,27.865709772765484,11.148659,14.837361
2022-08-25 21:00:00,145.1369,119.34014982454974,13.1633765,-25.796750175450256,25.796750175450256,11.282389,15.044364
2022-08-25 21:15:00,156.8883,119.85828949397603,13.2555895,-37.030010506023956,37.030010506023956,11.344798,15.166381
2022-08-25 21:30:00,152.8603,119.85828949397603,13.274111000000001,-33.002010506023964,33.002010506023964,11.344345,15.203877
2022-08-25 21:45:00,152.2401,119.85828949397603,13.2927095,-32.38181050602398,32.38181050602398,11.345273,15.240146
2022-08-25 22:00:00,152.8902,119.85828949397603,13.3521645,-33.03191050602396,33.03191050602396,11.380756,15.323573
2022-08-25 22:15:00,156.3768,119.85828949397603,13.395523,-36.51851050602397,36.51851050602397,11.402794,15.388252
2022-08-25 22:30:00,153.7256,119.85828949397603,13.3346145,-33.867310506023955,33.867310506023955,11.33482,15.334409
2022-08-25 22:45:00,150.7654,119.85828949397603,13.162015,-30.90711050602397,30.90711050602397,11.164522,15.159508
2022-08-25 23:00:00,147.7469,115.49962989666079,12.9805375,-32.24727010333922,32.24727010333922,10.982448,14.978627
2022-08-25 23:15:00,153.7341,114.9814902272345,12.8726295,-38.75260977276551,38.75260977276551,10.866517,14.878742
2022-08-25 23:30:00,151.198,114.9814902272345,12.8315205,-36.216509772765505,36.216509772765505,10.811835,14.851206
2022-08-25 23:45:00,153.1296,114.9814902272345,12.713027499999999,-38.14810977276551,38.14810977276551,10.688701,14.737354
2022-08-26 00:00:00,161.9286,117.27254794068674,14.5925805,-44.656052059313254,44.656052059313254,12.482572,16.702589
2022-08-26 00:15:00,126.7332,115.04223414475511,14.542931,-11.690965855244883,11.690965855244883,12.429377,16.656485
2022-08-26 00:30:00,121.3186,115.04223414475511,14.438227999999999,-6.27636585524489,6.27636585524489,12.325756,16.5507
2022-08-26 00:45:00,123.7638,115.04223414475511,14.219492500000001,-8.72156585524489,8.72156585524489,12.111602,16.327383
2022-08-26 01:00:00,139.6575,115.04223414475511,14.081074000000001,-24.615265855244886,24.615265855244886,11.964026,16.198122
2022-08-26 01:15:00,133.0622,115.04223414475511,14.172603,-18.019965855244877,18.019965855244877,12.041114,16.304092
2022-08-26 01:30:00,117.4647,115.04223414475511,14.1416875,-2.42246585524488,2.42246585524488,12.016133,16.267242
2022-08-26 01:45:00,91.0662,117.79068761011303,13.8818475,26.72448761011303,26.72448761011303,11.774807,15.988888
