feature,normalized_gradient,physical_sensitivity,abs_physical_sensitivity,unit_sensitivity,abs_unit_sensitivity,unit_name,feature_std,feature_mean
obs_wind_speed_70m,22.564649577104795,71.16674129625902,71.16674129625902,5.311058412491359,5.311058412491359,m/s,3.153904121270658,6.805605294117658
obs_wind_speed_10m,21.805684448490624,60.071050161941365,60.071050161941365,7.920738258614344,7.920738258614344,m/s,2.7548344241998532,5.652217941176474
obs_temperature_10m,-0.8028956919861993,-9.652539183588859,9.652539183588859,-0.05506991309299726,0.05506991309299726,°C,12.022158394835145,14.195464509803914
obs_wind_speed_50m,2.465463422707216,7.589179862919699,7.589179862919699,0.9373503414162591,0.9373503414162591,m/s,3.0781960880143,6.657739705882347
obs_wind_dir_cos_70m,5.893507797477595,5.313192761228986,5.313192761228986,-3.431363436290881,3.431363436290881,0.1 units (≈6°),0.9015331690072622,0.06869035496724377
obs_wind_speed_30m,-0.2671547631696097,-0.7286561907437498,0.7286561907437498,-0.1876481499037972,0.1876481499037972,m/s,2.727468460972731,6.446868970588241
obs_wind_dir_sin_70m,-0.711631345932558,-0.29893631193921816,0.29893631193921816,-1.0346405834434962,1.0346405834434962,0.1 units (≈6°),0.42007187239268784,-0.07784087832685595
