datetime,actual_power,predicted_power,corrected_average_wind,original_average_wind,error,abs_error,original_gfs_70m,original_ec_70m
2022-07-14 23:45:00,116.3102,51.88149883529111,7.053102452249003,8.451751,-64.42870116470888,64.42870116470888,9.924555,6.978947
2022-07-15 00:00:00,111.2877,43.980626151543696,6.690790299610813,8.0809075,-67.3070738484563,67.3070738484563,5.402774,10.759041
2022-07-15 00:15:00,108.7764,43.30321547157711,6.774047050251489,8.65445265,-65.47318452842288,65.47318452842288,6.7494383,10.559467
2022-07-15 00:30:00,108.7764,43.30321547157711,6.821284923424101,8.974283,-65.47318452842288,65.47318452842288,7.47618,10.472386
2022-07-15 00:45:00,108.7764,43.980626151543696,6.7915927030764855,9.099734999999999,-64.79577384845629,64.79577384845629,8.167533,10.031937
2022-07-15 01:00:00,108.7764,43.265776426595,6.770642542449547,8.762317,-65.510623573405,65.510623573405,8.294316,9.230318
2022-07-15 01:15:00,108.7764,38.38160642905794,6.580004020576891,7.9227113,-70.39479357094206,70.39479357094206,7.7420716,8.103351
2022-07-15 01:30:00,108.7764,34.059147069664974,6.197577467375974,6.83596705,-74.71725293033502,74.71725293033502,6.9264946,6.7454395
2022-07-15 01:45:00,108.7764,32.24184734580356,6.038731422271899,6.549791,-76.53455265419643,76.53455265419643,6.735047,6.364535
2022-07-15 02:00:00,75.1319,34.059147069664974,6.242314521982999,7.5007024,-41.07275293033503,41.07275293033503,7.5169735,7.4844313
2022-07-15 02:15:00,7.8428,38.90179866945698,6.770845919391478,8.885171,31.05899866945698,31.05899866945698,8.984245,8.786097
2022-07-15 02:30:00,3.2501,42.03824747762058,6.7674414115895365,8.9223875,38.788147477620576,38.788147477620576,9.122112,8.722663
2022-07-15 02:45:00,0.8525,42.58836574662841,6.813366889062856,8.6886075,41.73586574662841,41.73586574662841,8.86077,8.516445
2022-07-15 03:00:00,0.0,41.13671818452888,6.733514646224122,8.0374832,41.13671818452888,41.13671818452888,7.7606344,8.314332
2022-07-15 03:15:00,0.0,33.89618218577421,6.10124652457139,6.9889665,33.89618218577421,33.89618218577421,6.1788073,7.7991257
2022-07-15 03:30:00,0.0,31.34031805271186,6.041540168774028,6.848466,31.34031805271186,31.34031805271186,5.987259,7.709673
2022-07-15 03:45:00,0.0,31.34031805271186,6.041540168774028,6.7840626,31.34031805271186,31.34031805271186,7.33146,6.2366652
2022-07-15 04:00:00,0.0,33.79351005879481,6.560885590334113,7.55653785,33.79351005879481,33.79351005879481,7.67555,7.4375257
2022-07-15 04:15:00,0.0,38.00026937636528,6.790326075722769,8.2843505,38.00026937636528,38.00026937636528,7.685581,8.88312
2022-07-15 04:30:00,0.0,40.233794147246186,6.646879658677149,7.8671113,40.233794147246186,40.233794147246186,7.793853,7.9403696
2022-07-15 04:45:00,0.0,41.68683645353671,6.707226933678448,8.224599,41.68683645353671,41.68683645353671,8.20572,8.243478
2022-07-15 05:00:00,0.0,41.68683645353671,6.707226933678448,8.24339625,41.68683645353671,41.68683645353671,8.4228115,8.063981
2022-07-15 05:15:00,0.0,41.68683645353671,6.707226933678448,8.125854,41.68683645353671,41.68683645353671,8.256628,7.99508
2022-07-15 05:30:00,0.0,41.68683645353671,6.816771396864797,8.611071249999998,41.68683645353671,41.68683645353671,8.227443,8.9946995
2022-07-15 05:45:00,0.0,43.1563151657429,6.86400927003741,9.021768,43.1563151657429,43.1563151657429,8.442589,9.600947
2022-07-15 06:00:00,0.5115,45.53875856132387,7.074451397165517,9.3923885,45.02725856132387,45.02725856132387,8.877529,9.907248
2022-07-15 06:15:00,3.8717,45.53875856132387,7.131672254430171,9.322745,41.66705856132387,41.66705856132387,9.06983,9.57566
2022-07-15 06:30:00,6.3758,42.60619689673507,6.965469137518683,9.11896275,36.23039689673507,36.23039689673507,8.9839735,9.253952
2022-07-15 06:45:00,8.9404,42.60619689673507,6.851404264530632,8.811304499999999,33.665796896735074,33.665796896735074,8.667784,8.954825
2022-07-15 07:00:00,4.1452,41.13671818452888,6.80895510339321,8.3671595,36.99151818452888,36.99151818452888,8.072006,8.662313
2022-07-15 07:15:00,4.1452,40.233794147246186,6.620432542487822,7.818089,36.088594147246184,36.088594147246184,7.311273,8.324905
2022-07-15 07:30:00,6.2785,33.31341972050727,5.987640833957516,7.0675523,27.03491972050727,27.03491972050727,6.2574472,7.8776574
2022-07-15 07:45:00,14.8118,28.068726245169685,5.798954852643708,6.5022819,13.256926245169685,13.256926245169685,5.2326775,7.7718863
