feature,importance
ec_gfs_mean,0.8039543824955953
ec_wind_speed_10m,0.23673846858683817
hour_sin,0.20506501474725133
gfs_wind_speed_10m,0.13462901207467548
day_sin,0.06672134310681262
ec_gfs_diff,0.0089558005923575
