datetime,actual_power,predicted_power,corrected_wind,original_wind,observed_wind,error,abs_error
2022-07-31 18:15:00,72.0047,58.01807919816848,6.517421359960179,8.56981,10.12,-13.98662080183152,13.98662080183152
2022-07-31 18:30:00,79.9768,58.01807919816848,6.566661265531474,8.567544,10.25,-21.958720801831518,21.958720801831518
2022-07-31 18:45:00,89.4252,57.947024457419246,6.7567748498085685,8.677092,9.3,-31.478175542580757,31.478175542580757
2022-07-31 19:00:00,79.9172,63.76377064651473,6.89168556654644,8.897902,10.27,-16.153429353485265,16.153429353485265
2022-07-31 19:15:00,81.8146,63.76377064651473,6.89168556654644,9.0351,11.84,-18.05082935348527,18.05082935348527
2022-07-31 19:30:00,85.8725,60.76682105714939,6.89168556654644,9.090134,10.45,-25.10567894285061,25.10567894285061
2022-07-31 19:45:00,95.2327,63.76377064651473,6.89168556654644,9.242109,9.19,-31.468929353485265,31.468929353485265
2022-07-31 20:00:00,99.5803,67.46595302584724,6.8365625878848215,9.334767,8.01,-32.11434697415275,32.11434697415275
2022-07-31 20:15:00,100.8335,67.46595302584724,6.8365625878848215,8.896721,7.98,-33.36754697415276,33.36754697415276
2022-07-31 20:30:00,101.1084,62.83772706125732,6.646449003607727,8.320188,7.98,-38.270672938742685,38.270672938742685
2022-07-31 20:45:00,104.5567,61.774284376100546,6.394879172764804,7.3495283,7.12,-42.78241562389946,42.78241562389946
2022-07-31 21:00:00,104.5567,58.03459791529744,6.186100737333086,7.010547,7.2,-46.52210208470257,46.52210208470257
2022-07-31 21:15:00,99.6549,53.32337060522436,6.254829456024495,7.568107,7.17,-46.331529394775636,46.331529394775636
2022-07-31 21:30:00,86.1751,55.61539703184592,6.4927901435227975,7.6798677,7.18,-30.559702968154077,30.559702968154077
2022-07-31 21:45:00,86.1751,59.87815061992447,6.353949504397472,7.0087123,7.25,-26.29694938007553,26.29694938007553
2022-07-31 22:00:00,98.1943,55.213133011567095,6.203456446006872,7.6190166,7.97,-42.9811669884329,42.9811669884329
2022-07-31 22:15:00,110.583,53.405625875741904,6.061627725712728,7.9296355,8.53,-57.177374124258094,57.177374124258094
2022-07-31 22:30:00,130.6532,53.64784015464424,6.300591146004107,7.7197595,8.15,-77.00535984535576,77.00535984535576
2022-07-31 22:45:00,135.4122,54.34172218497967,6.277509053303599,7.468615,8.38,-81.07047781502034,81.07047781502034
2022-07-31 23:00:00,133.7896,54.94107495721657,6.382549142527824,7.2108426,8.33,-78.84852504278344,78.84852504278344
2022-07-31 23:15:00,127.0835,55.213133011567095,6.214700375463438,7.118631,7.94,-71.8703669884329,71.8703669884329
