Mode,Wind_Only_Variance_%,Joint_Variance_%,Variance_Change_%
1,94.10858517358811,75.29713680952734,-18.811448364060766
2,4.547145724493607,20.02690426977515,15.479758545281545
3,0.955463074203872,3.6368804168851856,2.6814173426813133
4,0.3888060277144194,0.7339299115470667,0.3451238838326472
