EOF_Mode,Explained_Variance_%,Cumulative_Variance_%,PC_Mean,PC_Std,PC_Skewness,PC_Kurtosis,PC_Min,PC_Max
1,94.10858517358811,94.10858517358811,-4.346076331655716e-18,1.9401730475290575,0.7476384435516068,0.7963907452421486,-4.346180378208338,11.667750705649578
2,4.547145724493607,98.65573089808171,2.2816900741192507e-17,0.42647667271410405,2.108847937095402,13.437570837493674,-2.4822562951532574,3.9918403076233893
3,0.955463074203872,99.61119397228559,3.042253432159001e-17,0.1954937146046156,0.5770582497009025,1.6521648543386833,-0.9236215248746961,1.1673535571913756
4,0.3888060277144194,100.00000000000003,2.7706236614305187e-17,0.12470743297501052,0.7590282061733419,3.8108927136196318,-0.6489929023232466,1.1257311249121114
