datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_ec_wind_speed_10m
2022-07-14 23:45:00,116.3102,35.736079114957015,-80.57412088504299,80.57412088504299,-69.27519759927803,4.492677690000001,20.18415282622374,90.68089309392587,23,7,0,4.5174965700000005,6.36472741,4.492677690000001
2022-07-15 00:00:00,111.2877,48.35325331292511,-62.93444668707489,62.93444668707489,-56.5511253098229,7.934855805,62.96193664614219,499.5938884906836,0,7,0,4.492677690000001,6.39121798,7.934855805
2022-07-15 00:15:00,108.7764,61.0233886933523,-47.75301130664769,47.75301130664769,-43.900157848814345,7.66225343,58.71012762554676,449.85187677458345,0,7,0,7.934855805,6.631094989,7.66225343
2022-07-15 00:30:00,108.7764,61.0233886933523,-47.75301130664769,47.75301130664769,-43.900157848814345,7.58431539,57.52183993499086,436.2637758800678,0,7,0,7.66225343,6.5755519300000005,7.58431539
2022-07-15 00:45:00,108.7764,59.15642996438822,-49.61997003561178,49.61997003561178,-45.61648485429756,7.204054222,51.89839723351602,373.8788677051442,0,7,0,7.58431539,6.3673811019999995,7.204054222
2022-07-15 01:00:00,108.7764,49.84417587667779,-58.93222412332221,58.93222412332221,-54.17739888239037,6.549178368000001,42.89173729587915,280.9056380641106,1,7,0,7.204054222,6.043172225,6.549178368000001
2022-07-15 01:15:00,108.7764,40.179865741701775,-68.59653425829822,68.59653425829822,-63.06196403998664,5.654379670000001,31.97200945250932,180.78188025731654,1,7,0,6.549178368000001,6.106491989999999,5.654379670000001
2022-07-15 01:30:00,108.7764,39.389466229347086,-69.38693377065292,69.38693377065292,-63.78859179406017,4.780356999,22.851813037888288,109.23982439550875,1,7,0,5.654379670000001,6.39002215,4.780356999
2022-07-15 01:45:00,108.7764,36.88544980390043,-71.89095019609957,71.89095019609957,-66.09057680663317,4.98610228,24.861215946621197,123.9605655150203,1,7,0,4.780356999,6.216475699,4.98610228
2022-07-15 02:00:00,75.1319,37.78181209474516,-37.35008790525484,37.35008790525484,-49.71268915105777,5.644017458,31.854933066208787,179.78979834910388,2,7,0,4.98610228,6.014851448000001,5.644017458
2022-07-15 02:15:00,7.8428,40.910322151130345,33.06752215113035,33.06752215113035,421.6290369379232,6.254922199999999,39.124051728052834,244.717899707746,2,7,0,5.644017458,5.57946468,6.254922199999999
2022-07-15 02:30:00,3.2501,39.30212176190466,36.052021761904655,36.052021761904655,1109.2588428349518,6.26024318,39.19064467273651,245.34296603230206,2,7,0,6.254922199999999,4.53952209,6.26024318
2022-07-15 02:45:00,0.8525,36.87258420368386,36.02008420368386,36.02008420368386,4225.22976905113,5.8328343799999995,34.02195690450998,198.44443990750418,2,7,0,6.26024318,4.17663661,5.8328343799999995
2022-07-15 03:00:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.523476352,30.50879101110323,168.51458567793887,3,7,0,5.8328343799999995,4.34530014,5.523476352
2022-07-15 03:15:00,0.0,34.12909655369101,34.12909655369101,34.12909655369101,341290965536.91003,5.058394066,25.58735052694401,129.43090207015555,3,7,0,5.523476352,4.485499208,5.058394066
2022-07-15 03:30:00,0.0,32.3702820629094,32.3702820629094,32.3702820629094,323702820629.09406,5.11319604,26.14477374347168,133.6833535718154,3,7,0,5.058394066,4.358601869,5.11319604
2022-07-15 03:45:00,0.0,26.545195085959133,26.545195085959133,26.545195085959133,265451950859.59134,2.9086670580000002,8.460344054294376,24.60832405007222,3,7,0,5.11319604,4.4527569499999995,2.9086670580000002
2022-07-15 04:00:00,0.0,36.47983782395954,36.47983782395954,36.47983782395954,364798378239.5954,6.904630338,47.67392010442999,329.1707950844354,4,7,0,2.9086670580000002,4.535668448,6.904630338
2022-07-15 04:15:00,0.0,40.591494248347544,40.591494248347544,40.591494248347544,405914942483.47546,6.304755042,39.749936139624424,250.6136102954751,4,7,0,6.904630338,4.673897950000001,6.304755042
2022-07-15 04:30:00,0.0,36.47694036901602,36.47694036901602,36.47694036901602,364769403690.16016,5.400123552,29.1613343768651,157.47480857625646,4,7,0,6.304755042,4.946763902000001,5.400123552
2022-07-15 04:45:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.570557755,31.031113701790645,172.86061107779662,4,7,0,5.400123552,4.955381912,5.570557755
2022-07-15 05:00:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.5339966689999995,30.62511913250309,169.47930726700025,5,7,0,5.570557755,4.746769420000001,5.5339966689999995
2022-07-15 05:15:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.431227595,29.498233188689486,160.21161809815518,5,7,0,5.5339966689999995,4.5691624,5.431227595
2022-07-15 05:30:00,0.0,39.76063669084075,39.76063669084075,39.76063669084075,397606366908.4075,6.32862385,40.051479834788815,253.47075051023856,5,7,0,5.431227595,4.5174965700000005,6.32862385
2022-07-15 05:45:00,0.0,45.218073806628475,45.218073806628475,45.218073806628475,452180738066.2847,7.13291068,50.878414768858065,362.9111880862574,5,7,0,6.32862385,4.492677690000001,7.13291068
2022-07-15 06:00:00,0.5115,48.60882930002488,48.09732930002488,48.09732930002488,9403.192250186834,7.13697197,50.93636890056568,363.53143709691705,6,7,1,7.13291068,7.934855805,7.13697197
2022-07-15 06:15:00,3.8717,46.17762641913328,42.305926419133286,42.305926419133286,1092.6963946034984,6.65461679,44.28392462174991,294.69254831499137,6,7,1,7.13697197,7.66225343,6.65461679
2022-07-15 06:30:00,6.3758,45.475604457109455,39.09980445710946,39.09980445710946,613.2533077540721,6.210619840000001,38.571798797001634,239.5547788731465,6,7,1,6.65461679,7.58431539,6.210619840000001
2022-07-15 06:45:00,8.9404,43.74816243453387,34.80776243453387,34.80776243453387,389.33115291934087,6.32140561,39.96016888613948,252.60443577338953,6,7,1,6.210619840000001,7.204054222,6.32140561
2022-07-15 07:00:00,4.1452,40.638841991408576,36.49364199140857,36.49364199140857,880.3831396161888,6.737443519,45.393145171715105,305.8337517441981,7,7,1,6.32140561,6.549178368000001,6.737443519
2022-07-15 07:15:00,4.1452,41.18691292995049,37.041712929950485,37.041712929950485,893.604960932886,6.90430115,47.66937436989132,329.1237162818212,7,7,1,6.737443519,5.654379670000001,6.90430115
2022-07-15 07:30:00,6.2785,41.39219367908166,35.113693679081656,35.113693679081656,559.268832096118,6.92113856,47.90215896671888,331.5374795318078,7,7,1,6.90430115,4.780356999,6.92113856
2022-07-15 07:45:00,14.8118,41.39219367908166,26.58039367908166,26.58039367908166,179.4541761375136,6.928001862,47.99720979987547,332.52475886434195,7,7,1,6.92113856,4.98610228,6.928001862
2022-07-15 08:00:00,14.8118,40.91915267780884,26.10735267780884,26.10735267780884,176.26049946787555,6.722274091000001,45.18896895452989,303.7726352020397,8,7,1,6.928001862,5.644017458,6.722274091000001
2022-07-15 08:15:00,16.1801,38.716929067192126,22.536829067192127,22.536829067192127,139.28732859044996,6.119439708,37.447542339847125,229.1579775614717,8,7,1,6.722274091000001,6.254922199999999,6.119439708
2022-07-15 08:30:00,17.8076,34.86265145637294,17.055051456372937,17.055051456372937,95.77400349735807,5.41032735,29.271642034158024,158.3691654768148,8,7,1,6.119439708,6.26024318,5.41032735
2022-07-15 08:45:00,11.8601,31.208641537196932,19.348541537196933,19.348541537196933,163.13978398903006,4.73482451,22.41856314049674,106.14796223660655,8,7,1,5.41032735,5.8328343799999995,4.73482451
