datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_ec_wind_speed_10m
2022-07-14 23:45:00,116.3102,35.736079114957015,-80.57412088504299,80.57412088504299,-69.27519759927803,4.361823,19.025499883329,82.98586297760176,23,7,0,4.385919,6.179347,4.361823
2022-07-15 00:00:00,111.2877,48.35325331292511,-62.93444668707489,62.93444668707489,-56.5511253098229,7.7037435,59.347663913792246,457.1991801160616,0,7,0,4.361823,6.205066,7.7037435
2022-07-15 00:15:00,108.7764,61.0233886933523,-47.75301130664769,47.75301130664769,-43.900157848814345,7.439081,55.339926124560996,411.67819297462535,0,7,0,7.7037435,6.4379563,7.439081
2022-07-15 00:30:00,108.7764,61.0233886933523,-47.75301130664769,47.75301130664769,-43.900157848814345,7.363413,54.21985100856901,399.24315577456014,0,7,0,7.439081,6.384031,7.363413
2022-07-15 00:45:00,108.7764,59.15642996438822,-49.61997003561178,49.61997003561178,-45.61648485429756,6.9942274,48.919216922910756,342.1521273887661,0,7,0,7.363413,6.1819234,6.9942274
2022-07-15 01:00:00,108.7764,49.84417587667779,-58.93222412332221,58.93222412332221,-54.17739888239037,6.3584256,40.42957611073536,257.0684517396482,1,7,0,6.9942274,5.8671575,6.3584256
2022-07-15 01:15:00,108.7764,40.179865741701775,-68.59653425829822,68.59653425829822,-63.06196403998664,5.489689,30.136685316721003,165.44102987966482,1,7,0,6.3584256,5.928633,5.489689
2022-07-15 01:30:00,108.7764,39.389466229347086,-69.38693377065292,69.38693377065292,-63.78859179406017,4.6411233,21.540025485802893,99.96991416475363,1,7,0,5.489689,6.203905,4.6411233
2022-07-15 01:45:00,108.7764,36.88544980390043,-71.89095019609957,71.89095019609957,-66.09057680663317,4.840876,23.434080447375997,113.44147761977172,1,7,0,4.6411233,6.0354133,4.840876
2022-07-15 02:00:00,75.1319,37.78181209474516,-37.35008790525484,37.35008790525484,-49.71268915105777,5.4796286,30.02632959393796,164.53313439596883,2,7,0,4.840876,5.8396616,5.4796286
2022-07-15 02:15:00,7.8428,40.910322151130345,33.06752215113035,33.06752215113035,421.6290369379232,6.07274,36.8781711076,223.95154481196678,2,7,0,5.4796286,5.416956,6.07274
2022-07-15 02:30:00,3.2501,39.30212176190466,36.052021761904655,36.052021761904655,1109.2588428349518,6.077906,36.940941344836,224.52356904542674,2,7,0,6.07274,4.407303,6.077906
2022-07-15 02:45:00,0.8525,36.87258420368386,36.02008420368386,36.02008420368386,4225.22976905113,5.662946,32.068957398916,181.60477402636175,2,7,0,6.077906,4.054987,5.662946
2022-07-15 03:00:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.3625984,28.757461599682564,154.21471756251918,3,7,0,5.662946,4.218738,5.3625984
2022-07-15 03:15:00,0.0,34.12909655369101,34.12909655369101,34.12909655369101,341290965536.91003,4.9110622,24.11853193226884,118.44761049205846,3,7,0,5.3625984,4.3548536,4.9110622
2022-07-15 03:30:00,0.0,32.3702820629094,32.3702820629094,32.3702820629094,323702820629.09406,4.964268,24.643956775823998,122.33920601560624,3,7,0,4.9110622,4.2316523,4.964268
2022-07-15 03:45:00,0.0,26.545195085959133,26.545195085959133,26.545195085959133,265451950859.59134,2.8239486,7.97468569544196,22.52010250508335,3,7,0,4.964268,4.323065,2.8239486
2022-07-15 04:00:00,0.0,36.47983782395954,36.47983782395954,36.47983782395954,364798378239.5954,6.7035246,44.937242062805154,301.2379076241691,4,7,0,2.8239486,4.4035616,6.7035246
2022-07-15 04:15:00,0.0,40.591494248347544,40.591494248347544,40.591494248347544,405914942483.47546,6.1211214,37.46812719353796,229.34695518228713,4,7,0,6.7035246,4.537765,6.1211214
2022-07-15 04:30:00,0.0,36.47694036901602,36.47694036901602,36.47694036901602,364769403690.16016,5.2428384,27.487354488514562,144.1117576267965,4,7,0,6.1211214,4.8026834,5.2428384
2022-07-15 04:45:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.4083085,29.249800831172255,158.19194645853597,4,7,0,5.2428384,4.8110504,5.4083085
2022-07-15 05:00:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.3728123,28.867112011031285,155.09757447834662,5,7,0,5.4083085,4.608514,5.3728123
2022-07-15 05:15:00,0.0,36.12947198770072,36.12947198770072,36.12947198770072,361294719877.0072,5.2730365,27.804913930332248,146.6163260340004,5,7,0,5.3728123,4.43608,5.2730365
2022-07-15 05:30:00,0.0,39.76063669084075,39.76063669084075,39.76063669084075,397606366908.4075,6.144295,37.752361047025,231.96164321943044,5,7,0,5.2730365,4.385919,6.144295
2022-07-15 05:45:00,0.0,45.218073806628475,45.218073806628475,45.218073806628475,452180738066.2847,6.925156,47.957785624336005,332.11514686308425,5,7,0,6.144295,4.361823,6.925156
2022-07-15 06:00:00,0.5115,48.60882930002488,48.09732930002488,48.09732930002488,9403.192250186834,6.929099,48.012412951801,332.6827625719113,6,7,1,6.925156,7.7037435,6.929099
2022-07-15 06:15:00,3.8717,46.17762641913328,42.305926419133286,42.305926419133286,1092.6963946034984,6.460793,41.741846188848996,269.68542766399224,6,7,1,6.929099,7.439081,6.460793
2022-07-15 06:30:00,6.3758,45.475604457109455,39.09980445710946,39.09980445710946,613.2533077540721,6.029728,36.357619753984004,219.22655784395047,6,7,1,6.460793,7.363413,6.029728
2022-07-15 06:45:00,8.9404,43.74816243453387,34.80776243453387,34.80776243453387,389.33115291934087,6.137287,37.666291720368996,231.16884251362828,6,7,1,6.029728,6.9942274,6.137287
2022-07-15 07:00:00,4.1452,40.638841991408576,36.49364199140857,36.49364199140857,880.3831396161888,6.5412073,42.78739294157329,279.88120705738766,7,7,1,6.137287,6.3584256,6.5412073
2022-07-15 07:15:00,4.1452,41.18691292995049,37.041712929950485,37.041712929950485,893.604960932886,6.703205,44.93295727202499,301.1948238506243,7,7,1,6.5412073,5.489689,6.703205
2022-07-15 07:30:00,6.2785,41.39219367908166,35.113693679081656,35.113693679081656,559.268832096118,6.719552,45.152379080704,303.40375915650276,7,7,1,6.703205,4.6411233,6.719552
2022-07-15 07:45:00,14.8118,41.39219367908166,26.58039367908166,26.58039367908166,179.4541761375136,6.7262154,45.24197360719716,304.3072596031231,7,7,1,6.719552,4.840876,6.7262154
2022-07-15 08:00:00,14.8118,40.91915267780884,26.10735267780884,26.10735267780884,176.26049946787555,6.5264797,42.59493727451209,277.9949934448765,8,7,1,6.7262154,5.4796286,6.5264797
2022-07-15 08:15:00,16.1801,38.716929067192126,22.536829067192127,22.536829067192127,139.28732859044996,5.9412036,35.297900216652955,209.71201183961932,8,7,1,6.5264797,6.07274,5.9412036
2022-07-15 08:30:00,17.8076,34.86265145637294,17.055051456372937,17.055051456372937,95.77400349735807,5.252745,27.591330035025,144.9302208848274,8,7,1,5.9412036,6.077906,5.252745
2022-07-15 08:45:00,11.8601,31.208641537196932,19.348541537196933,19.348541537196933,163.13978398903006,4.596917,21.131645904889,97.14042229816465,8,7,1,5.252745,5.662946,4.596917
2022-07-15 09:00:00,14.858,26.085363194022865,11.227363194022864,11.227363194022864,75.56443119172445,3.747077,14.040586043929,52.611157031727345,9,7,1,4.596917,5.3625984,3.747077
2022-07-15 09:15:00,16.7065,20.875109723844517,4.1686097238445186,4.1686097238445186,24.95202299314229,2.2084894,4.87742542991236,10.771742361251889,9,7,1,3.747077,4.9110622,2.2084894
2022-07-15 09:30:00,17.6676,20.547685435565064,2.8800854355650642,2.8800854355650642,16.301509168958507,1.0904202,1.1890162125680401,1.296527296311685,9,7,1,2.2084894,4.964268,1.0904202
2022-07-15 09:45:00,4.9785,20.547685435565064,15.569185435565064,15.569185435565064,312.7284403794761,1.9948618,3.97947360109924,7.938499870941312,9,7,1,1.0904202,2.8239486,1.9948618
2022-07-15 10:00:00,4.6972,24.290573928935917,19.593373928935918,19.593373928935918,417.12879773531125,3.791507,14.375525331049001,54.504904921349606,10,7,1,1.9948618,6.7035246,3.791507
2022-07-15 10:15:00,9.2054,26.33707032404354,17.13167032404354,17.13167032404354,186.10457237526975,4.773676,22.787982552976,108.78244540156027,10,7,1,3.791507,6.1211214,4.773676
2022-07-15 10:30:00,26.0965,29.069548714134083,2.973048714134084,2.973048714134084,11.392518969957013,4.8785424,23.800175948597758,116.11016749269437,10,7,1,4.773676,5.2428384,4.8785424
2022-07-15 10:45:00,23.9632,29.069548714134083,5.106348714134082,5.106348714134082,21.309126961353947,4.7186055,22.265237864630247,105.06087384685254,10,7,1,4.8785424,5.4083085,4.7186055
2022-07-15 11:00:00,23.1875,28.334349003832376,5.146849003832376,5.146849003832376,22.19665337622732,4.5808954,20.98460266574116,96.12826982232143,11,7,1,4.7186055,5.3728123,4.5808954
2022-07-15 11:15:00,23.1875,25.29148464933233,2.103984649332329,2.103984649332329,9.073788241185769,4.2435946,18.008095129149158,76.41905524634366,11,7,1,4.5808954,5.2730365,4.2435946
2022-07-15 11:30:00,8.0304,23.38439827746595,15.353998277465951,15.353998277465951,191.1984242173006,3.695515,13.656831115225,50.46902423878071,11,7,1,4.2435946,6.144295,3.695515
2022-07-15 11:45:00,3.1286,25.73879418090345,22.610194180903452,22.610194180903452,722.693668370328,3.4063504,11.60322304758016,39.524643469413896,11,7,1,3.695515,6.925156,3.4063504
