datetime,power,ec_wind_speed_10m
2021-05-01 00:00:00,29.6714,7.479382
2021-05-01 00:15:00,29.1351,7.0497255
2021-05-01 00:30:00,28.5939,6.8793497
2021-05-01 00:45:00,28.0354,6.974147
2021-05-01 01:00:00,27.4607,7.1755314
2021-05-01 01:15:00,26.846,7.406301
2021-05-01 01:30:00,26.1943,7.506285
2021-05-01 01:45:00,25.5088,7.580265
2021-05-01 02:00:00,24.7929,7.6848216
2021-05-01 02:15:00,24.0616,7.721811
2021-05-01 02:30:00,23.3508,7.701731
2021-05-01 02:45:00,22.671,7.6472287
2021-05-01 03:00:00,22.042,7.6641045
2021-05-01 03:15:00,21.4607,7.8484178
2021-05-01 03:30:00,20.9846,7.958891
2021-05-01 03:45:00,20.6172,7.9521146
2021-05-01 04:00:00,20.3628,7.912181
2021-05-01 04:15:00,20.2561,7.8063517
2021-05-01 04:30:00,20.2078,7.8468847
2021-05-01 04:45:00,20.2271,7.875342
2021-05-01 05:00:00,20.3239,7.8226004
2021-05-01 05:15:00,20.4896,7.8389935
2021-05-01 05:30:00,20.6961,7.9590325
2021-05-01 05:45:00,20.9446,7.9874916
2021-05-01 06:00:00,21.2163,7.892754
2021-05-01 06:15:00,21.5223,7.7642655
2021-05-01 06:30:00,21.7287,7.740734
2021-05-01 06:45:00,21.8222,7.8596334
2021-05-01 07:00:00,21.7702,8.050849
2021-05-01 07:15:00,21.5737,8.137185
2021-05-01 07:30:00,21.2264,8.232022
2021-05-01 07:45:00,20.7059,8.438946
2021-05-01 08:00:00,20.0254,8.32333
2021-05-01 08:15:00,19.1833,8.169559
2021-05-01 08:30:00,18.2548,8.073845
2021-05-01 08:45:00,17.2323,8.028661
2021-05-01 09:00:00,16.1379,7.822703
2021-05-01 09:15:00,14.9939,6.997047
2021-05-01 09:30:00,13.999,6.3400445
2021-05-01 09:45:00,13.1391,5.8843756
2021-05-01 10:00:00,12.3958,5.201687
2021-05-01 10:15:00,11.7484,4.2772737
2021-05-01 10:30:00,11.2444,3.5095384
2021-05-01 10:45:00,10.879,3.217937
2021-05-01 11:00:00,10.6461,3.1694233
2021-05-01 11:15:00,10.5592,3.2615223
2021-05-01 11:30:00,10.5898,3.3571634
2021-05-01 11:45:00,10.7543,3.3675702
2021-05-01 12:00:00,11.0683,3.394208
2021-05-01 12:15:00,11.5543,3.3842607
2021-05-01 12:30:00,12.1975,3.3000464
2021-05-01 12:45:00,13.0338,3.2081146
2021-05-01 13:00:00,14.1054,3.104801
2021-05-01 13:15:00,15.4851,3.016431
2021-05-01 13:30:00,17.061,2.9617882
2021-05-01 13:45:00,18.8746,2.9284143
2021-05-01 14:00:00,20.9646,2.9538584
2021-05-01 14:15:00,23.373,2.9521012
2021-05-01 14:30:00,26.2067,3.1089392
2021-05-01 14:45:00,29.5054,3.3379688
2021-05-01 15:00:00,33.3318,3.5205286
2021-05-01 15:15:00,37.7831,3.583813
2021-05-01 15:30:00,42.8937,3.5789208
2021-05-01 15:45:00,48.6388,3.5259078
2021-05-01 16:00:00,55.0004,3.4454496
2021-05-01 16:15:00,61.8634,3.379802
2021-05-01 16:30:00,68.9421,3.1250656
2021-05-01 16:45:00,76.1265,2.801362
2021-05-01 17:00:00,83.3039,2.5577905
2021-05-01 17:15:00,90.3637,2.3761878
2021-05-01 17:30:00,96.97,2.1712992
2021-05-01 17:45:00,103.0181,1.9856269
2021-05-01 18:00:00,108.3936,1.8509114
2021-05-01 18:15:00,112.9702,1.6675838
2021-05-01 18:30:00,116.697,1.4819204
2021-05-01 18:45:00,119.5354,1.4319326
2021-05-01 19:00:00,121.3665,1.755638
2021-05-01 19:15:00,122.163,2.3646502
2021-05-01 19:30:00,121.9271,2.259028
2021-05-01 19:45:00,120.6875,3.1307917
2021-05-01 20:00:00,118.5896,3.7925408
2021-05-01 20:15:00,115.6912,3.842661
2021-05-01 20:30:00,112.2903,3.6610405
2021-05-01 20:45:00,108.482,3.0208075
2021-05-01 21:00:00,104.3068,3.8605232
2021-05-01 21:15:00,99.8097,6.252755
2021-05-01 21:30:00,95.5865,6.0969925
2021-05-01 21:45:00,91.6398,6.57541
2021-05-01 22:00:00,88.0252,6.487032
2021-05-01 22:15:00,84.7378,6.6982474
2021-05-01 22:30:00,81.9615,6.965164
2021-05-01 22:45:00,79.6269,7.0338516
2021-05-01 23:00:00,77.7211,7.100881
2021-05-01 23:15:00,76.2323,7.137376
2021-05-01 23:30:00,75.2032,7.1668987
2021-05-01 23:45:00,74.6517,7.121659
2021-05-02 00:00:00,84.7101,7.064104
2021-05-02 00:15:00,85.9583,7.1763535
2021-05-02 00:30:00,86.85,6.903199
2021-05-02 00:45:00,87.325,6.982655
2021-05-02 01:00:00,87.297,6.987619
2021-05-02 01:15:00,86.7662,7.0428114
2021-05-02 01:30:00,85.3472,7.24388
2021-05-02 01:45:00,83.0018,7.3879814
2021-05-02 02:00:00,79.7619,7.469169
2021-05-02 02:15:00,75.651,7.6507497
2021-05-02 02:30:00,70.9737,6.4059706
2021-05-02 02:45:00,65.829,4.8774085
2021-05-02 03:00:00,60.3069,4.101843
2021-05-02 03:15:00,54.5369,0.8027748
2021-05-02 03:30:00,49.2125,2.772145
2021-05-02 03:45:00,44.387,2.6740096
2021-05-02 04:00:00,40.0369,2.5392334
2021-05-02 04:15:00,36.1836,2.8744364
2021-05-02 04:30:00,33.0267,3.0610332
2021-05-02 04:45:00,30.4992,3.4649475
2021-05-02 05:00:00,28.5135,4.488343
2021-05-02 05:15:00,27.024,4.674359
2021-05-02 05:30:00,26.0214,4.945932
2021-05-02 05:45:00,25.4967,5.353591
2021-05-02 06:00:00,25.4122,6.1714373
2021-05-02 06:15:00,25.7883,6.620405
2021-05-02 06:30:00,26.3434,6.261334
2021-05-02 06:45:00,27.1006,5.553357
2021-05-02 07:00:00,28.1013,5.1584625
2021-05-02 07:15:00,29.3953,5.152367
2021-05-02 07:30:00,30.5276,6.2566347
2021-05-02 07:45:00,31.4926,6.8966527
2021-05-02 08:00:00,32.3041,6.715591
2021-05-02 08:15:00,32.9509,5.564867
2021-05-02 08:30:00,33.4238,5.1849813
2021-05-02 08:45:00,33.7474,5.7126923
2021-05-02 09:00:00,33.9179,5.9146776
2021-05-02 09:15:00,33.949,6.111373
2021-05-02 09:30:00,33.6084,6.037235
2021-05-02 09:45:00,32.9509,5.765493
2021-05-02 10:00:00,32.0514,5.5233254
2021-05-02 10:15:00,30.9565,5.7385097
2021-05-02 10:30:00,29.9498,6.1491017
2021-05-02 10:45:00,29.0533,6.299016
2021-05-02 11:00:00,28.3001,5.8781166
2021-05-02 11:15:00,27.6815,5.3867908
2021-05-02 11:30:00,27.2031,5.384012
2021-05-02 11:45:00,26.846,5.0472198
2021-05-02 12:00:00,26.6062,4.713656
2021-05-02 12:15:00,26.4432,4.504097
2021-05-02 12:30:00,26.1943,4.0818396
2021-05-02 12:45:00,25.8128,3.5769093
2021-05-02 13:00:00,25.304,2.8063087
2021-05-02 13:15:00,24.6754,2.392148
2021-05-02 13:30:00,24.0845,2.3140402
2021-05-02 13:45:00,23.4846,2.3729222
2021-05-02 14:00:00,22.8664,2.4010105
2021-05-02 14:15:00,22.1897,2.3010905
2021-05-02 14:30:00,21.4402,2.1801229
2021-05-02 14:45:00,20.6172,2.421088
2021-05-02 15:00:00,19.7029,2.8764567
2021-05-02 15:15:00,18.731,2.983483
2021-05-02 15:30:00,17.7487,2.8601274
2021-05-02 15:45:00,16.7952,2.5688808
2021-05-02 16:00:00,15.8719,2.1529906
2021-05-02 16:15:00,14.9797,2.0897748
2021-05-02 16:30:00,14.2126,2.083974
2021-05-02 16:45:00,13.5687,2.3611155
2021-05-02 17:00:00,13.0585,2.3061118
2021-05-02 17:15:00,12.6809,2.372576
2021-05-02 17:30:00,12.4488,2.5177758
2021-05-02 17:45:00,12.3782,2.6766276
2021-05-02 18:00:00,12.4783,2.8010697
2021-05-02 18:15:00,12.7592,2.998009
2021-05-02 18:30:00,13.1827,5.9248085
2021-05-02 18:45:00,13.7757,7.6097193
2021-05-02 19:00:00,14.5531,9.059232
2021-05-02 19:15:00,15.5513,7.9637785
2021-05-02 19:30:00,16.8192,8.145602
2021-05-02 19:45:00,18.4034,7.13833
2021-05-02 20:00:00,20.3725,5.566591
2021-05-02 20:15:00,22.7793,4.304891
2021-05-02 20:30:00,25.4846,3.9913197
2021-05-02 20:45:00,28.4333,4.1421247
2021-05-02 21:00:00,31.5656,4.678145
2021-05-02 21:15:00,34.8448,4.9467835
2021-05-02 21:30:00,38.1062,4.426475
2021-05-02 21:45:00,41.2561,4.298836
2021-05-02 22:00:00,44.1768,4.6910825
2021-05-02 22:15:00,46.7263,5.390287
2021-05-02 22:30:00,49.4186,5.4828076
2021-05-02 22:45:00,52.2355,5.5678005
2021-05-02 23:00:00,55.0225,5.585169
2021-05-02 23:15:00,57.6733,5.3793154
2021-05-02 23:30:00,59.8398,4.7997594
2021-05-02 23:45:00,61.4129,4.4260254
2021-05-03 00:00:00,44.7324,2.6011589
2021-05-03 00:15:00,44.4636,2.0744102
2021-05-03 00:30:00,44.5403,2.276881
2021-05-03 00:45:00,44.9445,2.948258
2021-05-03 01:00:00,45.6435,3.0087311
2021-05-03 01:15:00,46.6073,2.5992362
2021-05-03 01:30:00,47.8069,2.4196684
2021-05-03 01:45:00,49.2949,2.6140997
2021-05-03 02:00:00,51.0667,3.113536
2021-05-03 02:15:00,53.118,3.512704
2021-05-03 02:30:00,55.3107,3.4016557
2021-05-03 02:45:00,57.6278,3.2778056
2021-05-03 03:00:00,60.003,3.419358
2021-05-03 03:15:00,62.268,3.6613038
2021-05-03 03:30:00,64.4595,4.131099
2021-05-03 03:45:00,66.3714,4.53565
2021-05-03 04:00:00,67.8876,4.335632
2021-05-03 04:15:00,68.9673,3.5925415
2021-05-03 04:30:00,69.7258,3.1755474
2021-05-03 04:45:00,70.132,3.7166247
2021-05-03 05:00:00,70.1574,3.4755175
2021-05-03 05:15:00,69.7511,3.1598449
2021-05-03 05:30:00,69.0429,3.1716135
2021-05-03 05:45:00,67.9877,3.11276
2021-05-03 06:00:00,66.594,3.1567647
2021-05-03 06:15:00,64.898,3.3531945
2021-05-03 06:30:00,63.1299,3.575698
2021-05-03 06:45:00,61.342,3.5436034
2021-05-03 07:00:00,59.5373,2.9365668
2021-05-03 07:15:00,57.7645,2.0522244
2021-05-03 07:30:00,55.9571,1.6260747
2021-05-03 07:45:00,54.1416,1.5520065
2021-05-03 08:00:00,52.3426,1.9741226
2021-05-03 08:15:00,50.667,4.1542325
2021-05-03 08:30:00,48.9866,6.132512
2021-05-03 08:45:00,47.3445,6.3809934
2021-05-03 09:00:00,45.7803,6.1717415
2021-05-03 09:15:00,44.3487,6.1774263
2021-05-03 09:30:00,43.1931,6.085442
2021-05-03 09:45:00,42.281,5.7663555
2021-05-03 10:00:00,41.62,5.4747972
2021-05-03 10:15:00,41.1655,5.122572
2021-05-03 10:30:00,40.8947,4.857155
2021-05-03 10:45:00,40.7867,4.7504206
2021-05-03 11:00:00,40.8766,4.8533907
2021-05-03 11:15:00,41.1837,5.2908273
2021-05-03 11:30:00,41.7113,5.818568
2021-05-03 11:45:00,42.4475,6.1793885
2021-05-03 12:00:00,43.3811,6.3596025
2021-05-03 12:15:00,44.5211,6.5219083
2021-05-03 12:30:00,45.8978,6.8531947
2021-05-03 12:45:00,47.5251,7.1364045
2021-05-03 13:00:00,49.4186,7.152998
2021-05-03 13:15:00,51.5746,7.0311933
2021-05-03 13:30:00,53.6609,6.785327
2021-05-03 13:45:00,55.6445,6.5602584
2021-05-03 14:00:00,57.5139,6.6445975
2021-05-03 14:15:00,59.3053,7.188859
2021-05-03 14:30:00,60.9408,7.685661
2021-05-03 14:45:00,62.4351,7.6555166
2021-05-03 15:00:00,63.7565,7.19898
2021-05-03 15:15:00,64.898,6.832795
2021-05-03 15:30:00,65.9767,6.7298026
2021-05-03 15:45:00,67.0154,6.915475
2021-05-03 16:00:00,68.0127,7.126486
2021-05-03 16:15:00,68.9673,7.0204263
2021-05-03 16:30:00,69.599,6.706976
2021-05-03 16:45:00,69.8779,6.7524323
2021-05-03 17:00:00,69.8018,6.592058
2021-05-03 17:15:00,69.2702,6.278185
2021-05-03 17:30:00,68.3887,6.077915
2021-05-03 17:45:00,67.0651,5.761184
2021-05-03 18:00:00,65.3136,5.6632433
2021-05-03 18:15:00,63.1058,5.409824
2021-05-03 18:30:00,60.9173,5.186935
2021-05-03 18:45:00,58.7736,4.7765408
2021-05-03 19:00:00,56.6984,4.3909206
2021-05-03 19:15:00,54.7352,3.9862516
2021-05-03 19:30:00,52.8156,3.3714812
2021-05-03 19:45:00,50.9824,3.6612432
2021-05-03 20:00:00,49.3155,3.9306905
2021-05-03 20:15:00,47.9482,4.088239
2021-05-03 20:30:00,47.1445,4.066311
2021-05-03 20:45:00,47.0248,3.805495
2021-05-03 21:00:00,47.686,3.4639733
2021-05-03 21:15:00,49.192,3.106765
2021-05-03 21:30:00,51.1511,3.8867455
2021-05-03 21:45:00,53.7045,4.620231
2021-05-03 22:00:00,56.9016,4.5116224
2021-05-03 22:15:00,60.8467,4.611791
2021-05-03 22:30:00,65.0445,4.588464
2021-05-03 22:45:00,69.5484,4.7836185
2021-05-03 23:00:00,74.259,5.1478844
2021-05-03 23:15:00,79.1419,5.3682437
2021-05-03 23:30:00,84.268,5.408766
2021-05-03 23:45:00,89.4879,5.3466787
2021-05-04 00:00:00,108.9771,6.8649406
2021-05-04 00:15:00,111.1962,6.9641557
2021-05-04 00:30:00,112.7568,6.890767
2021-05-04 00:45:00,113.7119,6.804601
2021-05-04 01:00:00,114.1173,6.996733
2021-05-04 01:15:00,114.0304,7.1732125
2021-05-04 01:30:00,113.7987,7.387791
2021-05-04 01:45:00,113.4223,7.688748
2021-05-04 02:00:00,112.9304,7.967797
2021-05-04 02:15:00,112.323,7.620201
2021-05-04 02:30:00,111.4561,7.516852
