datetime,actual_power,predicted_power,wind,wind_2,wind_3,hour,month,is_daytime,wind_lag_1h,wind_lag_24h,original_forecast_wind,observed_wind,corrected_wind_speed,error,abs_error
2022-07-15 00:00:00,111.2877,51.857843636090905,6.112529434818007,37.36301609151654,228.3825356329737,0,7,0,8.025839672645482,8.007292667458984,5.402774,8.98,6.112529434818007,-59.429856363909096,59.429856363909096
2022-07-15 00:15:00,108.7764,40.82049671380679,6.526526027235165,42.59554198417803,278.00091340392606,0,7,0,6.112529434818007,7.415157680641238,6.7494383,8.68,6.526526027235165,-67.9559032861932,67.9559032861932
2022-07-15 00:30:00,108.7764,46.75173620699465,6.5969220390308285,43.51938038905067,287.09395961349435,0,7,0,6.526526027235165,7.465714720967804,7.47618,7.75,6.5969220390308285,-62.024663793005345,62.024663793005345
2022-07-15 00:45:00,108.7764,46.75173620699465,6.511173949075005,42.39538619511299,276.0437341545938,0,7,0,6.5969220390308285,7.7429403541280175,8.167533,8.01,6.511173949075005,-62.024663793005345,62.024663793005345
2022-07-15 01:00:00,108.7764,46.75173620699465,6.511173949075005,42.39538619511299,276.0437341545938,1,7,0,6.511173949075005,7.601376754660212,8.294316,6.58,6.511173949075005,-62.024663793005345,62.024663793005345
2022-07-15 01:15:00,108.7764,46.75173620699465,6.5969220390308285,43.51938038905067,287.09395961349435,1,7,0,6.511173949075005,7.499474871277666,7.7420716,5.5,6.5969220390308285,-62.024663793005345,62.024663793005345
2022-07-15 01:30:00,108.7764,45.55868728055979,6.503945169100722,42.30130276266861,275.1253537499256,1,7,0,6.5969220390308285,6.428122864063474,6.9264946,5.4,6.503945169100722,-63.21771271944021,63.21771271944021
2022-07-15 01:45:00,108.7764,45.55868728055979,6.503945169100722,42.30130276266861,275.1253537499256,1,7,0,6.503945169100722,6.464373598729892,6.735047,3.96,6.503945169100722,-63.21771271944021,63.21771271944021
2022-07-15 02:00:00,75.1319,44.86978243704217,6.543454061025459,42.816791048750574,280.16970526802544,2,7,0,6.503945169100722,6.551406991488064,7.5169735,3.71,6.543454061025459,-30.262117562957833,30.262117562957833
2022-07-15 02:15:00,7.8428,46.06283136347703,6.519549884373492,42.504530694834415,277.1104081768573,2,7,0,6.543454061025459,7.354647690831249,8.984245,3.14,6.519549884373492,38.220031363477034,38.220031363477034
2022-07-15 02:30:00,3.2501,46.33734863562752,6.825914261330718,46.59310550303808,318.0405433328744,2,7,0,6.519549884373492,7.31341671580036,9.122112,2.94,6.825914261330718,43.08724863562752,43.08724863562752
2022-07-15 02:45:00,0.8525,46.67968411846592,6.8793822393360875,47.3258999948928,325.5729558854614,2,7,0,6.825914261330718,7.579540488117959,8.86077,2.79,6.8793822393360875,45.82718411846592,45.82718411846592
