datetime,actual_power,predicted_power,error,abs_error,relative_error,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h,original_ec_wind_speed_10m,original_ec_wind_speed_70m,fused_wind
2022-07-14 23:45:00,116.3102,37.23950813101786,-79.07069186898214,79.07069186898214,-67.98259470122473,5.5395288,30.686379326029442,169.9880820442647,23,7,0,5.707806915000001,6.522842485,4.361823,6.978947,5.5395288
2022-07-15 00:00:00,111.2877,42.96416914305618,-68.32353085694382,68.32353085694382,-61.393604909441436,9.078627375,82.42147501409939,748.2738593508813,0,7,0,5.5395288,6.555954850000001,7.7037435,10.759041,9.078627375
2022-07-15 00:15:00,108.7764,67.32632535004201,-41.45007464995798,41.45007464995798,-38.10576066697134,8.8432547,78.20315368907208,691.5704064157089,0,7,0,9.078627375,6.822742795,7.439081,10.559467,8.8432547
2022-07-15 00:30:00,108.7764,67.32632535004201,-41.45007464995798,41.45007464995798,-38.10576066697134,8.76245085,76.78054489866572,672.7857509107768,0,7,0,8.8432547,6.77135608,7.363413,10.472386,8.76245085
2022-07-15 00:45:00,108.7764,54.432037244003276,-54.34436275599672,54.34436275599672,-49.95969966923042,8.36119672,69.90961059053876,584.52800676609,0,7,0,8.76245085,6.556918570000001,6.9942274,10.031937,8.36119672
2022-07-15 01:00:00,108.7764,48.521886370189534,-60.25451362981046,60.25451362981046,-55.393002180869345,7.65077718,58.534391458008756,447.8335864121204,1,7,0,8.36119672,6.24428765,6.3584256,9.230318,7.65077718
2022-07-15 01:15:00,108.7764,38.91584587682446,-69.86055412317553,69.86055412317553,-64.22399906298898,6.6658369,44.43338157740162,296.1856745104239,1,7,0,7.65077718,6.3544689000000005,5.489689,8.103351,6.6658369
2022-07-15 01:30:00,108.7764,32.0449797603182,-76.7314202396818,76.7314202396818,-70.54050348478876,5.588065590000001,31.22647703814206,174.4956018337668,1,7,0,6.6658369,6.66934315,4.6411233,6.7454395,5.588065590000001
2022-07-15 01:45:00,108.7764,29.60030844254913,-79.17609155745086,79.17609155745086,-72.78793152758509,5.52652255,30.542451495658504,168.79354692303795,1,7,0,5.588065590000001,6.511686685000001,4.840876,6.364535,5.52652255
2022-07-15 02:00:00,75.1319,33.511416694717006,-41.620483305282995,41.620483305282995,-55.396553660619986,6.381789814999999,40.72724124283773,259.9126933565897,2,7,0,5.52652255,6.361478180000001,5.4796286,7.4844313,6.381789814999999
2022-07-15 02:15:00,7.8428,41.29290545887446,33.45010545887446,33.45010545887446,426.5071838657589,7.29375065,53.19879854437542,388.01877146225723,2,7,0,6.381789814999999,6.205431600000001,6.07274,8.786097,7.29375065
2022-07-15 02:30:00,3.2501,40.748306319186,37.498206319186,37.498206319186,1153.7554599492462,7.2680466500000005,52.82450210657623,383.93094557361934,2,7,0,7.29375065,5.6003772000000005,6.077906,8.722663,7.2680466500000005
2022-07-15 02:45:00,0.8525,39.246317289937494,38.393817289937495,38.393817289937495,4503.673529568345,6.9470205499999995,48.2610945221223,335.270815410676,2,7,0,7.2680466500000005,5.51832625,5.662946,8.516445,6.9470205499999995
2022-07-15 03:00:00,0.0,37.832389906974385,37.832389906974385,37.832389906974385,378323899069.74384,6.69087852,44.76785536939739,299.53628187756766,3,7,0,6.9470205499999995,5.80723017,5.3625984,8.314332,6.69087852
2022-07-15 03:15:00,0.0,35.67462177954396,35.67462177954396,35.67462177954396,356746217795.43964,6.210690775000001,38.57267990267011,239.56298723854115,3,7,0,6.69087852,5.95489988,4.9110622,7.7991257,6.210690775000001
2022-07-15 03:30:00,0.0,34.79289958912345,34.79289958912345,34.79289958912345,347928995891.2345,6.19970025,38.436283189850066,238.29343450118427,3,7,0,6.210690775000001,5.7087143000000005,4.964268,7.709673,6.19970025
2022-07-15 03:45:00,0.0,27.89509512669163,27.89509512669163,27.89509512669163,278950951266.91626,4.35967107,19.006731838594945,82.8630989319703,3,7,0,6.19970025,5.8347401,2.8239486,6.2366652,4.35967107
2022-07-15 04:00:00,0.0,34.46784667106621,34.46784667106621,34.46784667106621,344678466710.6621,7.033825095,49.47469546705176,347.9963545436314,4,7,0,4.35967107,5.92845473,6.7035246,7.4375257,7.033825095
2022-07-15 04:15:00,0.0,40.34077135939825,40.34077135939825,40.34077135939825,403407713593.9825,7.36402077,54.22880190099139,399.34202353111607,4,7,0,7.033825095,6.0352787800000005,6.1211214,8.88312,7.36402077
2022-07-15 04:30:00,0.0,38.91584587682446,38.91584587682446,38.91584587682446,389158458768.2446,6.456727440000001,41.68932923444896,269.17663602326087,4,7,0,7.36402077,6.25484762,5.2428384,7.9403696,6.456727440000001
2022-07-15 04:45:00,0.0,37.832389906974385,37.832389906974385,37.832389906974385,378323899069.74384,6.684134775,44.677657690364306,298.6314854337103,4,7,0,6.456727440000001,6.2576433950000006,5.4083085,8.243478,6.684134775
2022-07-15 05:00:00,0.0,37.832389906974385,37.832389906974385,37.832389906974385,378323899069.74384,6.583838215,43.34692564129439,285.38914553991737,5,7,0,6.684134775,6.041187775000001,5.3728123,8.063981,6.583838215
2022-07-15 05:15:00,0.0,37.832389906974385,37.832389906974385,37.832389906974385,378323899069.74384,6.497956075,42.22343315262941,274.36601396148467,5,7,0,6.583838215,5.8368427,5.2730365,7.99508,6.497956075
2022-07-15 05:30:00,0.0,41.419350422292936,41.419350422292936,41.419350422292936,414193504222.9293,7.426977024999999,55.15998772987784,409.6719615690846,5,7,0,6.497956075,5.707806915000001,6.144295,8.9946995,7.426977024999999
