datetime,power,feature_wind_speed,feature_wind_speed_2,feature_wind_speed_3,feature_hour,feature_month,feature_is_daytime,feature_wind_lag_1h,feature_wind_lag_24h
2021-05-01 00:00:00,29.6714,9.15012625,83.72481039093906,766.0925853344041,0,5,0,9.15012625,9.15012625
2021-05-01 00:15:00,29.1351,8.795688375000001,77.36413399011016,680.4708139787543,0,5,0,9.15012625,9.15012625
2021-05-01 00:30:00,28.5939,8.678623085,75.31849865149492,653.6608611244052,0,5,0,8.795688375000001,9.15012625
2021-05-01 00:45:00,28.0354,8.79584915,77.36696226955573,680.5081293167539,0,5,0,8.678623085,9.15012625
2021-05-01 01:00:00,27.4607,8.963023020000001,80.33578165704995,720.0514603218326,1,5,0,8.79584915,9.15012625
2021-05-01 01:15:00,26.846,9.151970250000002,83.7585594568851,766.5558443322686,1,5,0,8.963023020000001,9.15012625
2021-05-01 01:30:00,26.1943,9.260997450000001,85.76607376890652,794.2793904703553,1,5,0,9.151970250000002,9.15012625
2021-05-01 01:45:00,25.5088,9.2075595,84.77915194604026,780.6090859027065,1,5,0,9.260997450000001,9.15012625
2021-05-01 02:00:00,24.7929,9.238752105,85.35454045764193,788.5694403243469,2,5,0,9.2075595,9.15012625
2021-05-01 02:15:00,24.0616,9.187495649999999,84.4100763187689,775.5172089948572,2,5,0,9.238752105,9.15012625
2021-05-01 02:30:00,23.3508,9.19170395,84.48742150444562,776.5833659677278,2,5,0,9.187495649999999,9.15012625
2021-05-01 02:45:00,22.671,9.127252735,83.30674248856499,760.3616932226956,2,5,0,9.19170395,9.15012625
2021-05-01 03:00:00,22.042,9.243984075,85.45124157885361,789.9099163439006,3,5,0,9.127252735,9.15012625
2021-05-01 03:15:00,21.4607,9.514124390000001,90.5185629083929,861.2048671144902,3,5,0,9.243984075,9.15012625
2021-05-01 03:30:00,20.9846,9.6711194,93.53055044905636,904.5451209405477,3,5,0,9.514124390000001,9.15012625
2021-05-01 03:45:00,20.6172,9.71410823,94.36389870415375,916.6611250169063,3,5,0,9.6711194,9.15012625
2021-05-01 04:00:00,20.3628,9.670577600000001,93.52007111762178,904.3931049004804,4,5,0,9.71410823,9.15012625
2021-05-01 04:15:00,20.2561,9.526158235,90.74769071825833,864.4768612429697,4,5,0,9.670577600000001,9.15012625
2021-05-01 04:30:00,20.2078,9.543429835000001,91.07705301556815,869.1874650326499,4,5,0,9.526158235,9.15012625
2021-05-01 04:45:00,20.2271,9.5497434,91.19759900584357,870.9136692019013,4,5,0,9.543429835000001,9.15012625
2021-05-01 05:00:00,20.3239,9.484184720000002,89.9497598030815,853.1001374920561,5,5,0,9.5497434,9.15012625
2021-05-01 05:15:00,20.4896,9.507982975000001,90.40174025288987,859.5382072348491,5,5,0,9.484184720000002,9.15012625
2021-05-01 05:30:00,20.6961,9.642442675000002,92.97670074066119,896.5225070024557,5,5,0,9.507982975000001,9.15012625
2021-05-01 05:45:00,20.9446,9.67829253,93.6693462962538,906.5593345490164,5,5,0,9.642442675000002,9.15012625
2021-05-01 06:00:00,21.2163,9.595307400000001,92.06992410049479,883.439224038916,6,5,1,9.67829253,9.15012625
2021-05-01 06:15:00,21.5223,9.478352175000001,89.83915995332725,851.5271971437924,6,5,1,9.595307400000001,8.795688375000001
2021-05-01 06:30:00,21.7287,9.5159183,90.55270109227487,861.6921054384084,6,5,1,9.478352175000001,8.678623085
2021-05-01 06:45:00,21.8222,9.659934719999999,93.31433879466145,901.410421196393,6,5,1,9.5159183,8.79584915
2021-05-01 07:00:00,21.7702,9.7906498,95.85682350624005,938.5005898900046,7,5,1,9.659934719999999,8.963023020000001
2021-05-01 07:15:00,21.5737,9.784114800000001,95.72890241957906,936.6225709511594,7,5,1,9.7906498,9.151970250000002
2021-05-01 07:30:00,21.2264,9.740606500000002,94.87941498784228,924.1830463467742,7,5,1,9.784114800000001,9.260997450000001
2021-05-01 07:45:00,20.7059,9.678475500000001,93.67288800410027,906.6107515619285,7,5,1,9.740606500000002,9.2075595
2021-05-01 08:00:00,20.0254,9.399132400000001,88.34368987272978,830.3540378183264,8,5,1,9.678475500000001,9.238752105
2021-05-01 08:15:00,19.1833,8.9242522,79.64227732920483,710.7477686681664,8,5,1,9.399132400000001,9.187495649999999
2021-05-01 08:30:00,18.2548,8.565373700000002,73.36562662065172,628.4040087405504,8,5,1,8.9242522,9.19170395
2021-05-01 08:45:00,17.2323,8.5298044,72.75756310225935,620.6077818829294,8,5,1,8.565373700000002,9.127252735
2021-05-01 09:00:00,16.1379,8.275979000000001,68.49182840844102,566.8369335798614,9,5,1,8.5298044,9.243984075
2021-05-01 09:15:00,14.9939,7.325426625,53.661875238258894,393.09612961777,9,5,1,8.275979000000001,9.514124390000001
2021-05-01 09:30:00,13.999,6.601951475000001,43.58576327825469,287.75109416387437,9,5,1,7.325426625,9.6711194
2021-05-01 09:45:00,13.1391,6.109874245,37.33056328971433,228.08504719516804,9,5,1,6.601951475000001,9.71410823
2021-05-01 10:00:00,12.3958,5.388991175,29.04122588422788,156.50291000128564,10,5,1,6.109874245,9.670577600000001
2021-05-01 10:15:00,11.7484,4.420445385000001,19.540337401767804,86.37699428898739,10,5,1,5.388991175,9.526158235
2021-05-01 10:30:00,11.2444,3.630118735,13.177762030198,47.83684083119339,10,5,1,4.420445385000001,9.543429835000001
2021-05-01 10:45:00,10.879,3.3316565000000002,11.099935033992251,36.98117070557801,10,5,1,3.630118735,9.5497434
2021-05-01 11:00:00,10.6461,3.289090315,10.8181151002268,35.58175760271123,11,5,1,3.3316565000000002,9.484184720000002
